"Symbol","cor_th1_th2","cor_th1_thm","cor_th2_thm","cluster"
"Sema6b.1",0.817799089231318,0.901966652610376,0.935149803139895,1
"Lilrb4.1",0.797789802584788,0.910827028483381,0.955463318338594,1
"C030048B08Rik.1",0.723413198366694,0.812113758083031,0.847118125527662,1
"Ifi44.1",-0.511999914810621,-0.146838667860406,-0.00664194902550595,1
"Egfl7.1",0.777047710558676,0.904757555755451,0.954174195310395,1
"Igf2",0.428713810979505,0.721475448289593,0.835273320913971,1
"Tmem16k",0.871131513480362,0.910971535914688,0.925938556241898,1
"Efr3b",-0.0978277685579704,0.185638674341006,0.292430218166215,1
"Dcp1a.2",0.720855601019391,0.853769886707649,0.90379360497772,1
"Lif.1",0.607769409026735,0.791761199179343,0.861312112449918,1
"Cyld",0.425793239717786,0.717667897376316,0.828384825504556,1
"Lgals9.1",0.741900196142204,0.83451809463069,0.868567366781497,1
"Taz",0.841278914400846,0.908457355493758,0.933514722254044,1
"Tspan3.1",0.659551337783245,0.78037662792199,0.825220273044957,1
"BC038156",0.746116727784589,0.870052520184019,0.91585160995899,1
"Gpihbp1",0.219430070141554,0.400612909275797,0.467608453260103,1
"Cdx2",0.61657150383988,0.758190029567442,0.808968662646196,1
"Trafd1.2",0.830222040864782,0.931775642678236,0.968369149776448,1
"Il24",0.685417645689461,0.873341555118956,0.94095025492973,1
"Dscr3",0.911219456857956,0.941542067150637,0.952576297955011,1
"Cdc42ep4",0.0847929824119943,0.504104003730768,0.657063607041347,1
"C030039L03Rik",-0.0705158800750746,0.388434818407594,0.555033177329594,1
"Penk1",-0.0340263673294033,0.218111438554253,0.309413459778527,1
"Helb",0.780936590999759,0.911235695505083,0.958367212351811,1
"Zfp385a.1",0.466325846637235,0.71480443344907,0.802986076425954,1
"Marcks",-0.198171215818142,0.449651790852845,0.677269568530848,1
"Capn2",0.607379145718017,0.831912144192815,0.911196135841439,1
"Eef1b2",0.323264462847828,0.698212006370296,0.830314663737115,1
"Efna4",0.609722812927232,0.806600512297294,0.87542464216711,1
"Acsl1",0.187956994580916,0.585218347820003,0.724014146470563,1
"Cebpd.1",0.806663827519686,0.91806598276183,0.956986517280885,1
"Exoc7",0.93056971952329,0.961284380155877,0.971888812209704,1
"3000004C01Rik.1",0.976557645817087,0.986528630794768,0.989975273513035,1
"Il23a",0.780344513169201,0.879753666994052,0.913379158035215,1
"Pou2f1.1",0.476460578228639,0.636578985593827,0.690943334640409,1
"Snapin",0.737902302566758,0.885056600096718,0.935416382445024,1
"Car5b.2",0.555048052283449,0.827788212303166,0.921101017030559,1
"1110059E24Rik",0.409362873365889,0.590769412620846,0.652571918435606,1
"BC057371.1",0.58117123926103,0.758571817528225,0.819074066499451,1
"Yipf3.1",0.88275174325186,0.949503473556004,0.971654977912121,1
"Skap2",0.92604026211199,0.963405301043648,0.975833961102545,1
"2210404O07Rik",0.896670507731081,0.922275230270535,0.930895601946651,1
"4930503B20Rik.1",0.0312785910684691,0.16331614878331,0.207791685519394,1
"Zbp1",-0.264841770030325,0.219667611040047,0.381635014845697,1
"Mansc1.1",0.44308593816807,0.738594822657707,0.837476551612567,1
"Rnf138",0.237892767490989,0.689416811364872,0.83232291837986,1
"Hdac5.1",0.671805244069074,0.807838741606057,0.851042084626772,1
"Hist1h4k",0.970806112564769,0.987830723782778,0.993235704811454,1
"Rgs9bp.1",0.123726233964802,0.61180492971695,0.764298099136907,1
"H2-Q5",0.677308462837461,0.812009918873648,0.854249147947966,1
"Scn2b.1",0.126811992862684,0.280391230908163,0.3286073719011,1
"Pgm2",0.911454816181983,0.95682373605018,0.971617061449937,1
"Ubr2.1",0.599864778352603,0.727180992492335,0.768827467510713,1
"Zfyve21",0.876849954057099,0.898717358855112,0.905801457955553,1
"Sord",0.846272248605181,0.91756042297815,0.940450533256109,1
"Cyp2s1",0.634911961322764,0.84567493317179,0.913631745914075,1
"Tspan6.1",-0.081720292043169,0.551472927655462,0.743936042148521,1
"Zfp768",0.605354024344548,0.774430716026376,0.825009296273134,1
"Tmem199",0.830663185243871,0.911971574151209,0.936244714131673,1
"Pvrl3.2",0.617870123934316,0.69284483312767,0.715234689828734,1
"1110018J18Rik",0.780646300351655,0.909418152546168,0.947869454814957,1
"Anapc10",0.410737176728334,0.737720656971463,0.833879051455161,1
"Terf2.2",0.625605347517767,0.736544090673813,0.769148810039084,1
"Osm",0.934331422743627,0.970650089604117,0.981423312329338,1
"2610204K14Rik",0.309112565059263,0.697162510151576,0.811755576756632,1
"Usp19.1",0.433063516611736,0.739819874215461,0.830589539476913,1
"Mapk9",0.915396471635321,0.953523452861045,0.964509155833169,1
"Pygl.1",0.892373356586943,0.939831687297289,0.953675839605006,1
"Cuedc1",0.560695356747093,0.783222516588803,0.847666442210617,1
"Csgalnact1.1",0.0489475008664733,0.483841989702659,0.610007516133224,1
"Mapre2.1",0.499230040978682,0.686189322832478,0.740463691263419,1
"Epb4.9.2",0.479089464176615,0.663494407618183,0.715801738233593,1
"Cldn15",0.281102536866935,0.371102920867808,0.396822638022655,1
"Bre.1",0.824467514166442,0.911935291588396,0.936884276137221,1
"Rnf214",-0.0902980778850328,0.333720733805778,0.452537940348188,1
"Ager",0.257777530081995,0.592752685165614,0.687327657602441,1
