annot,gene,celltype,annot_new
2,Gpt2,Th2,2
2,Asf1b,Th2,2
3,Arrdc1,Th2,3
3,Parp12,Th2,3
2,6720463M24Rik,Th2,2
1,Plscr1,Th2,1
3,Phf11,Th2,3
1,Abce1,Th2,1
2,Arbp,Th2,2
1,Cse1l,Th2,1
3,Ssbp3,Th2,3
3,Dguok,Th2,3
3,Akr1b3,Th2,3
1,Orai1,Th2,1
2,Fkbp1a,Th2,2
1,Cd70,Th2,1
3,Rpa1,Th2,3
3,Cpne4,Th2,3
3,Gbp2,Th2,3
3,BC050811,Th2,3
1,Hnrpll,Th2,1
3,Smap2,Th2,3
1,Pdap1,Th2,1
1,Shq1,Th2,1
2,Kntc1,Th2,2
2,Uap1l1,Th2,2
3,BC038156,Th2,3
2,Mad2l1,Th2,2
3,Zfand3,Th2,3
3,Cdo1,Th2,3
3,F2rl1,Th2,3
1,Pop7,Th2,1
2,Hist1h4d,Th2,2
2,Prkar1b,Th2,2
2,Nrm,Th2,2
1,Bex4,Th2,1
2,Lama5,Th2,2
1,Hnrpd,Th2,1
1,Bola3,Th2,1
3,St6gal1,Th2,3
1,Rnf219,Th2,1
1,Rars,Th2,1
1,Psmd14,Th2,1
1,BC020002,Th2,1
1,Tnfsf8,Th2,1
1,Rab8b,Th2,1
1,Hectd2,Th2,1
1,Dscr2,Th2,1
2,Ptpn9,Th2,2
3,B230380D07Rik,Th2,3
1,Nup160,Th2,1
3,Rab19,Th2,3
1,Ppp5c,Th2,1
3,Hist4h4,Th2,3
1,Nudt19,Th2,1
3,Axin2,Th2,3
3,Prdm2,Th2,3
3,Armc3,Th2,3
2,Phf10,Th2,2
3,Ccdc88c,Th2,3
3,Adamts10,Th2,3
1,Dnajc15,Th2,1
3,Metapl1,Th2,3
1,Usp1,Th2,1
3,Spic,Th2,3
1,Icam1,Th2,1
1,Tomm70a,Th2,1
3,Ahdc1,Th2,3
2,Rdbp,Th2,2
2,Ntrk3,Th2,2
3,Ankrd12,Th2,3
1,Mrps12,Th2,1
2,Acadsb,Th2,2
1,Fjx1,Th2,1
3,D030074E01Rik,Th2,3
2,Ndrg2,Th2,2
3,Akap8l,Th2,3
1,Nola2,Th2,1
2,H1fx,Th2,2
2,Tmem121,Th2,2
3,Sort1,Th2,3
2,6430571L13Rik,Th2,2
2,Sdc4,Th2,2
3,Ccbl1,Th2,3
3,Rab3d,Th2,3
3,Pwp2,Th2,3
3,Ars2,Th2,3
3,Sema4f,Th2,3
3,Mycbp2,Th2,3
3,Rnf213,Th2,3
3,Edg6,Th2,3
3,Mll3,Th2,3
3,Wbp7,Th2,3
2,Gtse1,Th2,2
3,LOC626578,Th2,3
2,Thap4,Th2,2
2,Blmh,Th2,2
2,Nusap1,Th2,2
2,Ddit3,Th2,2
1,Stip1,Th2,1
3,Golga5,Th2,3
1,Heatr1,Th2,1
3,Nol8,Th2,3
3,Gstp1,Th2,3
3,Rapgef1,Th2,3
3,Chd7,Th2,3
2,Pla2g12a,Th2,2
3,BC026590,Th2,3
3,Foxk1,Th2,3
1,Ppan,Th2,1
1,Ch25h,Th2,1
3,Prkcbp1,Th2,3
1,Ide,Th2,1
2,D10Bwg1379e,Th2,2
3,Hcst,Th2,3
3,Pcgf1,Th2,3
1,Acy1,Th2,1
1,Armc6,Th2,1
1,Cd82,Th2,1
1,Msi2,Th2,1
2,Gnb2l1,Th2,2
1,Hus1,Th2,1
3,Ctsw,Th2,3
1,Bxdc1,Th2,1
3,Oma1,Th2,3
3,Dapl1,Th2,3
3,Eif4g2,Th2,3
3,D16H22S680E,Th2,3
3,Ski,Th2,3
3,Tlr7,Th2,3
2,Mtmr3,Th2,2
1,Cd160,Th2,1
3,Socs3,Th2,3
2,Ripk4,Th2,2
3,Dscr1l2,Th2,3
2,Vars,Th2,2
3,Ccnd2,Th2,3
1,2610029G23Rik,Th2,1
3,Mat2a,Th2,3
1,C130032J12Rik,Th2,1
1,Exosc2,Th2,1
2,Hap1,Th2,2
2,Foxm1,Th2,2
3,Usp18,Th2,3
2,Sgol1,Th2,2
1,Slc39a6,Th2,1
3,Ampd3,Th2,3
3,Lancl1,Th2,3
3,Ly9,Th2,3
3,Slc14a1,Th2,3
1,Rpl7l1,Th2,1
2,Slc39a8,Th2,2
1,Ifrd1,Th2,1
2,Smox,Th2,2
3,Il7r,Th2,3
1,Trub1,Th2,1
1,Nckap1,Th2,1
1,Polr2h,Th2,1
2,Atxn7l1,Th2,2
2,Ccna2,Th2,2
3,Crlf3,Th2,3
2,Copg2,Th2,2
1,Snrpa,Th2,1
2,Dtl,Th2,2
3,Eef2,Th2,3
3,Cd8b1,Th2,3
3,Zbp1,Th2,3
3,Vim,Th2,3
3,Usp52,Th2,3
1,Ly6a,Th2,1
3,Susd3,Th2,3
3,BC094916,Th2,3
2,Cenpn,Th2,2
3,Sh3kbp1,Th2,3
1,Guk1,Th2,1
3,Trpv2,Th2,3
3,Pou2af1,Th2,3
3,Gbp3,Th2,3
2,Snx3,Th2,2
2,Aldoa,Th2,2
3,Slc35d2,Th2,3
3,AI646023,Th2,3
1,Il21,Th2,1
2,Tmem180,Th2,2
3,Lgmn,Th2,3
2,Ccl5,Th2,2
2,Gja1,Th2,2
2,LOC667250,Th2,2
2,Angptl4,Th2,2
3,Itpr1,Th2,3
2,Ecm1,Th2,2
2,Paip2,Th2,2
2,Ufsp2,Th2,2
2,6430706D22Rik,Th2,2
3,Zdhhc14,Th2,3
2,Skp2,Th2,2
3,Gga3,Th2,3
2,Guca1a,Th2,2
3,Sppl3,Th2,3
2,Sec61b,Th2,2
3,Nhlrc1,Th2,3
3,Hsd3b2,Th2,3
3,Nr6a1,Th2,3
3,LOC56628,Th2,3
3,5730419I09Rik,Th2,3
3,Pnpla7,Th2,3
2,Dnalc1,Th2,2
2,Dynlt3,Th2,2
3,Atp8b4,Th2,3
2,Prickle3,Th2,2
2,Hist1h3a,Th2,2
2,2310007D09Rik,Th2,2
2,Ankrd37,Th2,2
3,Pank4,Th2,3
3,Tmed1,Th2,3
1,Mrps10,Th2,1
1,Pold2,Th2,1
3,Fasl,Th2,3
2,Rnpep,Th2,2
2,Ghitm,Th2,2
2,7530404M11Rik,Th2,2
2,Itgb5,Th2,2
3,Rgs10,Th2,3
2,Hist1h4b,Th2,2
1,Ccdc116,Th2,1
3,Mov10,Th2,3
1,Slamf1,Th2,1
2,Adssl1,Th2,2
1,Thoc3,Th2,1
2,Fzr1,Th2,2
1,Tnfrsf12a,Th2,1
3,Nuak2,Th2,3
2,Batf3,Th2,2
1,Mcm2,Th2,1
3,Vamp8,Th2,3
3,Cfp,Th2,3
2,Wdr76,Th2,2
3,BC030476,Th2,3
3,Impact,Th2,3
2,Maged1,Th2,2
2,Itga7,Th2,2
3,Plp1,Th2,3
3,Bclaf1,Th2,3
3,4632417K18Rik,Th2,3
2,Traf6,Th2,2
3,Fbxw17,Th2,3
2,Kif2c,Th2,2
3,Usp16,Th2,3
1,Gnat1,Th2,1
2,Nampt,Th2,2
1,Hdgf,Th2,1
1,AI847670,Th2,1
3,Idua,Th2,3
1,Plek,Th2,1
2,Marcks,Th2,2
2,Cdca2,Th2,2
3,Smc6,Th2,3
3,Alkbh4,Th2,3
1,Tcfe3,Th2,1
3,Lck,Th2,3
3,Hdac5,Th2,3
2,Anxa9,Th2,2
3,Csnrp2,Th2,3
2,Nts,Th2,2
2,Pard6a,Th2,2
2,Cacnb3,Th2,2
3,Zzef1,Th2,3
3,Sox4,Th2,3
2,2900010M23Rik,Th2,2
3,Pik3r3,Th2,3
2,Foxq1,Th2,2
2,Rnaseh2b,Th2,2
3,Gramd1a,Th2,3
1,Eif3b,Th2,1
2,Fancd2,Th2,2
1,Kpna3,Th2,1
3,Pde4a,Th2,3
2,Cdk6,Th2,2
1,Cobll1,Th2,1
1,Jtv1,Th2,1
3,Tomm34,Th2,3
3,H2-M3,Th2,3
1,Ranbp1,Th2,1
1,Mrpl22,Th2,1
3,Tusc2,Th2,3
3,Ddhd1,Th2,3
3,Lyzs,Th2,3
2,Matk,Th2,2
3,Hexb,Th2,3
3,Casp1,Th2,3
3,Clip1,Th2,3
3,Pias3,Th2,3
3,Gsdmdc1,Th2,3
3,Gpr146,Th2,3
2,BC030867,Th2,2
1,2410015N17Rik,Th2,1
1,Sf3a1,Th2,1
3,Sdf4,Th2,3
2,Cmtm7,Th2,2
3,Llgl2,Th2,3
3,ENSMUSG00000068790,Th2,3
1,Bub3,Th2,1
1,Oprs1,Th2,1
1,2810441K11Rik,Th2,1
2,S100a13,Th2,2
3,Rin3,Th2,3
1,Eprs,Th2,1
3,Cd7,Th2,3
2,Inppl1,Th2,2
3,Bach1,Th2,3
3,Epm2aip1,Th2,3
2,Tnfrsf10b,Th2,2
3,Faim3,Th2,3
1,Ddt,Th2,1
3,Wdr77,Th2,3
3,Rab37,Th2,3
3,Masp2,Th2,3
2,Vdac2,Th2,2
2,Prdx4,Th2,2
2,Grn,Th2,2
2,Spc25,Th2,2
1,Josd1,Th2,1
2,Luzp1,Th2,2
1,Rsl1d1,Th2,1
3,Hba-a1,Th2,3
2,B9d1,Th2,2
1,Ppa1,Th2,1
3,Abca7,Th2,3
2,Tnfrsf4,Th2,2
2,Cdc6,Th2,2
1,Npw,Th2,1
2,Chaf1a,Th2,2
3,Prkdc,Th2,3
3,BC008155,Th2,3
3,9130404D08Rik,Th2,3
3,Tmod4,Th2,3
2,Sln,Th2,2
2,1700066B19Rik,Th2,2
3,5033414D02Rik,Th2,3
3,A430078G23Rik,Th2,3
1,Stk40,Th2,1
3,AI413582,Th2,3
3,Hp1bp3,Th2,3
3,Iqgap2,Th2,3
2,Nedd1,Th2,2
3,Zfp12,Th2,3
2,Zwilch,Th2,2
2,Egfl7,Th2,2
3,Cd79b,Th2,3
3,Sfrs5,Th2,3
2,Ube2m,Th2,2
1,Chst2,Th2,1
1,Tnfrsf19,Th2,1
1,Aven,Th2,1
2,Sypl,Th2,2
3,Ubac2,Th2,3
1,Ube2f,Th2,1
3,Zfp260,Th2,3
1,Pdcd1lg2,Th2,1
3,Ikzf1,Th2,3
2,Zfp473,Th2,2
3,Timp2,Th2,3
3,EG218444,Th2,3
3,Rnf32,Th2,3
2,Brip1,Th2,2
3,App,Th2,3
3,Sec22c,Th2,3
2,P2ry1,Th2,2
2,Dsn1,Th2,2
1,Nme1,Th2,1
2,Ebi3,Th2,2
3,0610037L13Rik,Th2,3
3,Dnajc6,Th2,3
3,Gns,Th2,3
2,Tyms,Th2,2
2,Mvd,Th2,2
3,Bst2,Th2,3
3,Mitd1,Th2,3
3,Irs2,Th2,3
2,Plk2,Th2,2
3,9630058J23Rik,Th2,3
1,Map2k3,Th2,1
2,Ptprk,Th2,2
3,Slc16a5,Th2,3
2,Tmem205,Th2,2
2,Unc93b1,Th2,2
2,Pxmp4,Th2,2
1,Bxdc2,Th2,1
1,Pole3,Th2,1
1,Ppil1,Th2,1
2,Pigz,Th2,2
3,Pip4k2b,Th2,3
1,Nat10,Th2,1
3,BC038822,Th2,3
3,2310005E10Rik,Th2,3
3,Cyp4f18,Th2,3
1,Ccr5,Th2,1
1,Tpst1,Th2,1
1,Nol7,Th2,1
2,Rbm14,Th2,2
3,Zfp597,Th2,3
3,Txnrd3,Th2,3
2,Smc2,Th2,2
3,Slc40a1,Th2,3
3,ORF28,Th2,3
3,Fbxo9,Th2,3
2,Katnb1,Th2,2
3,Ppp3ca,Th2,3
1,Mrps18b,Th2,1
3,Ctse,Th2,3
2,Acvr2b,Th2,2
3,Grina,Th2,3
3,A130090K04Rik,Th2,3
1,Hsp90ab1,Th2,1
2,Mdfic,Th2,2
2,Spag5,Th2,2
3,Smyd3,Th2,3
2,Ccnb1,Th2,2
3,Tpcn2,Th2,3
3,Gcap14,Th2,3
1,Nol1,Th2,1
3,Napg,Th2,3
3,Lasp1,Th2,3
3,Pdlim5,Th2,3
3,Rnf123,Th2,3
1,Mrps31,Th2,1
3,Slc44a2,Th2,3
2,Pcdhgb4,Th2,2
1,Farsb,Th2,1
2,Osbpl3,Th2,2
3,Ablim1,Th2,3
3,Tmem108,Th2,3
3,1110057K04Rik,Th2,3
1,Eya3,Th2,1
1,Rhoq,Th2,1
1,Prmt7,Th2,1
3,D10Ertd641e,Th2,3
1,Idi2,Th2,1
3,Cyp4f16,Th2,3
3,Iigp2,Th2,3
2,Nenf,Th2,2
1,Dld,Th2,1
2,2700094K13Rik,Th2,2
2,Kdelr2,Th2,2
1,Cd44,Th2,1
3,Fktn,Th2,3
3,D11Wsu99e,Th2,3
2,Hist1h2bm,Th2,2
1,Ehd1,Th2,1
1,Spag4,Th2,1
1,Mrpl47,Th2,1
2,0610011F06Rik,Th2,2
3,Mphosph9,Th2,3
1,Psat1,Th2,1
1,Pomt2,Th2,1
3,Bin3,Th2,3
3,Dhx57,Th2,3
2,Mfsd10,Th2,2
2,Epn2,Th2,2
3,Prkd2,Th2,3
2,Crip2,Th2,2
3,D8Ertd82e,Th2,3
3,Nipbl,Th2,3
2,Rapgef5,Th2,2
1,Homer1,Th2,1
3,Acrbp,Th2,3
3,Gnai2,Th2,3
3,Spin2,Th2,3
2,Gnas,Th2,2
2,Trip10,Th2,2
2,LOC329575,Th2,2
3,Dock11,Th2,3
1,Timm9,Th2,1
3,Akap12,Th2,3
2,Mcm4,Th2,2
2,Tpmt,Th2,2
2,Gtf2e2,Th2,2
2,Pparg,Th2,2
1,Gch1,Th2,1
2,Stab1,Th2,2
1,BC003885,Th2,1
3,Dhrs7,Th2,3
2,Tbc1d19,Th2,2
1,Nudcd3,Th2,1
2,Mcm7,Th2,2
1,Polr3g,Th2,1
3,Abhd8,Th2,3
2,Cdc25c,Th2,2
1,Rrp15,Th2,1
1,Amigo3,Th2,1
1,Aars,Th2,1
1,Ccno,Th2,1
2,Igf2bp3,Th2,2
2,Rdm1,Th2,2
1,Mrpl34,Th2,1
1,Fgl2,Th2,1
2,Ddc,Th2,2
2,Aldh2,Th2,2
2,Zfp41,Th2,2
3,Unc13d,Th2,3
3,Sept6,Th2,3
3,Pex6,Th2,3
3,Cyp2d22,Th2,3
3,V1rd6,Th2,3
2,Fhl2,Th2,2
2,Fanci,Th2,2
3,Itga6,Th2,3
3,Neu1,Th2,3
1,Nhp2l1,Th2,1
1,Timm17a,Th2,1
3,Ddx6,Th2,3
3,Tec,Th2,3
3,Iqce,Th2,3
2,Gstt3,Th2,2
1,Mfsd2,Th2,1
3,Hes5,Th2,3
1,Wars,Th2,1
1,Gpr68,Th2,1
1,Traf4,Th2,1
3,Rltpr,Th2,3
1,Slc35b2,Th2,1
3,D3Ertd751e,Th2,3
1,Sfmbt1,Th2,1
2,Timd2,Th2,2
1,Nhedc2,Th2,1
1,Ccdc41,Th2,1
2,Kif11,Th2,2
2,Camta1,Th2,2
2,Tbc1d1,Th2,2
3,Pstpip1,Th2,3
2,Itga3,Th2,2
2,Ccne1,Th2,2
1,Pkib,Th2,1
1,Gpr171,Th2,1
3,Clk2,Th2,3
2,Cd81,Th2,2
3,Rbm19,Th2,3
3,Krtcap3,Th2,3
1,Glrx5,Th2,1
3,Tnrc6c,Th2,3
3,6330416G13Rik,Th2,3
1,Prpf38a,Th2,1
2,Alg6,Th2,2
3,Ttc5,Th2,3
2,Psmb9,Th2,2
3,Mboat1,Th2,3
2,Atxn1,Th2,2
2,Icos,Th2,2
3,Slc26a6,Th2,3
2,Ckap2l,Th2,2
2,Arl3,Th2,2
2,Rshl2a,Th2,2
3,Rapgef4,Th2,3
3,4921505C17Rik,Th2,3
2,Rai14,Th2,2
3,Cd84,Th2,3
3,Zfp213,Th2,3
1,Klf16,Th2,1
2,Slc39a4,Th2,2
1,Supv3l1,Th2,1
1,Pcbp1,Th2,1
1,Polr2f,Th2,1
3,Armc8,Th2,3
2,Cdc25b,Th2,2
3,Mterf,Th2,3
1,Ruvbl2,Th2,1
1,Rel,Th2,1
3,Mdk,Th2,3
1,Clec2e,Th2,1
3,AI450540,Th2,3
1,Gypc,Th2,1
3,Amigo2,Th2,3
3,Fastkd1,Th2,3
3,Anxa5,Th2,3
3,Sertad3,Th2,3
2,Fnip1,Th2,2
3,Rbak,Th2,3
2,Tfdp2,Th2,2
3,Senp7,Th2,3
1,2810004N23Rik,Th2,1
1,Tnfsf11,Th2,1
3,Slc38a9,Th2,3
1,AK122209,Th2,1
3,Mpp1,Th2,3
3,Ube2b,Th2,3
2,Flot1,Th2,2
1,Thyn1,Th2,1
2,Gstt2,Th2,2
2,Ube2c,Th2,2
2,Csnk1d,Th2,2
3,Crtam,Th2,3
3,Ddx58,Th2,3
1,BC025546,Th2,1
3,Golga1,Th2,3
1,Narg1,Th2,1
2,Zkscan17,Th2,2
3,2410002F23Rik,Th2,3
3,Rmnd5b,Th2,3
2,Serpinf1,Th2,2
3,Cd1d1,Th2,3
3,March2,Th2,3
3,EG240327,Th2,3
2,Flot2,Th2,2
2,Fbxo2,Th2,2
2,Alad,Th2,2
1,Eif2b1,Th2,1
1,Neto2,Th2,1
1,Yipf2,Th2,1
1,Zc3hc1,Th2,1
2,Ergic1,Th2,2
3,Lrch1,Th2,3
3,Hist2h2be,Th2,3
2,Idh2,Th2,2
1,C1qbp,Th2,1
3,Myl4,Th2,3
3,Skap1,Th2,3
1,Clcnkb,Th2,1
3,Nod1,Th2,3
3,Acpp,Th2,3
2,Apitd1,Th2,2
3,Nedd9,Th2,3
1,Hnrpab,Th2,1
2,Vhlh,Th2,2
3,Midn,Th2,3
2,Rnf208,Th2,2
3,Atp2a3,Th2,3
3,Sdccag3,Th2,3
3,Cdc2l1,Th2,3
3,Sgpp1,Th2,3
2,Hist1h3f,Th2,2
3,6430510M02Rik,Th2,3
3,2610207I05Rik,Th2,3
3,Lyrm5,Th2,3
2,Il3ra,Th2,2
3,Sqrdl,Th2,3
2,Tube1,Th2,2
3,P2rx7,Th2,3
3,Fxyd5,Th2,3
1,Gnaq,Th2,1
3,Ctdsp2,Th2,3
3,Sfrs6,Th2,3
3,Ciita,Th2,3
2,Slc25a17,Th2,2
1,Prep,Th2,1
3,Npff,Th2,3
3,Sit1,Th2,3
3,Smpd1,Th2,3
2,Dclk2,Th2,2
3,Zfand6,Th2,3
3,Abtb1,Th2,3
3,Wwc2,Th2,3
1,Rps27l,Th2,1
3,Car15,Th2,3
1,Strbp,Th2,1
1,Gfer,Th2,1
2,Pml,Th2,2
3,Arid1b,Th2,3
3,Nsun2,Th2,3
2,Ccdc99,Th2,2
1,Prmt6,Th2,1
1,Mrpl50,Th2,1
3,Mll1,Th2,3
2,Papss1,Th2,2
1,Hspe1,Th2,1
2,3000004C01Rik,Th2,2
2,Prm1,Th2,2
1,Ndufb6,Th2,1
1,Sssca1,Th2,1
3,Gpx2,Th2,3
1,Eftud1,Th2,1
3,Fhod1,Th2,3
3,Ctns,Th2,3
1,1110007L15Rik,Th2,1
2,Mrpl18,Th2,2
3,March1,Th2,3
2,P4hb,Th2,2
2,Zscan12,Th2,2
2,Fbln1,Th2,2
3,Zc3h7a,Th2,3
2,Wdr34,Th2,2
2,Casp3,Th2,2
1,Pfdn4,Th2,1
2,EG433182,Th2,2
3,Zfp75,Th2,3
3,1110038D17Rik,Th2,3
2,Peci,Th2,2
3,Rapgef6,Th2,3
3,Mbnl2,Th2,3
3,Fbxo18,Th2,3
2,Tbc1d7,Th2,2
3,Lef1,Th2,3
3,Nsg2,Th2,3
3,Ddx26b,Th2,3
3,0610007C21Rik,Th2,3
1,Dot1l,Th2,1
3,Rbl2,Th2,3
3,Bcas3,Th2,3
1,Mrpl15,Th2,1
2,Flywch2,Th2,2
3,Polg,Th2,3
3,Arglu1,Th2,3
1,Cox7a2,Th2,1
1,Akap1,Th2,1
3,H2-Q8,Th2,3
3,Npal1,Th2,3
2,Egln3,Th2,2
1,Rnps1,Th2,1
1,Tars,Th2,1
1,Cct3,Th2,1
1,N6amt2,Th2,1
3,Casp8,Th2,3
3,Gpr18,Th2,3
1,Fcer2a,Th2,1
1,Smn1,Th2,1
1,Slc25a39,Th2,1
1,Ccl3,Th2,1
3,Gripap1,Th2,3
1,Lonrf3,Th2,1
3,Klk1,Th2,3
1,Pebp1,Th2,1
2,Rpa3,Th2,2
3,Epsti1,Th2,3
3,Man2a2,Th2,3
1,Bcap29,Th2,1
1,Cox11,Th2,1
3,1700021C14Rik,Th2,3
3,Il16,Th2,3
1,Jak2,Th2,1
3,Rtp4,Th2,3
1,Cad,Th2,1
2,Bard1,Th2,2
3,Ncdn,Th2,3
1,Mreg,Th2,1
3,D14Ertd668e,Th2,3
1,Gtf3c4,Th2,1
3,Specc1l,Th2,3
1,Nek8,Th2,1
1,Srprb,Th2,1
1,Deadc1,Th2,1
1,Pmm1,Th2,1
3,Phkg2,Th2,3
3,Cdkn1b,Th2,3
2,Tsen34,Th2,2
3,Mbp,Th2,3
3,1700027J05Rik,Th2,3
3,2210009G21Rik,Th2,3
3,Snx20,Th2,3
1,Hyal2,Th2,1
3,Slpi,Th2,3
1,Scye1,Th2,1
3,Hs3st3b1,Th2,3
3,Cd97,Th2,3
1,Sept11,Th2,1
1,Mpp6,Th2,1
3,BC067047,Th2,3
3,Glipr1,Th2,3
3,E4f1,Th2,3
3,Cd86,Th2,3
3,Ankrd23,Th2,3
1,Ifng,Th2,1
2,Rps6ka5,Th2,2
3,1700025G04Rik,Th2,3
3,Msn,Th2,3
3,Arl5c,Th2,3
1,Zfp771,Th2,1
3,6720456H20Rik,Th2,3
2,Asb2,Th2,2
3,Mid1,Th2,3
3,Pnrc2,Th2,3
3,Mapk14,Th2,3
1,Ciapin1,Th2,1
1,Eif1a,Th2,1
2,Serf1,Th2,2
3,Siglecg,Th2,3
3,Vcam1,Th2,3
1,Faim,Th2,1
2,Fip1l1,Th2,2
2,Rhobtb1,Th2,2
3,Plekha1,Th2,3
3,Slc25a36,Th2,3
2,Snx9,Th2,2
3,Psmb8,Th2,3
2,Kif20b,Th2,2
2,Ube2e2,Th2,2
3,Dctn1,Th2,3
3,Ddx5,Th2,3
1,Nudc,Th2,1
2,Pbk,Th2,2
3,5830405N20Rik,Th2,3
1,Pdia5,Th2,1
2,Stc2,Th2,2
2,Psmc3ip,Th2,2
3,1190002H23Rik,Th2,3
2,5133400G04Rik,Th2,2
2,Lta,Th2,2
3,Fbxl11,Th2,3
2,Sfxn1,Th2,2
2,4930534B04Rik,Th2,2
1,Mars,Th2,1
2,Med9,Th2,2
3,Inpp4b,Th2,3
1,Psme3,Th2,1
3,Mecp2,Th2,3
3,Art2b,Th2,3
3,Surf2,Th2,3
2,1500031L02Rik,Th2,2
3,Il17ra,Th2,3
3,Ncf4,Th2,3
3,9430015G10Rik,Th2,3
3,Pdlim4,Th2,3
2,Zfp367,Th2,2
1,Ddx39,Th2,1
3,Oxr1,Th2,3
1,Prickle4,Th2,1
3,Scp2,Th2,3
3,Ovgp1,Th2,3
3,Plekhg2,Th2,3
2,Xkr5,Th2,2
1,Psma5,Th2,1
3,Ttc14,Th2,3
3,Itm2b,Th2,3
3,Rhbdl2,Th2,3
1,Hdc,Th2,1
3,Klf2,Th2,3
3,9930104L06Rik,Th2,3
1,Actl6a,Th2,1
3,Parp14,Th2,3
3,Fmnl3,Th2,3
3,Nsmaf,Th2,3
1,Map3k8,Th2,1
2,Tuba3b,Th2,2
3,Tgfb1i1,Th2,3
2,Mlf1,Th2,2
2,Dhdh,Th2,2
3,2410066E13Rik,Th2,3
3,Tm6sf1,Th2,3
3,Ankrd39,Th2,3
3,Vezt,Th2,3
3,Oas2,Th2,3
1,Inhba,Th2,1
3,Traf2,Th2,3
2,Mybl2,Th2,2
3,Irf9,Th2,3
1,Psmb7,Th2,1
3,Dpp4,Th2,3
1,Relb,Th2,1
3,Limk2,Th2,3
2,1500010J02Rik,Th2,2
1,Enox1,Th2,1
2,Lig1,Th2,2
3,Alg12,Th2,3
3,Gprasp1,Th2,3
3,Zfp313,Th2,3
3,2310061F22Rik,Th2,3
2,Suv420h2,Th2,2
1,Vps36,Th2,1
1,Slc16a6,Th2,1
2,2010110K16Rik,Th2,2
3,Adrbk1,Th2,3
3,Parp6,Th2,3
2,Stc1,Th2,2
3,Lrig1,Th2,3
2,Nelf,Th2,2
2,Kdelc1,Th2,2
1,Psmg3,Th2,1
1,Trnt1,Th2,1
2,Ttc27,Th2,2
1,Psmd12,Th2,1
2,Tspan3,Th2,2
3,Kbtbd8,Th2,3
1,Hspa9,Th2,1
2,Hist1h2ak,Th2,2
2,Cdkn1a,Th2,2
3,Ear2,Th2,3
3,Vps11,Th2,3
2,Crem,Th2,2
1,Ung,Th2,1
2,Fbxw8,Th2,2
2,Glb1,Th2,2
1,Pla2g4f,Th2,1
2,Paox,Th2,2
3,D19Wsu162e,Th2,3
3,Dmxl1,Th2,3
3,Cxcl10,Th2,3
2,Dcxr,Th2,2
3,Mdn1,Th2,3
1,Aoc3,Th2,1
3,Ephb6,Th2,3
1,6330548G22Rik,Th2,1
2,H2afz,Th2,2
2,Mtap7,Th2,2
3,Zbtb24,Th2,3
3,Frmd8,Th2,3
3,Ap1gbp1,Th2,3
2,Irf5,Th2,2
3,Pip4k2a,Th2,3
2,Atg9b,Th2,2
2,Tpx2,Th2,2
2,Zranb3,Th2,2
1,Smarca5,Th2,1
1,Idi1,Th2,1
2,Lman1,Th2,2
2,Sh3bgrl,Th2,2
2,Bcl7c,Th2,2
3,Rap1b,Th2,3
1,Smarcc1,Th2,1
1,Psmb2,Th2,1
1,Stap1,Th2,1
3,Tax1bp3,Th2,3
2,D17H6S56E-5,Th2,2
1,Sac3d1,Th2,1
2,Nlgn2,Th2,2
2,Car13,Th2,2
1,D10Ertd322e,Th2,1
1,Axud1,Th2,1
2,Cndp2,Th2,2
3,Acaa1a,Th2,3
3,Ms4a6d,Th2,3
2,Cchcr1,Th2,2
3,Hsd17b11,Th2,3
2,Tnfrsf18,Th2,2
2,Kif18a,Th2,2
1,Mrpl2,Th2,1
1,Tmem120b,Th2,1
3,Pscd1,Th2,3
1,Nr4a2,Th2,1
3,Maf1,Th2,3
1,Noc4l,Th2,1
1,Bcl2a1d,Th2,1
2,Nfkbil2,Th2,2
3,Ap3m2,Th2,3
3,Tdrd7,Th2,3
3,Rnf167,Th2,3
1,Smpd4,Th2,1
2,Cenph,Th2,2
2,Abhd14b,Th2,2
3,Arid5a,Th2,3
3,Dbp,Th2,3
1,Dctd,Th2,1
3,Fbxo32,Th2,3
2,Gmppa,Th2,2
3,Rora,Th2,3
1,Nup50,Th2,1
2,Pkmyt1,Th2,2
1,Sytl3,Th2,1
2,Ube2t,Th2,2
2,Kifc1,Th2,2
3,Samhd1,Th2,3
3,Sv2a,Th2,3
2,Ldha,Th2,2
2,Prickle1,Th2,2
3,Tagap1,Th2,3
1,Sh3rf1,Th2,1
3,Ttc17,Th2,3
1,Psmb5,Th2,1
3,Klhl24,Th2,3
3,Kbtbd7,Th2,3
3,Blk,Th2,3
3,Mx1,Th2,3
1,Top1mt,Th2,1
1,Mrps11,Th2,1
1,Slc25a15,Th2,1
1,Slc15a3,Th2,1
2,Mcm6,Th2,2
3,Klf6,Th2,3
3,Slc2a9,Th2,3
2,Rad51l3,Th2,2
2,5330431N19Rik,Th2,2
1,Paics,Th2,1
3,Itsn2,Th2,3
1,Swap70,Th2,1
1,St6galnac4,Th2,1
2,Cst7,Th2,2
2,Cdca5,Th2,2
3,EG665378,Th2,3
1,Slc19a2,Th2,1
1,D2Bwg1335e,Th2,1
1,Kars,Th2,1
3,Acaa2,Th2,3
1,Usp39,Th2,1
2,Twsg1,Th2,2
3,Pcbd2,Th2,3
1,Poldip2,Th2,1
3,Tk2,Th2,3
1,Sdf2l1,Th2,1
3,Zkscan14,Th2,3
1,Atf4,Th2,1
