annot,gene,celltype,annot_new
3,Plec1,Th1,3
1,Ikbkap,Th1,1
1,Crls1,Th1,1
2,Kndc1,Th1,2
3,Lrrfip1,Th1,3
2,Hsp90b1,Th1,2
1,BC085271,Th1,1
3,Sorl1,Th1,3
3,Scotin,Th1,3
2,Plp2,Th1,2
2,Cetn4,Th1,2
3,Gramd3,Th1,3
1,Nol5a,Th1,1
1,Ruvbl1,Th1,1
1,Dcun1d5,Th1,1
2,Xrcc2,Th1,2
1,D19Bwg1357e,Th1,1
2,Ctdspl,Th1,2
2,Hmga1,Th1,2
3,Trim26,Th1,3
3,Ihpk1,Th1,3
3,Rhobtb2,Th1,3
3,Cirbp,Th1,3
2,Fhit,Th1,2
1,Btla,Th1,1
1,Nol5,Th1,1
2,Kif3a,Th1,2
1,Phb2,Th1,1
1,Polr2e,Th1,1
1,Zwint,Th1,1
2,Tgm2,Th1,2
2,Adora2b,Th1,2
1,Eif1ad,Th1,1
1,Gemin4,Th1,1
1,Sf3b4,Th1,1
2,Nup107,Th1,2
3,Trf,Th1,3
3,Ggt5,Th1,3
2,Avpi1,Th1,2
2,Cth,Th1,2
2,Mapkapk3,Th1,2
3,2410008K03Rik,Th1,3
3,Gpr83,Th1,3
3,Thy1,Th1,3
2,D0H4S114,Th1,2
2,Soat2,Th1,2
1,Nob1,Th1,1
1,Gfi1,Th1,1
2,Cenpm,Th1,2
3,Capn2,Th1,3
2,Lsr,Th1,2
2,Myh10,Th1,2
2,Clic4,Th1,2
3,Xpo6,Th1,3
3,H2-DMb2,Th1,3
2,Rabl2a,Th1,2
3,Fcgrt,Th1,3
1,Prpf19,Th1,1
2,Hax1,Th1,2
1,Mrps22,Th1,1
1,Gfod1,Th1,1
2,Eif3k,Th1,2
2,Fto,Th1,2
2,Uck2,Th1,2
3,Lpxn,Th1,3
3,Klhdc5,Th1,3
3,Hist2h2aa1,Th1,3
3,Clk4,Th1,3
3,Map3k3,Th1,3
2,1500011H22Rik,Th1,2
3,Loh11cr2a,Th1,3
3,Afmid,Th1,3
3,Lrrc33,Th1,3
2,Tmed2,Th1,2
2,Esco2,Th1,2
2,Mnd1,Th1,2
1,Hyou1,Th1,1
2,Brca1,Th1,2
3,Cdk5,Th1,3
3,Tmc6,Th1,3
2,2810417H13Rik,Th1,2
3,Smad5,Th1,3
2,Il2rb,Th1,2
2,Nudt2,Th1,2
3,Herc2,Th1,3
2,Pcx,Th1,2
2,Axl,Th1,2
3,Aff4,Th1,3
3,Prei4,Th1,3
3,Itgae,Th1,3
3,Cnn2,Th1,3
2,9130211I03Rik,Th1,2
3,Rp23-357i14,Th1,3
2,D430039N05Rik,Th1,2
3,Klf7,Th1,3
1,Rpo1-1,Th1,1
1,Ascc2,Th1,1
2,Tnfrsf8,Th1,2
2,Csrp2,Th1,2
2,Cox6b2,Th1,2
3,Zfp692,Th1,3
1,Cd83,Th1,1
3,1110014J01Rik,Th1,3
1,Mthfd1,Th1,1
2,Cdkn2c,Th1,2
3,Pscd4,Th1,3
2,AA467197,Th1,2
2,Gas2l3,Th1,2
2,Emp1,Th1,2
3,1600016N20Rik,Th1,3
2,Hist1h2ad,Th1,2
1,Rsad1,Th1,1
1,Fndc3b,Th1,1
3,B230342M21Rik,Th1,3
1,Slc25a26,Th1,1
2,Piga,Th1,2
3,Arhgap4,Th1,3
3,Sepp1,Th1,3
1,Clpp,Th1,1
3,Taz,Th1,3
3,H2-T23,Th1,3
2,Sap30,Th1,2
2,Chaf1b,Th1,2
1,Etv6,Th1,1
3,Fcna,Th1,3
3,Myo1g,Th1,3
1,Rwdd4a,Th1,1
2,EG622339,Th1,2
2,Cenpa,Th1,2
3,Ostm1,Th1,3
1,Akp2,Th1,1
2,1810035L17Rik,Th1,2
2,Capn5,Th1,2
1,D930001I22Rik,Th1,1
2,Immp2l,Th1,2
2,Lif,Th1,2
2,Ndufb8,Th1,2
2,Pom121,Th1,2
2,Kpna2,Th1,2
3,Pex1,Th1,3
3,Gimap9,Th1,3
3,Npc1,Th1,3
3,Mllt11,Th1,3
1,Cdk5r1,Th1,1
3,2010001M09Rik,Th1,3
3,Grcc10,Th1,3
3,Ift80,Th1,3
2,2310047D13Rik,Th1,2
2,Cnpy2,Th1,2
2,Wdr54,Th1,2
3,Mansc1,Th1,3
3,Gse1,Th1,3
2,Tal2,Th1,2
1,Ptrh1,Th1,1
3,Pira4,Th1,3
2,EG432879,Th1,2
3,Adcy7,Th1,3
3,Mknk1,Th1,3
2,Slc30a7,Th1,2
3,Mgst2,Th1,3
3,Tbk1,Th1,3
3,Nfrkb,Th1,3
3,Gngt2,Th1,3
2,Cebpd,Th1,2
1,Ccdc86,Th1,1
2,Polr2g,Th1,2
3,Fli1,Th1,3
2,Chmp4b,Th1,2
2,Chchd6,Th1,2
3,Card11,Th1,3
1,Gpr174,Th1,1
2,Pttg1,Th1,2
3,Polrmt,Th1,3
3,Heca,Th1,3
1,Nle1,Th1,1
2,Snx5,Th1,2
1,Lad1,Th1,1
2,D15Ertd682e,Th1,2
3,Kcnf1,Th1,3
3,C230093N12Rik,Th1,3
1,Grpel1,Th1,1
2,2310022B05Rik,Th1,2
2,Carhsp1,Th1,2
1,Nab2,Th1,1
3,Fmnl1,Th1,3
2,Phf13,Th1,2
3,Sft2d2,Th1,3
3,1600014C10Rik,Th1,3
2,E330016A19Rik,Th1,2
2,Mrpl14,Th1,2
1,Fosl2,Th1,1
2,Tk1,Th1,2
1,Brp16,Th1,1
1,Nkrf,Th1,1
3,A930008G19Rik,Th1,3
1,Gtf2h4,Th1,1
2,Slc2a6,Th1,2
3,Acpl2,Th1,3
2,R74862,Th1,2
1,Plagl2,Th1,1
3,Sepw1,Th1,3
3,Iah1,Th1,3
3,Kcnab2,Th1,3
1,Zfp202,Th1,1
2,Iqcb1,Th1,2
3,Hvcn1,Th1,3
2,Ifit3,Th1,2
3,Prkar2b,Th1,3
1,Ets2,Th1,1
1,Zswim4,Th1,1
2,Slamf9,Th1,2
3,Icam2,Th1,3
3,Wbscr27,Th1,3
3,Tmem16k,Th1,3
2,Commd10,Th1,2
3,Prkd3,Th1,3
1,Pols,Th1,1
2,Psrc1,Th1,2
3,Mppe1,Th1,3
3,Centb5,Th1,3
3,Slc12a7,Th1,3
1,Fabp5,Th1,1
3,Slc25a30,Th1,3
2,Vegfb,Th1,2
3,5330401P04Rik,Th1,3
1,Txn2,Th1,1
2,Phgdh,Th1,2
1,Nol10,Th1,1
1,Ilf3,Th1,1
2,Abcd3,Th1,2
3,Jun,Th1,3
2,Slc35a1,Th1,2
3,Ass1,Th1,3
2,Rad54l,Th1,2
2,Cort,Th1,2
3,Abcc5,Th1,3
2,Brcc3,Th1,2
2,9930111J21Rik,Th1,2
3,Cyb5,Th1,3
1,Usmg5,Th1,1
3,Btbd6,Th1,3
2,Aldh1l2,Th1,2
2,Mcm3,Th1,2
1,2810405J04Rik,Th1,1
3,Clec2d,Th1,3
3,Chd2,Th1,3
2,Soat1,Th1,2
2,Clspn,Th1,2
2,Agpat4,Th1,2
2,Lsm12,Th1,2
1,E430028B21Rik,Th1,1
3,Lmo2,Th1,3
1,LOC241593,Th1,1
2,Mtap6,Th1,2
3,2510009E07Rik,Th1,3
3,Ids,Th1,3
3,Trpc2,Th1,3
3,Itpr2,Th1,3
2,Bzrap1,Th1,2
3,Stk10,Th1,3
1,Ssr2,Th1,1
2,Aaas,Th1,2
3,Rfx1,Th1,3
2,Comt,Th1,2
3,Dctn6,Th1,3
2,Sectm1a,Th1,2
1,Psmb6,Th1,1
3,Chkb,Th1,3
2,2610510J17Rik,Th1,2
2,Gm885,Th1,2
1,6720458F09Rik,Th1,1
3,Il18r1,Th1,3
3,Ifngr2,Th1,3
2,2210012G02Rik,Th1,2
1,Cdh15,Th1,1
3,Zfp810,Th1,3
2,Aacs,Th1,2
2,Eomes,Th1,2
2,Mboat2,Th1,2
3,Il6ra,Th2,3
2,Depdc1b,Th2,2
3,EG630499,Th2,3
2,Dusp4,Th2,2
2,Ppme1,Th2,2
1,C230052I12Rik,Th2,1
3,Tacc1,Th2,3
2,Insig1,Th2,2
2,Armcx6,Th2,2
3,Ankmy2,Th2,3
3,Trim25,Th2,3
2,Rb1,Th2,2
2,Mrpl52,Th2,2
3,Rapgef2,Th2,3
2,B9d2,Th2,2
2,Ubl7,Th2,2
3,Ehd3,Th2,3
3,Gm2a,Th2,3
2,Capg,Th2,2
1,Ptp4a1,Th2,1
3,Nrbp1,Th2,3
2,Akap7,Th2,2
1,Hat1,Th2,1
2,Chmp5,Th2,2
2,Phldb1,Th2,2
2,Tmco3,Th2,2
3,Srpk3,Th2,3
3,Cep97,Th2,3
3,4632419K20Rik,Th2,3
2,Cenpp,Th2,2
1,5730596K20Rik,Th2,1
3,Bbs4,Th2,3
3,Hist1h1c,Th2,3
3,Cxcr5,Th2,3
3,AB124611,Th2,3
3,4833442J19Rik,Th2,3
1,Cops7a,Th2,1
1,Syngr2,Th2,1
2,Agpat3,Th2,2
3,Nhsl1,Th2,3
3,Rbm5,Th2,3
3,Pias1,Th2,3
2,Ntan1,Th2,2
2,Lonp1,Th2,2
3,Mcoln3,Th2,3
1,2210412D01Rik,Th2,1
2,1810037I17Rik,Th2,2
3,Nola3,Th2,3
3,Il11ra1,Th2,3
3,Mcl1,Th2,3
1,Idh3a,Th2,1
2,Cebpg,Th2,2
3,Ggnbp1,Th2,3
1,Carm1,Th2,1
3,Cbx8,Th2,3
1,Ticam2,Th2,1
3,Cd2,Th2,3
1,Dusp6,Th2,1
2,Unc119,Th2,2
2,E2f1,Th2,2
1,Prrg3,Th2,1
2,Aco2,Th2,2
2,Vbp1,Th2,2
2,Akr1e1,Th2,2
2,Slco3a1,Th2,2
1,Wiz,Th2,1
3,Gprk6,Th2,3
3,Ccm2,Th2,3
3,Txnip,Th2,3
3,Epc1,Th2,3
2,Hist1h2ag,Th2,2
3,Cd96,Th2,3
1,Cops5,Th2,1
2,Ctnna1,Th2,2
2,Hist2h2ab,Th2,2
1,Sla,Th2,1
2,Ctsb,Th2,2
2,Pkig,Th2,2
3,Qprt,Th2,3
3,Pus7l,Th2,3
1,Polr2d,Th2,1
3,2310010M24Rik,Th2,3
2,Rad50,Th2,2
2,Suhw2,Th2,2
3,Adh1,Th2,3
2,Nrbp2,Th2,2
3,Tardbp,Th2,3
2,Pex11c,Th2,2
3,Ebpl,Th2,3
2,Acat2,Th2,2
2,Il4ra,Th2,2
1,Bcl2a1b,Th2,1
3,Tagap,Th2,3
2,Adamtsl4,Th2,2
3,Cd164,Th2,3
1,Wisp1,Th2,1
3,Msrb2,Th2,3
2,Mxd3,Th2,2
1,Rcl1,Th2,1
2,Fut7,Th2,2
2,Lag3,Th2,2
2,Zfp768,Th2,2
3,Ddit4,Th2,3
3,Tmc8,Th2,3
2,Arsb,Th2,2
2,Hist1h2bk,Th2,2
1,Nola1,Th2,1
2,Hist1h2bf,Th2,2
3,Ddx60,Th2,3
3,Madd,Th2,3
1,2410127L17Rik,Th2,1
1,Cacybp,Th2,1
2,Rfc5,Th2,2
3,Gimap1,Th2,3
1,Trp53rk,Th2,1
3,4933426M11Rik,Th2,3
2,Efna5,Th2,2
1,Hspa5,Th2,1
1,Ak2,Th2,1
2,Batf,Th2,2
3,Ccdc130,Th2,3
1,Ndufab1,Th2,1
1,Nubp2,Th2,1
2,Scamp1,Th2,2
3,Fermt3,Th2,3
3,Bbs9,Th2,3
3,Timp1,Th2,3
3,Dusp11,Th2,3
1,Il2ra,Th2,1
3,Ltb,Th2,3
3,D12Ertd647e,Th2,3
3,Lgals3bp,Th2,3
3,Tmem65,Th2,3
3,Arhgap1,Th2,3
1,Tsr1,Th2,1
2,Timeless,Th2,2
3,Mapk1ip1,Th2,3
2,Stag3,Th2,2
3,Rcbtb2,Th2,3
3,Zbtb2,Th2,3
2,D2Ertd750e,Th2,2
1,Bdh2,Th2,1
2,Hist2h2ac,Th2,2
2,Rab33a,Th2,2
2,Eif4ebp1,Th2,2
1,Ankrd13b,Th2,1
2,Ppard,Th2,2
3,Stat1,Th2,3
2,Etv4,Th2,2
3,Traf3,Th2,3
3,Nfix,Th2,3
1,Cd200,Th2,1
3,Atp8a1,Th2,3
1,Atp10a,Th2,1
2,4930570C03Rik,Th2,2
3,Fcho2,Th2,3
3,Emb,Th2,3
3,EG667977,Th2,3
3,Gab3,Th2,3
1,S100pbp,Th2,1
3,Plekha2,Th2,3
3,Aplp2,Th2,3
1,9530058B02Rik,Th2,1
2,Acads,Th2,2
3,B4galnt1,Th2,3
3,Dtx3l,Th2,3
1,Mad2l2,Th2,1
2,Pfkp,Th2,2
3,4732479N06Rik,Th2,3
3,Galnt9,Th2,3
3,Bin1,Th2,3
2,Uevld,Th2,2
2,Rab31,Th2,2
2,Phlda3,Th2,2
3,Rasl11b,Th2,3
2,D10Ertd610e,Th2,2
3,Kifc2,Th2,3
1,Syncrip,Th2,1
2,Cercam,Th2,2
2,Impa2,Th2,2
2,Dhrs1,Th2,2
1,Lrrc59,Th2,1
3,Gna-rs1,Th2,3
1,Hisppd1,Th2,1
3,Axin1,Th2,3
2,Sesn2,Th2,2
2,Pfn2,Th2,2
3,Pcmtd1,Th2,3
3,Vamp1,Th2,3
1,Tymp,Th2,1
1,Ddx3x,Th2,1
1,Slc35a4,Th2,1
3,Ppm1b,Th2,3
1,Eftud2,Th2,1
1,Cct6a,Th2,1
3,1810015C04Rik,Th2,3
2,Pter,Th2,2
2,Maged2,Th2,2
2,Rfwd3,Th2,2
2,Ngfrap1,Th2,2
1,Gabpb1,Th2,1
2,Tubb5,Th2,2
3,Nrp1,Th2,3
3,Cxxc1,Th2,3
1,Hspa4,Th2,1
2,Cln6,Th2,2
1,Smyd5,Th2,1
1,Eif3eip,Th2,1
3,Bccip,Th2,3
3,Rab27a,Th2,3
2,Tnfsf9,Th2,2
2,Golt1b,Th2,2
3,Hexim1,Th2,3
3,Snapc3,Th2,3
2,Aurka,Th2,2
3,Vezf1,Th2,3
1,L2hgdh,Th2,1
3,Plcl2,Th2,3
2,Oip5,Th2,2
3,AI467606,Th2,3
3,Tbc1d10c,Th2,3
1,Stoml2,Th2,1
3,Osgin1,Th2,3
3,Tex2,Th2,3
3,Gprc5b,Th2,3
2,D330045A20Rik,Th2,2
3,Lgals9,Th2,3
3,Ly86,Th2,3
3,Psip1,Th2,3
2,Asah1,Th2,2
3,2010305A19Rik,Th2,3
1,Noc3l,Th2,1
2,Zfp219,Th2,2
2,Dstn,Th2,2
2,Il18rap,Th2,2
1,Nip7,Th2,1
1,Tnfaip3,Th2,1
1,Bcat1,Th2,1
3,Ppp1r13b,Th2,3
3,Rnase6,Th2,3
3,D030013I16Rik,Th2,3
3,Ifi202b,Th2,3
3,Sptlc1,Th2,3
2,Rilpl1,Th2,2
3,Tgfbi,Th2,3
3,Tsc22d4,Th2,3
3,Pddc1,Th2,3
1,Rgs1,Th2,1
3,Arid4a,Th2,3
3,Nfatc1,Th2,3
2,Pmpcb,Th2,2
3,Sept1,Th2,3
3,Bbc3,Th2,3
1,Psmd9,Th2,1
2,EG634650,Th2,2
3,BC006779,Th2,3
3,Gvin1,Th2,3
3,Tyrobp,Th2,3
1,Lzic,Th2,1
2,Slc2a3,Th2,2
3,Pitpnc1,Th2,3
3,Sephs1,Th2,3
2,Pde6d,Th2,2
1,Nmd3,Th2,1
2,Bbs5,Th2,2
1,Cbwd1,Th2,1
2,Thex1,Th2,2
1,Nus1,Th2,1
3,Pde2a,Th2,3
1,Pign,Th2,1
3,Aldh6a1,Th2,3
1,Alcam,Th2,1
1,1810015A11Rik,Th2,1
3,Fos,Th2,3
3,Usp53,Th2,3
2,Gins2,Th2,2
3,Lgals3,Th2,3
2,Krtcap2,Th2,2
3,Cyp4f13,Th2,3
1,Vrk1,Th2,1
3,Pacs2,Th2,3
3,Ulk2,Th2,3
3,Tgfbr3,Th2,3
1,Pdia6,Th2,1
3,AI451557,Th2,3
3,H2-Eb1,Th2,3
2,Rab6ip1,Th2,2
3,Pkd1,Th2,3
2,Lrp12,Th2,2
2,2610209M04Rik,Th2,2
2,Plk1,Th2,2
1,Aarsd1,Th2,1
3,Zc3hav1,Th2,3
3,Ctsa,Th2,3
1,Eif4a1,Th2,1
2,Ggt7,Th2,2
1,Cyp51,Th2,1
2,Slc37a4,Th2,2
3,Creb3,Th2,3
2,Xpnpep1,Th2,2
2,Sp140,Th2,2
3,Rufy1,Th2,3
2,1500012F01Rik,Th2,2
3,Tnrc6a,Th2,3
3,Ptpn12,Th2,3
2,Chac1,Th2,2
1,E130012A19Rik,Th2,1
1,Atpbd1b,Th2,1
2,Isg20,Th2,2
2,Mdm1,Th2,2
2,Pgls,Th2,2
3,Ech1,Th2,3
3,Rbms1,Th2,3
2,Supt3h,Th2,2
3,1700019H03Rik,Th2,3
3,Cd69,Th2,3
1,Zfp106,Th2,1
2,Sugt1,Th2,2
1,Mrpl30,Th2,1
1,Mrps28,Th2,1
3,C1qb,Th2,3
3,Adam4,Th2,3
3,Tmem127,Th2,3
3,Trub2,Th2,3
2,Tg,Th2,2
3,Gpatch2,Th2,3
3,Rab3a,Th2,3
2,Ncapg2,Th2,2
1,Fus,Th2,1
3,Zfp672,Th2,3
2,Eno1,Th2,2
1,Obfc2a,Th2,1
2,Fads1,Th2,2
3,Dok3,Th2,3
2,AA407659,Th2,2
3,Srpk1,Th2,3
3,Cd4,Th2,3
3,Rpe,Th2,3
3,Rabac1,Th2,3
3,Ppapdc2,Th2,3
1,Pex11a,Th2,1
3,D12Ertd553e,Th2,3
3,Mrvi1,Th2,3
1,Mrps7,Th2,1
2,Ccdc5,Th2,2
2,Ccnd3,Th2,2
1,Tfrc,Th2,1
2,Akr1c18,Th2,2
2,Smtn,Th2,2
1,Ola1,Th2,1
1,Cnih4,Th2,1
3,Tspan14,Th2,3
2,3010026O09Rik,Th2,2
1,Crtap,Th2,1
1,Gps1,Th2,1
3,Cdc2l5,Th2,3
2,Mlkl,Th2,2
1,Oxsr1,Th2,1
2,Dmwd,Th2,2
1,Ncl,Th2,1
3,Nfkbid,Th2,3
2,Sulf2,Th2,2
3,Accs,Th2,3
1,Siah1b,Th2,1
3,Mbd5,Th2,3
2,Snx1,Th2,2
2,Acsl6,Th2,2
1,Mapk1ip1l,Th2,1
2,Incenp,Th2,2
3,Habp4,Th2,3
2,Hemk1,Th2,2
2,Nsl1,Th2,2
3,5730494M16Rik,Th2,3
3,Bcl7a,Th2,3
3,D4Wsu132e,Th2,3
3,Hectd3,Th2,3
2,Cd80,Th2,2
3,Itgad,Th2,3
2,Rdh11,Th2,2
2,Eif4enif1,Th2,2
1,Ddx21,Th2,1
2,F2rl2,Th2,2
3,Tpcn1,Th2,3
3,BC031353,Th2,3
1,Dgat2,Th2,1
2,Pmvk,Th2,2
3,A430107D22Rik,Th2,3
2,Hmgn3,Th2,2
3,Gimap7,Th2,3
1,Rangrf,Th2,1
2,Pola2,Th2,2
3,Rtn4rl1,Th2,3
2,Tubb6,Th2,2
2,Mtbp,Th2,2
3,Atp9a,Th2,3
2,Ccdc92,Th2,2
3,5830434P21Rik,Th2,3
2,Fignl1,Th2,2
1,Dtymk,Th2,1
2,Polq,Th2,2
2,Elovl6,Th2,2
1,6230416J20Rik,Th2,1
3,Dusp23,Th2,3
1,Cycs,Th2,1
2,Hist1h2ah,Th2,2
3,Csk,Th2,3
2,H2-Oa,Th2,2
2,Acot7,Th2,2
1,Mrps2,Th2,1
3,Sept9,Th2,3
3,Esco1,Th2,3
2,Tex9,Th2,2
1,Krr1,Th2,1
3,Map3k1,Th2,3
3,D6Wsu176e,Th2,3
3,Camk1d,Th2,3
1,Uqcr,Th2,1
3,E2f2,Th2,3
3,Pik3ap1,Th2,3
1,Nubp1,Th2,1
3,Mbc2,Th2,3
3,Smug1,Th2,3
3,A130092J06Rik,Th2,3
2,Armcx1,Th2,2
1,Ddx1,Th2,1
3,Tbcel,Th2,3
1,Immt,Th2,1
3,Xpc,Th2,3
2,Egln1,Th2,2
1,Siah2,Th2,1
2,Tle6,Th2,2
1,Mettl4,Th2,1
2,Prc1,Th2,2
3,Stx1a,Th2,3
1,Sema7a,Th2,1
3,Trat1,Th2,3
3,Arrb1,Th2,3
3,Sdcbp2,Th2,3
2,Hic1,Th2,2
1,Xrcc6,Th2,1
2,Lilrb4,Th2,2
2,Mrpl1,Th2,2
3,Lyz2,Th2,3
2,Fgf2,Th2,2
3,Tspan32,Th2,3
3,Rbm38,Th2,3
3,Rag1ap1,Th2,3
3,Itgb7,Th2,3
1,Pex14,Th2,1
3,Cbx7,Th2,3
1,Abcb6,Th2,1
2,Eif2ak2,Th2,2
1,Ece2,Th2,1
2,Ifitm2,Th2,2
2,Gzf1,Th2,2
3,4933421E11Rik,Th2,3
2,BC057079,Th2,2
2,Lmnb1,Th2,2
3,Nfatc3,Th2,3
1,Yrdc,Th2,1
2,Snai3,Th2,2
1,Ipo5,Th2,1
2,H2-DMa,Th2,2
3,Sidt1,Th2,3
3,Sec16a,Th2,3
2,Capsl,Th2,2
1,Hras1,Th2,1
2,2410004L22Rik,Th2,2
2,Hif1a,Th2,2
2,C1qdc2,Th2,2
2,Hdac7,Th2,2
3,Ahnak,Th2,3
3,Mlycd,Th2,3
3,Map3k12,Th2,3
3,Mylc2b,Th2,3
3,Prr7,Th2,3
2,Lrp11,Th2,2
3,Bcl6,Th2,3
2,Arl6,Th2,2
3,Prkag1,Th2,3
3,Pscd3,Th2,3
3,4930486L24Rik,Th2,3
3,Pik3ip1,Th2,3
3,Nckap1l,Th2,3
2,S100a1,Th2,2
2,Tfb1m,Th2,2
3,Trim56,Th2,3
3,Laptm5,Th2,3
3,Cd22,Th2,3
2,Fcrls,Th2,2
1,Pop1,Th2,1
3,Tmem71,Th2,3
1,Cox7b,Th2,1
3,Atp2a2,Th2,3
3,Pcaf,Th2,3
3,Cd3g,Th2,3
3,Zfp429,Th2,3
3,Morc3,Th2,3
2,Ppt1,Th2,2
1,Thop1,Th2,1
3,Rfx2,Th2,3
3,4930539E08Rik,Th2,3
2,1700019E19Rik,Th2,2
2,Cenpf,Th2,2
2,1110001A07Rik,Th2,2
1,Ptcd3,Th2,1
2,Nsdhl,Th2,2
2,Plcxd1,Th2,2
3,Cotl1,Th2,3
3,Vps54,Th2,3
2,Cryz,Th2,2
3,Psen2,Th2,3
3,Qpct,Th2,3
1,Ccr8,Th2,1
3,C630004H02Rik,Th2,3
3,Lmo4,Th2,3
3,Setd4,Th2,3
3,Ccr6,Th2,3
3,5830427D03Rik,Th2,3
3,Nol9,Th2,3
1,Irf4,Th2,1
1,Gsto1,Th2,1
1,Tomm22,Th2,1
3,Napa,Th2,3
2,EG330305,Th2,2
1,Atic,Th2,1
3,Entpd6,Th2,3
3,Akr1c12,Th2,3
3,Ash1l,Th2,3
2,Pygl,Th2,2
3,Ifngr1,Th2,3
2,Emr1,Th2,2
3,Elac1,Th2,3
1,Snrpd2,Th2,1
2,Id2,Th2,2
3,Snn,Th2,3
3,Rccd1,Th2,3
2,Mipep,Th2,2
3,Pecam1,Th2,3
2,Cuedc1,Th2,2
3,Pde7a,Th2,3
2,Dab2ip,Th2,2
2,Fkbp2,Th2,2
1,Serpina3g,Th2,1
2,Upp1,Th2,2
1,Ran,Th2,1
1,1300001I01Rik,Th2,1
2,Cdca3,Th2,2
2,Srp54,Th2,2
1,AK122525,Th2,1
3,Tlr6,Th2,3
1,Gnpda1,Th2,1
3,D12Ertd551e,Th2,3
2,Espl1,Th2,2
1,Prdx1,Th2,1
2,Mxi1,Th2,2
1,Glrx3,Th2,1
1,Fkbp11,Th2,1
3,Actn2,Th2,3
2,Cdt1,Th2,2
3,Txndc13,Th2,3
1,Usp54,Th2,1
2,Rxra,Th2,2
2,Tceal8,Th2,2
3,Gmfg,Th2,3
1,Hsd17b7,Th2,1
3,AI662250,Th2,3
3,Tmem42,Th2,3
2,Prdm16,Th2,2
3,Polr3e,Th2,3
2,St3gal4,Th2,2
1,Ttc19,Th2,1
3,Selplg,Th2,3
3,4933439C20Rik,Th2,3
1,Mrpl54,Th2,1
1,Ndufa12,Th2,1
3,Pkn1,Th2,3
2,Hspa2,Th2,2
2,Snx25,Th2,2
1,Mettl1,Th2,1
3,Akna,Th2,3
3,Cd55,Th2,3
1,Adarb1,Th2,1
1,Mrps18a,Th2,1
3,Anp32a,Th2,3
3,Cdipt,Th2,3
3,Arhgdib,Th2,3
2,5430432M24Rik,Th2,2
2,Pip5k1b,Th2,2
2,H2afx,Th2,2
2,Suv39h1,Th2,2
3,Rasgrp2,Th2,3
2,Arfgap3,Th2,2
1,Atf3,Th2,1
3,Clec2i,Th2,3
2,Slc16a3,Th2,2
1,Mybbp1a,Th2,1
1,Kcnk10,Th2,1
3,2510002D24Rik,Th2,3
3,Ndor1,Th2,3
2,Eno2,Th2,2
2,1700029G01Rik,Th2,2
1,Vapa,Th2,1
3,Rab3ip,Th2,3
3,Numa1,Th2,3
1,Rg9mtd2,Th2,1
3,Apobec1,Th2,3
3,Mettl3,Th2,3
1,Tgif2,Th2,1
1,Nap1l1,Th2,1
3,Uros,Th2,3
3,Mbd1,Th2,3
2,Hist1h2ai,Th2,2
3,1110007M04Rik,Th2,3
3,Arrb2,Th2,3
1,Uxt,Th2,1
3,BC029214,Th2,3
1,Mdh2,Th2,1
3,Hist2h2aa2,Th2,3
1,Frmd6,Th2,1
3,Rmnd1,Th2,3
2,Spint2,Th2,2
3,Sp100,Th2,3
2,Spp1,Th2,2
2,Chek1,Th2,2
3,Atg4d,Th2,3
3,Angel2,Th2,3
2,Ap2s1,Th2,2
2,1700027N10Rik,Th2,2
3,Fbxo33,Th2,3
3,Dusp2,Th2,3
2,Slc35d3,Th2,2
2,Dek,Th2,2
2,Smc3,Th2,2
2,Hist1h3e,Th2,2
2,Ckap5,Th2,2
2,Idh1,Th2,2
2,Anln,Th2,2
1,Ccl1,Th2,1
1,Cd3eap,Th2,1
2,Prim2,Th2,2
2,Grhpr,Th2,2
3,S100a8,Th2,3
3,Ctso,Th2,3
2,Dock6,Th2,2
2,Rnf26,Th2,2
2,Creb3l2,Th2,2
2,Uhrf1bp1,Th2,2
3,EG245297,Th2,3
2,Bhlhb2,Th2,2
1,Xpot,Th2,1
1,Utp15,Th2,1
3,Ugcg,Th2,3
1,Gars,Th2,1
3,Mxra8,Th2,3
2,Tpd52,Th2,2
1,1110005A23Rik,Th2,1
3,Srf,Th2,3
2,Ralb,Th2,2
1,Fcf1,Th2,1
2,Srp72,Th2,2
3,Exosc1,Th2,3
3,Map2k6,Th2,3
2,Nupr1,Th2,2
2,Birc5,Th2,2
3,Arid3b,Th2,3
1,Bcl2l1,Th2,1
3,Lrrc1,Th2,3
3,BC021381,Th2,3
1,3110082I17Rik,Th2,1
3,Entpd5,Th2,3
2,Chtf18,Th2,2
3,Nr1d2,Th2,3
3,E2f5,Th2,3
3,Frat1,Th2,3
2,Asns,Th2,2
2,Ndufb2,Th2,2
2,Stxbp1,Th2,2
3,Fcrla,Th2,3
3,Cecr5,Th2,3
3,Cox7a2l,Th2,3
2,Hist1h2bn,Th2,2
1,Il10,Th2,1
3,2610020H08Rik,Th2,3
3,Ppp1r9b,Th2,3
2,Ezh2,Th2,2
1,Ptges3,Th2,1
1,Erh,Th2,1
3,B230339M05Rik,Th2,3
2,Pkn3,Th2,2
1,Fbxl10,Th2,1
3,Tnfrsf14,Th2,3
2,Tnfrsf9,Th2,2
2,2310056P07Rik,Th2,2
2,Il4,Th2,2
2,Stra6,Th2,2
1,Eif3s10,Th2,1
1,Mllt1,Th2,1
2,Ahi1,Th2,2
3,Tnfaip8l2,Th2,3
1,1700019D03Rik,Th2,1
2,Kif24,Th2,2
