"gene","celltype","annot"
"Rmnd5b","Th1/2",3
"Klhdc1.1","Th1/2",3
"Repin1","Th1/2",2
"Serpinf1","Th1/2",2
"Cd1d1","Th1/2",3
"Ypel5","Th1/2",3
"March2","Th1/2",3
"EG240327","Th1/2",2
"Flot2.1","Th1/2",3
"Fbxo2","Th1/2",2
"Rnf167.1","Th1/2",3
"Alad","Th1/2",2
"Eif2b1","Th1/2",1
"Neto2","Th1/2",1
"Yipf2","Th1/2",1
"Zc3hc1","Th1/2",1
"Ergic1","Th1/2",2
"Lrch1.1","Th1/2",3
"Hist2h2be","Th1/2",3
"Idh2","Th1/2",2
"Jak3","Th1/2",3
"C1qbp","Th1/2",1
"Tle4","Th1/2",3
"Myl4","Th1/2",3
"Skap1.1","Th1/2",3
"Clcnkb","Th1/2",2
"Nod1","Th1/2",3
"Soat1","Th1/2",2
"Acpp.1","Th1/2",3
"Apitd1","Th1/2",2
"Nedd9.1","Th1/2",3
"Odf2.1","Th1/2",2
"Hnrpab","Th1/2",1
"Vhlh","Th1/2",2
"Nfatc1.2","Th1/2",1
"Midn.2","Th1/2",3
"Rnf208","Th1/2",2
"Atp2a3.1","Th1/2",3
"Sdccag3.1","Th1/2",3
"Cdc2l1","Th1/2",3
"Sgpp1","Th1/2",3
"Clspn","Th1/2",2
"Hist1h3f","Th1/2",2
"6430510M02Rik","Th1/2",3
"2610207I05Rik.1","Th1/2",3
"Smyd2","Th1/2",1
"Lyrm5","Th1/2",3
"Lcp2","Th1/2",1
"Il3ra","Th1/2",2
"Cutc","Th1/2",3
"Sqrdl","Th1/2",3
"Tube1","Th1/2",2
"P2rx7.2","Th1/2",3
"Fxyd5","Th1/2",3
"Gnaq.2","Th1/2",2
"Ctdsp2","Th1/2",3
"Sfrs6","Th1/2",3
"Ciita","Th1/2",3
"Dmwd.1","Th1/2",2
"Slc25a17","Th1/2",1
"Prep","Th1/2",1
"Npff","Th1/2",3
"Trub1.3","Th1/2",1
"Sit1.1","Th1/2",3
"Smpd1.2","Th1/2",3
"Dclk2","Th1/2",2
"Zfand6.2","Th1/2",3
"Abtb1","Th1/2",3
"Wwc2.1","Th1/2",3
"Rps27l","Th1/2",1
"Car15","Th1/2",3
"Strbp","Th1/2",2
"Gfer","Th1/2",2
"Pml","Th1/2",2
"Melk.1","Th1/2",2
"Arid1b.1","Th1/2",3
"Csnk1d.1","Th1/2",2
"Nsun2","Th1/2",1
"Ccdc99","Th1/2",2
"Prmt6","Th1/2",1
"Mrpl50","Th1/2",1
"Rbbp7.1","Th1/2",1
"Nsdhl.1","Th1/2",2
"Slc25a3.1","Th1/2",1
"Mll1.1","Th1/2",3
"Papss1.1","Th1/2",3
"Hspe1","Th1/2",2
"3000004C01Rik.1","Th1/2",2
"Prm1","Th1/2",2
"Ndufb6","Th1/2",1
"Nsmce2.1","Th1/2",2
"Sssca1","Th1/2",1
"Gpx2","Th1/2",3
"Eftud1","Th1/2",1
"Sept6.2","Th1/2",3
"Fhod1","Th1/2",3
"Ctns.1","Th1/2",3
"1110007L15Rik","Th1/2",2
"Mrpl18.1","Th1/2",2
"Btg1","Th1/2",3
"March1","Th1/2",3
"P4hb","Th1/2",2
"Psmd1","Th1/2",1
"Zscan12","Th1/2",2
"Fbln1.1","Th1/2",3
"Gstcd","Th1/2",1
"Zc3h7a.1","Th1/2",3
"Usp7","Th1/2",3
"Wdr34","Th1/2",2
"Casp3","Th1/2",2
"Pfdn4.1","Th1/2",1
"EG433182","Th1/2",2
"Fbxl12","Th1/2",3
"Zfp75.1","Th1/2",3
"1110038D17Rik","Th1/2",3
"Peci","Th1/2",2
"Rapgef6.1","Th1/2",3
"Mbnl2","Th1/2",3
"Htatip2.1","Th1/2",3
"Fbxo18.1","Th1/2",3
"Tbc1d7.2","Th1/2",2
"Lef1.1","Th1/2",3
"Nsg2","Th1/2",3
"Zc3hc1.1","Th1/2",1
"Rapgef6.2","Th1/2",3
"Ddx26b","Th1/2",3
"Tmed3","Th1/2",2
"0610007C21Rik.1","Th1/2",3
"Dot1l","Th1/2",1
"Tbc1d2b.1","Th1/2",3
"Rcl1.2","Th1/2",1
"Rbl2","Th1/2",3
"Bcas3","Th1/2",3
"Mrpl15","Th1/2",1
"Flywch2","Th1/2",2
"Polg","Th1/2",3
"Zc3hc1.2","Th1/2",1
"Arglu1","Th1/2",3
"Cox7a2","Th1/2",2
"Akap1.3","Th1/2",1
"Banf1.1","Th1/2",1
"H2-Q8","Th1/2",3
"Npal1","Th1/2",3
"Nampt.1","Th1/2",2
"Anapc5.2","Th1/2",2
"Gnpda1.1","Th1/2",2
"Egln3","Th1/2",2
"Rnps1","Th1/2",1
"Tars","Th1/2",1
"Cct3","Th1/2",1
"N6amt2","Th1/2",2
"Casp8.1","Th1/2",3
"Gpr18","Th1/2",3
"Fcer2a","Th1/2",1
"Smn1","Th1/2",1
"Slc25a39","Th1/2",2
"Ccl3","Th1/2",1
"Gripap1","Th1/2",3
"Lonrf3","Th1/2",1
"Klk1","Th1/2",3
"Pebp1","Th1/2",2
"Rpa3","Th1/2",2
"Epsti1","Th1/2",3
"Man2a2","Th1/2",3
"Bcap29","Th1/2",1
"Cox11","Th1/2",2
"1700021C14Rik","Th1/2",3
"Il16","Th1/2",3
"Jak2","Th1/2",1
"Tspo","Th1/2",3
"Rtp4","Th1/2",3
"Cad","Th1/2",1
"Bard1","Th1/2",2
"1500012F01Rik.1","Th1/2",2
"Ncdn.3","Th1/2",3
"1600012H06Rik.1","Th1/2",3
"Prim2.1","Th1/2",2
"Mreg","Th1/2",1
"D14Ertd668e.1","Th1/2",3
"Gtf3c4","Th1/2",1
"Cyb5","Th1/2",2
"Specc1l.1","Th1/2",3
"Nek8","Th1/2",1
"Psmb7.1","Th1/2",1
"Srprb.1","Th1/2",1
"Deadc1","Th1/2",2
"Pmm1","Th1/2",2
"Chmp2a.2","Th1/2",2
"Phkg2","Th1/2",3
"Cdkn1b","Th1/2",3
"Tsen34","Th1/2",2
"Mbp.2","Th1/2",3
"Chst3","Th1/2",3
"1700027J05Rik","Th1/2",3
"2210009G21Rik.1","Th1/2",3
"Snx20","Th1/2",3
"Hyal2","Th1/2",1
"Slpi","Th1/2",3
"Scye1","Th1/2",2
"Hs3st3b1","Th1/2",3
"Birc5.1","Th1/2",2
"Cd97.1","Th1/2",3
"Sept11","Th1/2",1
"Mpp6","Th1/2",1
"BC067047","Th1/2",3
"Glipr1","Th1/2",3
"E4f1","Th1/2",3
"Cd86.2","Th1/2",3
"Ankrd23","Th1/2",3
"Ifng","Th1/2",1
"Rps6ka5.1","Th1/2",2
"1700025G04Rik","Th1/2",3
"Msn","Th1/2",3
"Arl5c","Th1/2",3
"Zfp771","Th1/2",1
"6720456H20Rik.1","Th1/2",3
"Gab3.1","Th1/2",3
"Asb2","Th1/2",2
"Mid1.1","Th1/2",3
"Herpud2","Th1/2",3
"Pnrc2","Th1/2",3
"Mapk14","Th1/2",3
"Ciapin1.1","Th1/2",1
"Eif1a","Th1/2",1
"Serf1","Th1/2",2
"Siglecg","Th1/2",3
"Htra2","Th1/2",2
"Vcam1","Th1/2",3
"Faim.1","Th1/2",1
"Eif3s10.1","Th1/2",2
"Fip1l1.1","Th1/2",2
"Rhobtb1","Th1/2",2
"Ccbl1.1","Th1/2",3
"Plekha1","Th1/2",3
"Slc25a36.1","Th1/2",3
"Snx9","Th1/2",2
"Sh3kbp1.2","Th1/2",3
"Psmb8","Th1/2",2
"Kif20b","Th1/2",2
"Ube2e2","Th1/2",2
"Dctn1","Th1/2",3
"Ddx5","Th1/2",3
"Nudc.1","Th1/2",1
"Pbk","Th1/2",2
"5830405N20Rik","Th1/2",3
"Pdia5","Th1/2",2
"Stc2","Th1/2",2
"Afg3l1.2","Th1/2",1
"Psmc3ip","Th1/2",2
"1190002H23Rik","Th1/2",3
"5133400G04Rik.2","Th1/2",2
"Lta","Th1/2",2
"Pfkp.1","Th1/2",2
"Fbxl11","Th1/2",3
"Nat5.1","Th1/2",2
"Sfxn1","Th1/2",2
"Acsbg1","Th1/2",3
"4930534B04Rik","Th1/2",2
"Mars","Th1/2",1
"Med9","Th1/2",2
"Inpp4b","Th1/2",3
"Psme3","Th1/2",1
"Rbm13.1","Th1/2",1
"Mecp2","Th1/2",3
"Art2b","Th1/2",3
"Surf2","Th1/2",1
"1500031L02Rik","Th1/2",3
"Il17ra","Th1/2",3
"Ncf4","Th1/2",3
"9430015G10Rik","Th1/2",3
"Mtx1","Th1/2",1
"Pdlim4","Th1/2",3
"Zfp367","Th1/2",2
"Ddx39","Th1/2",1
"Psmg2.1","Th1/2",1
"Oxr1","Th1/2",3
"Prickle4","Th1/2",1
"Scp2.2","Th1/2",3
"Sesn1.1","Th1/2",3
"Ovgp1.1","Th1/2",3
"Plekhg2","Th1/2",3
"Xkr5","Th1/2",2
"Psma5","Th1/2",1
"Ttc14","Th1/2",3
"Itm2b.2","Th1/2",3
"Rhbdl2","Th1/2",3
"Hdc","Th1/2",1
"Klf2","Th1/2",3
"9930104L06Rik","Th1/2",3
"Actl6a","Th1/2",2
"Parp14","Th1/2",3
"Fmnl3.1","Th1/2",3
"Nsmaf.1","Th1/2",3
"Cops5.1","Th1/2",1
"Map3k8","Th1/2",2
"Tuba3b","Th1/2",2
"Tgfb1i1","Th1/2",3
"Mlf1","Th1/2",2
"Tmem159","Th1/2",2
"Dhdh.1","Th1/2",2
"Pbx2.1","Th1/2",3
"2410066E13Rik","Th1/2",3
"Gdi1.2","Th1/2",3
"Tm6sf1","Th1/2",3
"Ankrd39","Th1/2",3
"Prkcb1","Th1/2",3
"Prpf19","Th1/2",1
"Vezt.1","Th1/2",3
"Oas2","Th1/2",3
"Inhba","Th1/2",1
"Pik3r1.1","Th1/2",3
"Traf2","Th1/2",3
"Mybl2","Th1/2",2
"Irf9","Th1/2",3
"Psmb7.2","Th1/2",1
"Dpp4","Th1/2",3
"Relb","Th1/2",1
"Jmjd1a","Th1/2",3
"Limk2.1","Th1/2",3
"1500010J02Rik","Th1/2",2
"Enox1","Th1/2",1
"Lig1.1","Th1/2",2
"Alg12","Th1/2",3
"Nol3.1","Th1/2",2
"Gprasp1.1","Th1/2",3
"1700113I22Rik","Th1/2",2
"Zfp313","Th1/2",2
"2310061F22Rik","Th1/2",1
"Suv420h2","Th1/2",3
"Vps36","Th1/2",2
"Slc16a6","Th1/2",2
"G3bp1","Th1/2",1
"2010110K16Rik","Th1/2",3
"Ddx21.1","Th1/2",3
"Adrbk1","Th1/2",3
"Parp6","Th1/2",3
"Dph2","Th1/2",1
"Stc1","Th1/2",2
"Lrig1","Th1/2",3
"Nelf.1","Th1/2",2
"Tfdp2.1","Th1/2",2
"Lif","Th1/2",2
"Gls2","Th1/2",2
"Kdelc1.1","Th1/2",2
"Psmg3","Th1/2",1
"Trnt1","Th1/2",1
"Ttc27","Th1/2",2
"Psmd12.1","Th1/2",1
"Tspan3","Th1/2",2
"Kbtbd8.1","Th1/2",1
"Hspa9.1","Th1/2",1
"Elmo1.5","Th1/2",3
"Hist1h2ak","Th1/2",2
"Cdkn1a.1","Th1/2",2
"Irak4.1","Th1/2",3
"Ear2.1","Th1/2",3
"Vps11","Th1/2",3
"Crem","Th1/2",1
"Ung.2","Th1/2",1
"Nup98","Th1/2",1
"Fbxw8","Th1/2",2
"Glb1","Th1/2",2
"Pla2g4f","Th1/2",3
"Itgad.2","Th1/2",3
"Paox","Th1/2",2
"D19Wsu162e","Th1/2",3
"Dmxl1.1","Th1/2",3
"Cxcl10","Th1/2",1
"Ctps","Th1/2",1
"Rpa2","Th1/2",2
"Dcxr","Th1/2",2
"Mdn1.1","Th1/2",1
"Aoc3","Th1/2",1
"Ephb6","Th1/2",3
"6330548G22Rik","Th1/2",1
"A130010J15Rik","Th1/2",1
"H2afz","Th1/2",2
"Mtap7","Th1/2",2
"Zbtb24","Th1/2",3
"Frmd8.1","Th1/2",3
"Ap1gbp1","Th1/2",3
"Irf5","Th1/2",2
"Pip4k2a","Th1/2",3
"Atg9b","Th1/2",2
"Tpx2","Th1/2",2
"Zranb3","Th1/2",2
"Smarca5","Th1/2",2
"Idi1","Th1/2",2
"Lman1","Th1/2",2
"Sh3bgrl","Th1/2",2
"Bcl7c","Th1/2",2
"Rap1b","Th1/2",3
"Dnalc1.1","Th1/2",2
"Smarcc1","Th1/2",1
"Psmb2","Th1/2",1
"Stap1","Th1/2",1
"Tax1bp3.1","Th1/2",3
"D17H6S56E-5","Th1/2",2
"Ascc2.1","Th1/2",1
"Sac3d1","Th1/2",1
"Nlgn2","Th1/2",2
"Car13","Th1/2",2
"D10Ertd322e","Th1/2",1
"Axud1","Th1/2",1
"Nme2.1","Th1/2",1
"Cndp2","Th1/2",2
"Gng2","Th1/2",2
"Acaa1a","Th1/2",3
"Ms4a6d.1","Th1/2",3
"Cchcr1","Th1/2",2
"Hsd17b11.1","Th1/2",3
"Pqlc3.1","Th1/2",3
"Tnfrsf18","Th1/2",2
"Kif18a","Th1/2",2
"Mrpl2","Th1/2",1
"Tmem120b","Th1/2",1
"Pscd1","Th1/2",3
"Nr4a2","Th1/2",1
"Maf1","Th1/2",3
"5730469M10Rik","Th1/2",2
"Noc4l.1","Th1/2",1
"Bcl2a1d","Th1/2",1
"Nfkbil2","Th1/2",2
"Ap3m2","Th1/2",3
"Tdrd7","Th1/2",3
"Rnf167.2","Th1/2",3
"Smpd4.1","Th1/2",2
"Cenph","Th1/2",2
"Abhd14b","Th1/2",2
"Arid5a","Th1/2",3
"Dbp","Th1/2",2
"Dctd","Th1/2",1
"Fbxo32.2","Th1/2",3
"Gmppa.1","Th1/2",2
"Rora","Th1/2",3
"Nup50.1","Th1/2",1
"Lars","Th1/2",1
"Pkmyt1","Th1/2",2
"Sytl3","Th1/2",2
"Ube2t","Th1/2",2
"Kifc1","Th1/2",2
"Samhd1","Th1/2",3
"Sv2a","Th1/2",3
"Ldha","Th1/2",2
"Adssl1.1","Th1/2",2
"Prickle1","Th1/2",3
"Tagap1","Th1/2",1
"Sh3rf1.1","Th1/2",1
"Txndc13.1","Th1/2",3
"Ttc17","Th1/2",3
"Enpp1","Th1/2",3
"Psmb5","Th1/2",2
"Klhl24","Th1/2",3
"Kbtbd7.2","Th1/2",3
"Blk.2","Th1/2",3
"Mx1","Th1/2",2
"Top1mt","Th1/2",1
"Mrps11","Th1/2",2
"Slc25a15","Th1/2",1
"Slc15a3","Th1/2",2
"Mcm6.1","Th1/2",2
"Klf6","Th1/2",3
"Egln3.1","Th1/2",2
"Slc2a9","Th1/2",3
"Rnasen","Th1/2",3
"Rad51l3.2","Th1/2",2
"5330431N19Rik.1","Th1/2",3
"Paics","Th1/2",2
"Itsn2","Th1/2",3
"Magoh","Th1/2",1
"Swap70.2","Th1/2",1
"St6galnac4.2","Th1/2",1
"Cst7","Th1/2",2
"Cdca5","Th1/2",2
"EG665378","Th1/2",3
"Wdr4.2","Th1/2",1
"Slc19a2","Th1/2",2
"Stra13.2","Th1/2",2
"Pygl.1","Th1/2",2
"D2Bwg1335e","Th1/2",1
"Srm","Th1/2",1
"Kars","Th1/2",1
"Acaa2","Th1/2",3
"Usp39","Th1/2",1
"Pkp4","Th1/2",2
"Twsg1.1","Th1/2",2
"Pcbd2","Th1/2",3
"Poldip2","Th1/2",1
"Kif3a","Th1/2",2
"Tk2","Th1/2",3
"Jtv1.1","Th1/2",1
"Snx25.1","Th1/2",2
"Sdf2l1","Th1/2",2
"Zkscan14","Th1/2",3
"Polr2d.1","Th1/2",1
"Atf4.1","Th1/2",1
"Eftud2.1","Th1/2",1
"9530077C05Rik","Th1/2",2
"Syf2.1","Th1/2",3
"Irf1.1","Th1/2",3
"Aqp3","Th1/2",3
"Peli1","Th1/2",3
"2310016C08Rik","Th1/2",2
"Rad51c","Th1/2",2
"Cox7a1","Th1/2",2
"Bola1","Th1/2",2
"Ccdc28b","Th1/2",2
"Cd74","Th1/2",3
"Pde1b","Th1/2",3
"2810474O19Rik","Th1/2",3
"Psmb7.3","Th1/2",1
"OTTMUSG00000005491","Th1/2",2
"Chek2","Th1/2",2
"Mia3.2","Th1/2",3
"Cdv3.1","Th1/2",1
"Tmem49.1","Th1/2",2
"Ccrn4l","Th1/2",2
"Snrk.1","Th1/2",3
"Hnrpu","Th1/2",1
"Nsd1","Th1/2",3
"Serbp1.2","Th1/2",1
"Ap1gbp1.1","Th1/2",3
"Dgcr6.1","Th1/2",2
"Coro1c","Th1/2",2
"Tmem110","Th1/2",3
"Chchd2","Th1/2",3
"Mobkl2a","Th1/2",3
"Gadd45b","Th1/2",1
"Prrc1","Th1/2",2
"Ifrd2","Th1/2",1
"Qrsl1","Th1/2",3
"Hist1h4k","Th1/2",2
"Rapsn","Th1/2",2
"Ext1","Th1/2",3
"Tatdn2","Th1/2",3
"Egln1.1","Th1/2",2
"Rgl2","Th1/2",3
"Usp52.1","Th1/2",3
"Actr3b.1","Th1/2",2
"Pccb.1","Th1/2",3
"Sdcbp.3","Th1/2",3
"Bnip3l","Th1/2",3
"Lars.1","Th1/2",1
"1500001M20Rik.1","Th1/2",1
"Ndc80","Th1/2",2
"Mat2a.1","Th1/2",1
"BC046404.1","Th1/2",2
"Hist1h4k.1","Th1/2",2
"Wdr60","Th1/2",2
"Ercc5","Th1/2",3
"Scly","Th1/2",2
"Crtc3","Th1/2",3
"Hnrph1.2","Th1/2",2
"Cyhr1","Th1/2",3
"4732471D19Rik","Th1/2",1
"A130010J15Rik.1","Th1/2",3
"Nasp.2","Th1/2",2
"Edem2.2","Th1/2",3
"Man2a1","Th1/2",3
"Apbb1ip","Th1/2",3
"Capg.1","Th1/2",2
"Fbxo36","Th1/2",2
"Gmip.1","Th1/2",3
"Magoh.1","Th1/2",1
"Nup37","Th1/2",1
"H2-Ke6","Th1/2",3
"Efr3a","Th1/2",3
"Tmem97","Th1/2",1
"Cobll1.1","Th1/2",2
"Irf1.2","Th1/2",3
"Tlk1","Th1/2",3
"Gps2","Th1/2",3
"Ift172.2","Th1/2",3
"Mrpl13.1","Th1/2",2
"Prickle3.1","Th1/2",3
"Map2k6.1","Th1/2",3
"Imp4","Th1/2",1
"Clic4.1","Th1/2",2
"8430419L09Rik","Th1/2",3
"Npas4.1","Th1/2",1
"Slc12a2.2","Th1/2",1
"Lcmt1.1","Th1/2",2
"Sirt7","Th1/2",3
"Sirpa.1","Th1/2",3
"9930012K11Rik","Th1/2",3
"Igfbp4","Th1/2",3
"Cdc45l","Th1/2",2
"Cdr2","Th1/2",1
"2610024E20Rik.1","Th1/2",3
"Rabif","Th1/2",3
"Il1r2","Th1/2",1
"Smarca2.2","Th1/2",3
"Banf1.2","Th1/2",1
"Chka.1","Th1/2",3
"Gorasp2","Th1/2",1
"Bccip.1","Th1/2",1
"Tmem70.1","Th1/2",1
"Il8ra","Th1/2",2
"Il12rb1","Th1/2",2
"Ttc33.1","Th1/2",3
"Napg.1","Th1/2",3
"Oxct1","Th1/2",3
"6330503K22Rik.1","Th1/2",2
"Sgk3.3","Th1/2",1
"Npal3","Th1/2",2
"Thoc4.1","Th1/2",1
"Rab9.1","Th1/2",2
"Osbpl9","Th1/2",3
"Trafd1","Th1/2",3
"Cdc25a","Th1/2",2
"Smpdl3b","Th1/2",2
"Etf1","Th1/2",1
"Klhl24.1","Th1/2",3
"Sh3bgrl3","Th1/2",3
"Tmem109","Th1/2",2
"Acbd6","Th1/2",2
"Slc3a2","Th1/2",1
"Cox4nb","Th1/2",1
"Cap1","Th1/2",3
"Orc1l","Th1/2",2
"Matk.2","Th1/2",3
"Gucy1b3","Th1/2",3
"Gucy1a3.1","Th1/2",3
"Rabep1","Th1/2",1
"Pno1","Th1/2",1
"Dhrs7.1","Th1/2",3
"Prkcb1.1","Th1/2",3
"Spata6","Th1/2",3
"Prm1.1","Th1/2",2
"Tk1.1","Th1/2",2
"Add3","Th1/2",3
"Zmym3.1","Th1/2",3
"Pik3cg","Th1/2",3
"Ctsz","Th1/2",2
"Xbp1","Th1/2",2
"Mrto4","Th1/2",1
"Myo18a","Th1/2",3
"Crls1.1","Th1/2",1
"Snx10","Th1/2",2
"Ccdc28b.1","Th1/2",2
"Tmem176b","Th1/2",2
"Ssrp1","Th1/2",2
"Repin1.1","Th1/2",2
"Tuft1.1","Th1/2",1
"Git2","Th1/2",3
"Adrb2","Th1/2",3
"Dcun1d4","Th1/2",3
"H2-DMb2","Th1/2",3
"H2-Ea","Th1/2",3
"Ttll3","Th1/2",3
"Il3","Th1/2",2
"Elmo1.6","Th1/2",3
"Atpif1","Th1/2",2
"Foxp3.1","Th1/2",3
"Fen1","Th1/2",2
"Tada2l.1","Th1/2",1
"Zmym5","Th1/2",3
"Sfrs14","Th1/2",3
"Anxa2","Th1/2",2
"Ng23","Th1/2",3
"Golm1.1","Th1/2",3
"Klhl15.1","Th1/2",1
"Nt5dc2","Th1/2",2
"Dbi","Th1/2",2
"Add1.1","Th1/2",3
"Oxct1.1","Th1/2",3
"Rpp30","Th1/2",1
"Rasgrp4.1","Th1/2",3
"Ociad2","Th1/2",2
"Mmp14","Th1/2",3
"Tspan31","Th1/2",2
"Avpi1","Th1/2",2
"Rrm2b.1","Th1/2",3
"Zbtb32.1","Th1/2",2
"Pmf1","Th1/2",2
"Lxn","Th1/2",2
"Ncf1","Th1/2",2
"Lrrc59.4","Th1/2",2
"Ydjc","Th1/2",2
"Ccdc59.1","Th1/2",1
"l7Rn6","Th1/2",2
"Emp3.1","Th1/2",3
"Hist1h2ad","Th1/2",2
"Bcl2a1c","Th1/2",1
"Slfn1","Th1/2",3
"Dnajc19.1","Th1/2",3
"Rtn3","Th1/2",2
"Ppif","Th1/2",1
"Mylc2b.1","Th1/2",3
"Ddr1","Th1/2",2
"Mark2.1","Th1/2",3
"Crebbp.1","Th1/2",3
"Csda","Th1/2",1
"Ms4a6b","Th1/2",3
"Gls2.1","Th1/2",2
"Rnf181","Th1/2",3
"Rbak.2","Th1/2",3
"2700097O09Rik","Th1/2",2
"Cep170.1","Th1/2",2
"Psap","Th1/2",3
"Vkorc1","Th1/2",3
"Pak4","Th1/2",2
"Dusp4.2","Th1/2",2
"Snrk.2","Th1/2",3
"Rnf145","Th1/2",3
"Nt5e","Th1/2",3
"Cdc42se1.1","Th1/2",3
"Cep55","Th1/2",2
"Clpb","Th1/2",3
"1700020D05Rik","Th1/2",3
"C1qc","Th1/2",3
"Polq.1","Th1/2",2
"Tmsb10.1","Th1/2",3
"Lhfpl3","Th1/2",3
"Slc41a3","Th1/2",3
"Tpp1","Th1/2",3
"Afg3l2","Th1/2",2
"5133401N09Rik","Th1/2",3
"Tm4sf5","Th1/2",2
"Lgals7","Th1/2",1
"Sytl2","Th1/2",3
"Pkp2.1","Th1/2",2
"Tpt1","Th1/2",3
"Vrk3","Th1/2",3
"Rbm38.2","Th1/2",3
"Mrps30","Th1/2",1
"Taf9b","Th1/2",3
"Ubtd2.2","Th1/2",1
"Polr1e","Th1/2",1
"Ttc7","Th1/2",3
"St8sia4.1","Th1/2",3
"Adk","Th1/2",1
"BC043301.2","Th1/2",3
"Bax","Th1/2",2
"Pkm2","Th1/2",2
"Cnot4.1","Th1/2",3
"Acsbg1.1","Th1/2",3
"Hrb.1","Th1/2",1
"Tcf7","Th1/2",3
"Exosc6.1","Th1/2",1
"H2-K1","Th1/2",3
"Slc28a2","Th1/2",3
"Il12rb1.1","Th1/2",2
"Trafd1.1","Th1/2",3
"Il10rb","Th1/2",2
"Mrpl47.1","Th1/2",2
"Tle4.1","Th1/2",3
"0610031J06Rik.1","Th1/2",3
"Abhd2.1","Th1/2",1
"Ubfd1.1","Th1/2",1
"Rhoh","Th1/2",3
"Kpnb1","Th1/2",2
"Psmb2.1","Th1/2",1
"Nedd4l","Th1/2",2
"Ank","Th1/2",3
"Scin","Th1/2",1
"Oip5.1","Th1/2",2
"Lrrc8d","Th1/2",2
"Lsm3","Th1/2",1
"Nme2.2","Th1/2",1
"Malt1","Th1/2",2
"Cox5b","Th1/2",2
"Alg3.1","Th1/2",1
"Ccng1.2","Th1/2",2
"Xrcc2","Th1/2",2
"Fbxo44","Th1/2",2
"EG433923","Th1/2",1
"Fmnl3.2","Th1/2",3
"Gpx4.1","Th1/2",3
"Nol1.1","Th1/2",1
"Sla2","Th1/2",3
"Magee1","Th1/2",2
"St8sia4.2","Th1/2",3
"Atic.1","Th1/2",1
"Itpr2.1","Th1/2",3
"Eno3","Th1/2",2
"Fcgr3","Th1/2",3
"Slc1a4","Th1/2",2
"Arfrp1.2","Th1/2",3
"Nupl2","Th1/2",2
"Tsfm","Th1/2",1
"Furin","Th1/2",2
"1190005F20Rik","Th1/2",3
"Smyd5.1","Th1/2",1
"Coro1b.1","Th1/2",3
"Stx6","Th1/2",1
"Tmem24","Th1/2",3
"Zzz3.1","Th1/2",3
"Ifitm3","Th1/2",2
"Rad51c.1","Th1/2",2
"H28","Th1/2",1
"Sars.1","Th1/2",2
"Asnsd1.2","Th1/2",2
"Marcksl1.1","Th1/2",1
"Rps19","Th1/2",1
"Parp16","Th1/2",3
"Pigf","Th1/2",1
"Rhbdf1","Th1/2",2
"Slc44a2.1","Th1/2",3
"Recql4.1","Th1/2",2
"Polr2d.2","Th1/2",1
"Ttf2","Th1/2",2
"Tgfbr1.1","Th1/2",3
"Zfp512","Th1/2",3
"Tmem106c","Th1/2",2
"Ripk4.1","Th1/2",2
"Dnahc8","Th1/2",3
"Gtpbp2","Th1/2",3
"Ganc","Th1/2",3
"Xcl1","Th1/2",1
"Gpsm3","Th1/2",3
"Larp4","Th1/2",1
"C79407","Th1/2",2
"Add1.2","Th1/2",3
"Taf9.1","Th1/2",1
"Traf1","Th1/2",1
"Slc11a1.2","Th1/2",3
"Zfp592","Th1/2",3
"Ascc1.1","Th1/2",3
"2610528E23Rik","Th1/2",2
"Elf1","Th1/2",3
"Insl3.1","Th1/2",3
"Amica1","Th1/2",2
"Gck","Th1/2",2
"Homer1.2","Th1/2",1
"1500001M20Rik.2","Th1/2",1
"Ctsh","Th1/2",3
"Fh1","Th1/2",2
"Cdk2.2","Th1/2",2
"Got2","Th1/2",2
"B3galt4","Th1/2",3
"Ppox.1","Th1/2",3
"Fancl.1","Th1/2",2
"2810452K22Rik.1","Th1/2",1
"Cd274","Th1/2",1
"Hist1h4j","Th1/2",2
"Zmat1","Th1/2",3
"Car5b","Th1/2",2
"Crebl2","Th1/2",3
"Thoc3.1","Th1/2",1
"Mgmt","Th1/2",2
"Gkap1","Th1/2",2
"Prkra","Th1/2",3
"Mrps6","Th1/2",1
"Tgtp","Th1/2",3
"Txndc15","Th1/2",3
"2700094K13Rik.1","Th1/2",2
"Luc7l","Th1/2",1
"Scd1","Th1/2",2
"Oas1g.3","Th1/2",2
"Gadd45a.1","Th1/2",3
"Mxd4.1","Th1/2",3
"Plod2","Th1/2",2
"Cbx5.1","Th1/2",2
"Rgs16","Th1/2",1
"Ncaph2.2","Th1/2",2
"Lpin1","Th1/2",3
"Pet112l.1","Th1/2",2
"Zcchc18.1","Th1/2",3
"Ptpla","Th1/2",2
"Dbf4","Th1/2",2
"Ncapd2","Th1/2",2
"Ppp1cc.1","Th1/2",2
"Dusp10.1","Th1/2",3
"Gpr89","Th1/2",2
"Psmd6","Th1/2",2
"Xrcc6.1","Th1/2",1
"Dbi.1","Th1/2",2
"Fnbp1.2","Th1/2",1
"BC043098","Th1/2",3
"Aif1.1","Th1/2",3
"Rfc1","Th1/2",2
"Glipr2","Th1/2",2
"Dgka.1","Th1/2",3
"Myo6.1","Th1/2",2
"Ash1l.2","Th1/2",3
"F2r","Th1/2",3
"Rab34.2","Th1/2",2
"Zfp277.2","Th1/2",3
"Mcm6.2","Th1/2",2
"Ccdc123","Th1/2",2
