"gene","celltype","annot"
"Nola3","Th2",3
"Il11ra1","Th2",3
"Mcl1","Th2",3
"Idh3a","Th2",1
"Cebpg","Th2",2
"Ggnbp1","Th2",2
"Carm1","Th2",1
"Cbx8","Th2",2
"Ticam2","Th2",1
"Cd2","Th2",3
"Dusp6","Th2",1
"Unc119","Th2",2
"Atp2a3","Th2",2
"Trp53inp1","Th2",3
"E2f1","Th2",2
"Gbp3","Th2",3
"Smarce1","Th2",3
"Prrg3","Th2",1
"Aco2","Th2",2
"Vbp1","Th2",1
"Cd86","Th2",3
"Akr1e1","Th2",2
"Slco3a1","Th2",2
"Wiz","Th2",1
"Elmo1","Th2",3
"Gprk6","Th2",2
"Ccm2","Th2",3
"Txnip","Th2",3
"Adar","Th2",2
"Bcl11b","Th2",2
"Epc1","Th2",3
"Hist1h2ag","Th2",2
"Cxxc1","Th2",3
"Alg3","Th2",3
"Cd96","Th2",3
"Cops5","Th2",1
"Abi2","Th2",2
"Ctnna1","Th2",2
"Hist2h2ab","Th2",2
"Sla","Th2",1
"Cd44","Th2",1
"Ctsb","Th2",2
"Pkig","Th2",2
"Qprt","Th2",3
"Pus7l","Th2",3
"Polr2d","Th2",1
"2310010M24Rik","Th2",3
"Phf10","Th2",2
"Rad50","Th2",2
"Suhw2","Th2",2
"Sec22c","Th2",2
"Adh1","Th2",3
"Rad51","Th2",2
"Nrbp2","Th2",2
"Tardbp","Th2",3
"Pex11c","Th2",1
"Ebpl","Th2",2
"Polr2h","Th2",1
"Acat2","Th2",2
"Ppic","Th2",2
"Ccdc88c","Th2",3
"Abcf2","Th2",1
"Il4ra","Th2",2
"Bcl2a1b","Th2",1
"Tagap","Th2",3
"Nudc","Th2",1
"Adamtsl4","Th2",2
"Nme7","Th2",3
"Cd164","Th2",3
"Wisp1","Th2",1
"Msrb2","Th2",2
"Mxd3","Th2",2
"Hist1h2bk","Th2",2
"Rcl1","Th2",1
"Oas1g","Th2",3
"Fut7","Th2",2
"Lag3","Th2",1
"Zfp768","Th2",2
"Ddit4","Th2",2
"Tmc8","Th2",3
"Arsb","Th2",2
"Hist1h2bk.1","Th2",2
"Nola1","Th2",1
"H2-DMa","Th2",2
"Hist1h2bf","Th2",2
"Ddx60","Th2",3
"Madd","Th2",2
"Hist1h4m","Th2",2
"2410127L17Rik","Th2",1
"Cacybp","Th2",1
"Rasl11b","Th2",3
"Rfc5","Th2",2
"Gimap1","Th2",3
"Trp53rk","Th2",1
"4933426M11Rik","Th2",3
"Efna5","Th2",2
"Hspa5","Th2",1
"Ak2","Th2",1
"Ing4","Th2",2
"Clk4","Th2",3
"Batf","Th2",2
"Nsun5","Th2",3
"Ccdc130","Th2",3
"Ndufab1","Th2",1
"Nubp2","Th2",1
"Scamp1","Th2",2
"Fermt3","Th2",2
"Bbs9","Th2",2
"Timp1","Th2",3
"Dusp11","Th2",2
"Mrpl3","Th2",1
"Il2ra","Th2",1
"Ltb","Th2",3
"D12Ertd647e","Th2",2
"Fzr1","Th2",2
"Lgals3bp","Th2",3
"Tmem65","Th2",3
"Arhgap1","Th2",3
"Rasgrp2","Th2",3
"Tsr1","Th2",1
"Timeless","Th2",2
"Mapk1ip1","Th2",2
"Stag3","Th2",2
"Rcbtb2","Th2",3
"Zbtb2","Th2",3
"Oasl1","Th2",3
"Dgcr6","Th2",2
"D2Ertd750e","Th2",2
"Lrrc59","Th2",1
"Bdh2","Th2",1
"Hist2h2ac","Th2",2
"Zfhx2","Th2",3
"Rab33a","Th2",2
"Eif4ebp1","Th2",2
"Ankrd13b","Th2",1
"Ppard","Th2",2
"Stat1","Th2",3
"Etv4","Th2",1
"Traf3","Th2",3
"Nfix","Th2",3
"Cd200","Th2",1
"Atp8a1","Th2",3
"Atp10a","Th2",3
"Nqo2","Th2",2
"4930570C03Rik","Th2",2
"Rpo1-4","Th2",3
"Fcho2","Th2",3
"Unc119.1","Th2",2
"Emb","Th2",3
"Mll3","Th2",3
"EG667977","Th2",3
"Mcm6","Th2",1
"Gab3","Th2",3
"Nob1","Th2",1
"S100pbp","Th2",1
"Slc30a7","Th2",2
"Plekha2","Th2",2
"Aplp2","Th2",3
"9530058B02Rik","Th2",1
"Coro1a","Th2",2
"Acads","Th2",2
"Msh5","Th2",2
"B4galnt1","Th2",3
"Dtx3l","Th2",2
"Mad2l2","Th2",1
"Pfkp","Th2",2
"Hmg20a","Th2",2
"Tnfrsf9","Th2",2
"Sqle","Th2",2
"4732479N06Rik","Th2",2
"Galnt9","Th2",2
"Bin1","Th2",3
"Uevld","Th2",2
"Rab31","Th2",2
"Phlda3","Th2",2
"Rasl11b.1","Th2",3
"D10Ertd610e","Th2",2
"Kifc2","Th2",2
"Syncrip","Th2",1
"Ogt","Th2",3
"Cercam","Th2",2
"Impa2","Th2",2
"Dhrs1","Th2",2
"Lrrc59.1","Th2",1
"Gna-rs1","Th2",3
"Hisppd1","Th2",3
"Axin1","Th2",3
"Tmco3.1","Th2",2
"Sesn2","Th2",2
"Pfn2","Th2",2
"Creld2","Th2",1
"Pcmtd1","Th2",3
"Plec1","Th2",3
"Ifit2","Th2",3
"Hdgf","Th2",1
"Vamp1","Th2",3
"Tymp","Th2",1
"Ddx3x","Th2",1
"Zbtb32","Th2",1
"Slc35a4","Th2",1
"Ppm1b","Th2",3
"Eftud2","Th2",1
"Cct6a","Th2",1
"1810015C04Rik","Th2",3
"Pter","Th2",2
"Maged2","Th2",2
"Rfwd3","Th2",2
"Ngfrap1","Th2",2
"2700038C09Rik","Th2",2
"Gabpb1","Th2",1
"Pcsk4","Th2",2
"Tubb5","Th2",2
"Nrp1","Th2",2
"Ahnak","Th2",2
"Sepp1","Th2",2
"Cxxc1.1","Th2",3
"Hspa4","Th2",1
"Cln6","Th2",2
"Smyd5","Th2",1
"Smarca2","Th2",3
"Eif3eip","Th2",1
"Bccip","Th2",3
"Rab27a","Th2",2
"Tnfsf9","Th2",2
"Napsa","Th2",3
"Golt1b","Th2",2
"Hexim1","Th2",3
"Snapc3","Th2",3
"Aurka","Th2",2
"Vezf1","Th2",3
"L2hgdh","Th2",1
"Plcl2","Th2",2
"Oip5","Th2",2
"AI467606","Th2",2
"Tbc1d10c","Th2",2
"Stoml2","Th2",1
"Osgin1","Th2",3
"Tex2","Th2",2
"Gprc5b","Th2",3
"D330045A20Rik","Th2",2
"Lgals9","Th2",2
"Noc4l","Th2",1
"Ly86","Th2",3
"Psip1","Th2",2
"Asah1.1","Th2",2
"2010305A19Rik","Th2",3
"Noc3l","Th2",1
"Zfp219","Th2",2
"Dstn","Th2",2
"Ncapg2","Th2",2
"Timm8b","Th2",1
"Il18rap","Th2",2
"Nip7","Th2",1
"Tnfaip3","Th2",1
"Bcat1","Th2",1
"Ppp1r13b","Th2",3
"Rnase6","Th2",3
"D030013I16Rik","Th2",3
"Sit1","Th2",3
"Gdi1","Th2",2
"Ifi202b","Th2",3
"Sptlc1","Th2",3
"Rilpl1","Th2",2
"Tgfbi","Th2",3
"1500032D16Rik","Th2",2
"Tsc22d4","Th2",2
"Pddc1","Th2",2
"Rab8b","Th2",1
"Aqr","Th2",3
"Rgs1","Th2",1
"Arid4a.1","Th2",2
"Nfatc1.1","Th2",3
"Rabgap1l","Th2",2
"Pmpcb","Th2",1
"Sept1","Th2",2
"Arfrp1.1","Th2",3
"Bbc3","Th2",2
"Psmd9","Th2",1
"1500001M20Rik","Th2",1
"EG634650","Th2",2
"BC006779","Th2",3
"Gvin1","Th2",3
"Tyrobp","Th2",3
"Klhdc1","Th2",2
"5730596K20Rik.1","Th2",1
"Bmpr1a","Th2",2
"Lzic","Th2",1
"Wnk1","Th2",3
"Slc2a3","Th2",2
"Cmtm7","Th2",2
"Pitpnc1","Th2",2
"Sephs1","Th2",3
"Pde6d","Th2",2
"Ncl","Th2",1
"Nmd3","Th2",1
"Bbs5","Th2",2
"BC094916","Th2",3
"Cbwd1","Th2",1
"Thex1","Th2",2
"Nus1","Th2",1
"Pde2a","Th2",3
"Epb4.1l3.1","Th2",3
"Fryl","Th2",3
"Pign","Th2",1
"B230339M05Rik","Th2",3
"Aldh6a1","Th2",2
"Alcam","Th2",1
"1810015A11Rik","Th2",1
"Fbxo32","Th2",3
"Fos","Th2",3
"Sidt2","Th2",3
"Usp53","Th2",3
"Gins2","Th2",2
"Lgals3","Th2",2
"Nin","Th2",3
"Krtcap2","Th2",2
"Prmt7","Th2",1
"Cyp4f13","Th2",2
"Vrk1","Th2",1
"Pacs2","Th2",3
"Ulk2","Th2",3
"Tgfbr3","Th2",3
"Pdia6","Th2",1
"Flcn","Th2",3
"AI451557","Th2",3
"Vkorc1l1","Th2",1
"H2-Eb1","Th2",3
"Nucb1","Th2",2
"Rab6ip1","Th2",2
"Pkd1","Th2",3
"Lrp12","Th2",2
"Zc3h7a","Th2",3
"Itgae","Th2",3
"2610209M04Rik","Th2",1
"Plk1","Th2",2
"Aarsd1","Th2",1
"Zc3hav1","Th2",3
"Ctsa","Th2",2
"Eif4a1","Th2",1
"Ggt7","Th2",2
"Sh3kbp1","Th2",2
"Cyp51","Th2",1
"Slc37a4","Th2",2
"Creb3","Th2",2
"0610031J06Rik","Th2",2
"Xpnpep1.1","Th2",2
"Sp140","Th2",2
"Rufy1","Th2",3
"1500012F01Rik","Th2",2
"Ramp3","Th2",3
"Tnrc6a","Th2",3
"Ptpn12","Th2",3
"Chac1","Th2",2
"E130012A19Rik","Th2",1
"Nubp2.1","Th2",1
"Atpbd1b","Th2",1
"Isg20","Th2",2
"Mdm1.1","Th2",2
"Pgls","Th2",2
"Ech1","Th2",2
"Rbms1","Th2",3
"Supt3h","Th2",2
"1700019H03Rik","Th2",2
"Cd69","Th2",3
"Zfp106","Th2",1
"Sugt1","Th2",2
"Mrpl30","Th2",1
"Mrps28","Th2",1
"C1qb","Th2",3
"Adam4","Th2",3
"Slc35b3","Th2",3
"Tmem127","Th2",3
"Trub2","Th2",3
"Cd40","Th2",3
"Uros","Th2",3
"Add1","Th2",2
"Gadd45a","Th2",3
"Asns","Th2",1
"Ifngr2","Th2",3
"Tg","Th2",1
"Gpatch2","Th2",3
"Rab3a","Th2",2
"5230400G24Rik","Th2",2
"Trim34","Th2",3
"Ncapg2.1","Th2",2
"Fus","Th2",1
"Zfp672","Th2",3
"Eno1","Th2",2
"Obfc2a","Th2",1
"Fads1","Th2",2
"Dok3","Th2",3
"AA407659","Th2",2
"Srpk1","Th2",3
"Cd4","Th2",2
"Rpe","Th2",3
"Rabac1","Th2",2
"Ppapdc2","Th2",3
"Pex11a","Th2",1
"D12Ertd553e","Th2",3
"Mrvi1","Th2",3
"Ruvbl1","Th2",1
"Mrps7","Th2",1
"Ampd1","Th2",3
"Ccdc5","Th2",2
"Ccnd3","Th2",2
"Hps3","Th2",3
"Tfrc","Th2",1
"Akr1c18","Th2",2
"Smtn","Th2",2
"Sgk3.1","Th2",3
"Ola1","Th2",1
"Ecm1","Th2",2
"Cnih4","Th2",1
"Tspan14","Th2",2
"Drg1","Th2",1
"3010026O09Rik","Th2",2
"Lsm12","Th2",1
"Crtap","Th2",1
"Hvcn1","Th2",3
"Gps1","Th2",1
"Cdc2l5","Th2",3
"Creb1.1","Th2",3
"Dnajc2","Th2",1
"Mlkl","Th2",2
"Oxsr1","Th2",1
"Dmwd","Th2",2
"Ncl.1","Th2",1
"Nfkbid","Th2",3
"Sulf2","Th2",2
"Accs","Th2",2
"Siah1b","Th2",1
"Mbd5","Th2",2
"Snx1","Th2",1
"Acsl6","Th2",2
"Mapk1ip1l","Th2",1
"Usp1","Th2",1
"Sgip1","Th2",3
"Eif3eip.1","Th2",1
"Incenp","Th2",2
"Habp4","Th2",3
"Mta3","Th2",2
"Hemk1","Th2",2
"Tmem66","Th2",2
"Nsl1","Th2",2
"5730494M16Rik","Th2",3
"Bcl7a","Th2",3
"Mcm10","Th2",2
"D4Wsu132e","Th2",3
"2310008H09Rik","Th2",1
"Wars","Th2",1
"Hectd3","Th2",2
"Cd80","Th2",2
"Itgad","Th2",3
"Tnfaip8l2","Th2",2
"Rdh11","Th2",2
"Eif4enif1","Th2",1
"Ddx21","Th2",1
"Ifi202b.1","Th2",3
"F2rl2","Th2",2
"Tpcn1","Th2",2
"BC031353","Th2",2
"Spnb2","Th2",3
"Dgat2","Th2",1
"Pmvk","Th2",2
"A430107D22Rik","Th2",2
"Mapk1ip1.1","Th2",3
"Hmgn3","Th2",2
"Gimap7","Th2",2
"Rangrf","Th2",1
"Pola2","Th2",1
"Rtn4rl1","Th2",2
"Tubb6","Th2",2
"Mtbp","Th2",1
"Atp9a","Th2",3
"Ccdc92","Th2",2
"5830434P21Rik","Th2",2
"Fignl1","Th2",2
"Dtymk","Th2",1
"Polq","Th2",2
"Elovl6","Th2",2
"Ifit3","Th2",3
"6230416J20Rik","Th2",1
"Dusp23","Th2",3
"Cycs","Th2",1
"Fcrla","Th2",3
"Rbbp7","Th2",1
"Hist1h2ah","Th2",2
"Igf2r","Th2",3
"Csk","Th2",2
"H2-Oa","Th2",2
"Trak2","Th2",3
"Acot7","Th2",1
"Elac2","Th2",3
"Slc10a7","Th2",2
"Mrps2","Th2",1
"Sept9","Th2",2
"Acsl5","Th2",1
"Esco1","Th2",3
"Tex9","Th2",2
"Krr1","Th2",1
"2410002F23Rik","Th2",3
"Map3k1","Th2",2
"D6Wsu176e","Th2",3
"Camk1d.1","Th2",3
"Uqcr","Th2",1
"E2f2","Th2",2
"Pik3ap1","Th2",3
"Faah","Th2",2
"Atp2a2","Th2",3
"Sema3b","Th2",2
"Nubp1","Th2",1
"Mbc2","Th2",2
"Rassf2","Th2",3
"Myo5a","Th2",1
"Smug1","Th2",3
"A130092J06Rik","Th2",2
"Impact","Th2",3
"Gprasp1","Th2",3
"Armcx1","Th2",2
"Elmo1.2","Th2",3
"Ddx1","Th2",1
"Tbcel","Th2",2
"Ak2.1","Th2",1
"Immt","Th2",1
"Xpc.1","Th2",3
"Manba","Th2",2
"Actb","Th2",2
"Egln1","Th2",2
"Siah2","Th2",1
"Tle6","Th2",2
"Mettl4","Th2",1
"Prc1","Th2",2
"Stx1a","Th2",2
"Sema7a","Th2",1
"Tirap","Th2",2
"Trat1","Th2",3
"Arrb1.1","Th2",2
"Sdcbp2","Th2",2
"Hic1","Th2",2
"Nudt21","Th2",2
"Xrcc6","Th2",1
"Cycs.1","Th2",1
"Lilrb4.1","Th2",2
"Mrpl1","Th2",1
"Lyz2","Th2",3
"Fgf2","Th2",1
"Tspan32","Th2",2
"Gnb5","Th2",2
"Rbm38","Th2",3
"Rag1ap1","Th2",2
"Zfp296","Th2",1
"Pus10","Th2",1
"Itgb7","Th2",2
"Pex14","Th2",1
"Rapgef6","Th2",2
"Cbx7","Th2",3
"Abcb6","Th2",1
"Eif2ak2","Th2",2
"Ece2","Th2",1
"Sema7a.1","Th2",3
"Mrps10","Th2",1
"Lsm12.1","Th2",1
"Ifitm2","Th2",2
"Gzf1","Th2",2
"4933421E11Rik","Th2",3
"BC057079","Th2",2
"Lmnb1","Th2",2
"Nfatc3","Th2",3
"Yrdc","Th2",3
"Snai3","Th2",2
"Ipo5","Th2",1
"Eif4e3","Th2",2
"H2-DMa.1","Th2",2
"Sidt1","Th2",3
"Sec16a","Th2",3
"Capsl","Th2",2
"Hras1","Th2",1
"2410004L22Rik","Th2",2
"Hif1a.1","Th2",1
"C1qdc2","Th2",2
"Hdac7","Th2",2
"Ahnak.1","Th2",2
"2510009E07Rik","Th2",3
"Mlycd","Th2",2
"Rnf167","Th2",3
"Map3k12","Th2",2
"Mylc2b","Th2",2
"Prr7","Th2",3
"Lrp11","Th2",1
"Hprt1","Th2",2
"Bcl6","Th2",3
"Arl6","Th2",1
"Sdcbp2.1","Th2",2
"Prkag1","Th2",2
"Pscd3","Th2",3
"4930486L24Rik","Th2",2
"St6galnac4","Th2",1
"Pik3ip1","Th2",2
"Nckap1l","Th2",2
"Pkp2","Th2",2
"S100a1","Th2",2
"Tfb1m","Th2",1
"Trim56","Th2",3
"Laptm5","Th2",2
"Cd22","Th2",3
"Fcrls","Th2",2
"Pop1","Th2",1
"Tmem71","Th2",3
"Cox7b","Th2",1
"Atp2a2.1","Th2",3
"Pcaf","Th2",2
"Cd3g","Th2",3
"Zfp429.1","Th2",2
"Morc3","Th2",3
"Ppt1","Th2",2
"Sars","Th2",1
"Vipr1","Th2",3
"Thop1","Th2",1
"Rfx2","Th2",2
"Mapk6.1","Th2",1
"4930539E08Rik","Th2",3
"Grwd1","Th2",1
"1700019E19Rik","Th2",2
"Cenpf","Th2",2
"Cd97","Th2",3
"1110001A07Rik","Th2",2
"Ptcd3","Th2",1
"Nsdhl","Th2",2
"Cd27","Th2",3
"Plcxd1.1","Th2",2
"Prpf40a","Th2",1
"Cotl1","Th2",2
"Vps54","Th2",3
"Tmem33.1","Th2",1
"Cryz","Th2",2
"Psen2","Th2",3
"Qpct","Th2",3
"Ccr8","Th2",1
"C630004H02Rik","Th2",3
"Dlgap4","Th2",3
"Lmo4","Th2",2
"Setd4","Th2",3
"Ccr6","Th2",3
"5830427D03Rik","Th2",3
"Nol9","Th2",3
"Irf4","Th2",1
"Gsto1","Th2",1
"Tomm22","Th2",1
"Napa","Th2",3
"EG330305","Th2",2
"Pde6d.1","Th2",2
"Atic","Th2",1
"Entpd6","Th2",3
"Akr1c12","Th2",2
"Ash1l","Th2",3
"Pygl","Th2",2
"Ifngr1","Th2",3
"Map3k1.1","Th2",2
"Cd6.1","Th2",3
"Emr1","Th2",2
"Elac1.1","Th2",2
"Snrpd2","Th2",1
"Id2","Th2",2
"Snn","Th2",3
"Rccd1","Th2",3
"Mipep","Th2",1
"Pecam1","Th2",3
"Cuedc1","Th2",2
"Pde7a","Th2",2
"Dab2ip","Th2",1
"Fkbp2","Th2",2
"Hus1.1","Th2",1
"Serpina3g","Th2",1
"Upp1","Th2",2
"Ran","Th2",1
"1300001I01Rik","Th2",3
"Cdca3","Th2",2
"Srp54","Th2",1
"AK122525","Th2",3
"Tlr6","Th2",2
"Gnpda1","Th2",2
"D12Ertd551e","Th2",3
"Espl1","Th2",2
"Prdx1.1","Th2",1
"Gyg","Th2",2
"Mxi1","Th2",2
"Glrx3","Th2",1
"Nfatc3.1","Th2",3
"Fkbp11","Th2",1
"Actn2","Th2",3
"Cdt1","Th2",2
"Txndc13","Th2",2
"Usp54","Th2",1
"Rxra","Th2",2
"Tceal8","Th2",1
"Gmfg","Th2",2
"Hsd17b7","Th2",2
"AI662250","Th2",3
"Emp3","Th2",2
"Tmem42","Th2",3
"Prdm16.1","Th2",2
"Polr3e","Th2",3
"St3gal4","Th2",2
"Ttc19","Th2",1
"Selplg","Th2",2
"4933439C20Rik","Th2",2
"Mrpl54","Th2",1
"Ndufa12","Th2",1
"Pkn1.1","Th2",2
"Hspa2","Th2",2
"Snx25","Th2",2
"Arl6ip5","Th2",2
"Copz2.1","Th2",2
"Spag9","Th2",1
"Mettl1","Th2",1
"Akna","Th2",3
"Nedd9","Th2",3
"Cd55","Th2",3
"Tgif1","Th2",1
"Adarb1","Th2",1
"Mrps18a","Th2",1
"Anp32a","Th2",2
"Cdipt.1","Th2",3
"Arhgdib","Th2",2
"5430432M24Rik","Th2",2
"Pip5k1b","Th2",2
"Mov10","Th2",2
"Pcaf.1","Th2",2
"H2afx","Th2",2
"Suv39h1","Th2",2
"Rasgrp2.1","Th2",3
"Arfgap3","Th2",2
"Atf3","Th2",1
"Clec2i","Th2",3
"Slc16a3","Th2",2
"Mybbp1a","Th2",1
"Kcnk10","Th2",1
"2510002D24Rik","Th2",3
"Ndor1.1","Th2",3
"Eno2","Th2",2
"1700029G01Rik","Th2",2
"Vapa","Th2",1
"Ppp1ca","Th2",2
"Rab3ip","Th2",3
"Numa1","Th2",3
"Rg9mtd2","Th2",1
"Apobec1","Th2",2
"Mettl3","Th2",3
"Mllt3.1","Th2",2
"Tgif2","Th2",1
"Hsp90aa1","Th2",1
"Nap1l1","Th2",1
"D12Ertd647e.1","Th2",2
"Uros.1","Th2",3
"Mbd1","Th2",3
"2310037I24Rik","Th2",3
"Hist1h2ai","Th2",2
"Prkcz.1","Th2",3
"1110007M04Rik","Th2",3
"Arrb2","Th2",2
"Uxt","Th2",1
"BC029214","Th2",2
"Dgkz","Th2",3
"Prei4","Th2",3
"Mdh2","Th2",1
"Scp2","Th2",2
"Hist2h2aa2","Th2",3
"Frmd6","Th2",1
"Rmnd1","Th2",2
"Spint2","Th2",2
"Taf9","Th2",1
"Sp100","Th2",3
"Spp1","Th2",2
"Chek1.1","Th2",1
"Atg4d","Th2",3
"Angel2","Th2",3
"Dut","Th2",2
"Klhdc5","Th2",3
"Mina","Th2",1
"Ap2s1","Th2",2
"1700027N10Rik","Th2",2
"Fbxo33","Th2",3
"Dusp2","Th2",3
"Slc35d3","Th2",2
"Pik3r1","Th2",3
"Dek","Th2",1
"Smc3.1","Th2",2
"Hist1h3e","Th2",2
"Ckap5","Th2",2
"Casp8","Th2",2
"Irf1","Th2",3
"Idh1","Th2",2
"Gusb","Th2",1
"Anln","Th2",2
"Ccl1","Th2",1
"Cd3eap","Th2",1
"Prim2","Th2",2
"Grhpr","Th2",2
"S100a8","Th2",3
"Hspa9","Th2",1
"Ctso","Th2",3
"Dock6","Th2",2
"Rnf26","Th2",2
"Creb3l2","Th2",2
"Uhrf1bp1","Th2",2
"EG245297","Th2",2
"Syf2","Th2",3
"Bhlhb2","Th2",2
"Xpot","Th2",1
"Tbx6","Th2",2
"Utp15","Th2",1
"Ugcg","Th2",3
"Ddit3","Th2",2
"Gars","Th2",1
"Exosc6","Th2",1
"Mxra8","Th2",3
"Tpd52","Th2",2
"1110005A23Rik","Th2",1
"0610007P14Rik","Th2",1
"Srf","Th2",3
"Ralb","Th2",2
"Cryz.1","Th2",2
"Fcf1","Th2",1
"Srp72","Th2",2
"LOC547323","Th2",3
"Syngr1.1","Th2",2
"Syngr2.1","Th2",1
"Exosc1","Th2",3
"Pfkm","Th2",2
"Map2k6","Th2",2
"Il6ra.1","Th2",3
"Nupr1","Th2",2
"Birc5","Th2",2
"Arid3b","Th2",3
"P2ry14","Th2",3
"Ptger2","Th2",2
"Bcl2l1","Th2",1
"Lrrc1","Th2",3
"BC021381","Th2",3
"Wbp1","Th2",2
"Ccr5","Th2",3
"3110082I17Rik","Th2",1
"Entpd5","Th2",2
"Chtf18","Th2",2
"Nr1d2","Th2",3
"E2f5","Th2",3
"Frat1","Th2",3
"Asns.1","Th2",2
"Nde1.1","Th2",2
"Ndufb2","Th2",2
"Stxbp1.1","Th2",2
"Kcnmb4","Th2",3
"Fcrla.1","Th2",3
"Cecr5","Th2",3
"Mllt4","Th2",2
"Cox7a2l","Th2",2
"Pcsk4.1","Th2",2
"Hist1h2bn","Th2",2
"Il10","Th2",2
"2610020H08Rik","Th2",2
"Scotin.1","Th2",3
"Ogt.1","Th2",3
"Traf4","Th2",1
"Ppp1r9b","Th2",2
"Tada2l","Th2",1
"Ezh2.1","Th2",2
"Ptges3","Th2",1
"Erh","Th2",1
"B230339M05Rik.1","Th2",3
"Eprs","Th2",1
"Zhx1.1","Th2",2
"Pkn3","Th2",2
"Fbxl10.1","Th2",1
"Tnfrsf14","Th2",3
"Tnfrsf9.1","Th2",2
"2310056P07Rik","Th2",2
"Il4","Th2",2
"Stra6","Th2",2
"Eif3s10","Th2",1
"Mllt1.2","Th2",1
"Ahi1","Th2",1
"Tnfaip8l2.1","Th2",3
"1700019D03Rik","Th2",1
"Kif24.1","Th2",2
"Gpt2","Th2",2
"Asf1b","Th2",2
"Arrdc1","Th2",2
"Parp12","Th2",3
"6720463M24Rik","Th2",2
"Unc13d","Th2",2
"Nusap1","Th2",2
"Plscr1","Th2",1
"Phf11","Th2",2
"Abce1","Th2",1
"Arbp","Th2",2
"Cse1l","Th2",1
"Ssbp3","Th2",2
"Dguok","Th2",2
"Akr1b3","Th2",3
"Orai1","Th2",1
"Fkbp1a","Th2",2
"Cd70","Th2",1
"Rpa1","Th2",2
"Ryk","Th2",2
"Uchl5","Th2",1
"Cpne4","Th2",3
"Gbp2","Th2",3
"BC050811.1","Th2",3
"Pik3r3","Th2",3
"Hnrpll","Th2",1
"Sypl","Th2",2
"Mxd4","Th2",2
"Rbm13","Th2",1
"Smap2","Th2",3
"Usp1.1","Th2",1
"AA408296","Th2",3
"Pdap1","Th2",1
"Shq1","Th2",1
"Smpd1.1","Th2",2
"Kntc1","Th2",2
"Uap1l1","Th2",2
"BC038156","Th2",2
"Mad2l1","Th2",2
"Ccng1","Th2",2
"Zfand3","Th2",2
"Cdo1","Th2",3
"Pkn2.1","Th2",1
"F2rl1","Th2",3
"Pop7","Th2",1
"Hist1h4d","Th2",2
"Rbm38.1","Th2",3
"Umps","Th2",1
"Prkar1b","Th2",2
"Nrm","Th2",2
"Bex4","Th2",1
"Lama5","Th2",2
"4831426I19Rik.1","Th2",2
"Hnrpd","Th2",1
"Bola3","Th2",1
"St6gal1","Th2",2
"Rnf219","Th2",1
"Fnip1","Th2",2
"Rars","Th2",1
"Ldhd","Th2",2
"Psmd14","Th2",1
"Galnt10","Th2",3
"BC020002","Th2",1
"Tnfsf8","Th2",1
"Rab8b.1","Th2",1
"Tnrc6b","Th2",3
"Hectd2.1","Th2",3
"H2-Ab1","Th2",3
"Dscr2","Th2",1
"Ptpn9","Th2",2
"B230380D07Rik","Th2",2
"Nup160","Th2",1
"Zfp473","Th2",2
"Rab19","Th2",2
"Ppp5c","Th2",1
"Hist4h4","Th2",2
"Lrpprc","Th2",1
"Nudt19","Th2",1
"Copz2.2","Th2",2
"Axin2","Th2",3
"Prdm2","Th2",3
"Armc3","Th2",3
"Phf10.1","Th2",2
"Ccdc88c.1","Th2",3
"Adamts10","Th2",2
"Kctd17","Th2",2
"Dnajc15","Th2",1
"Metapl1","Th2",3
"Usp1.2","Th2",1
"Spic","Th2",3
"Icam1","Th2",1
"Tomm70a","Th2",1
"Ahdc1","Th2",2
"Trpc4ap","Th2",2
"Rdbp","Th2",2
"Pcsk4.2","Th2",2
"Ntrk3.1","Th2",2
"Sf3b4","Th2",1
"Ankrd12.1","Th2",3
"D330045A20Rik.1","Th2",2
"Mrps12","Th2",1
"Mtmr3","Th2",2
"Acadsb","Th2",2
"AA408296.1","Th2",3
"Fjx1","Th2",1
"D030074E01Rik","Th2",3
"Ndrg2","Th2",2
"Akap8l","Th2",3
"C230021P08Rik","Th2",3
"Nola2","Th2",1
"H1fx","Th2",2
"Tmem121","Th2",2
"Sort1","Th2",3
"6430571L13Rik","Th2",2
"Sdc4","Th2",2
"Ccbl1","Th2",2
"Wars.1","Th2",1
"Rab3d","Th2",2
"Pwp2","Th2",3
"Hist1h2ah.1","Th2",2
"Ars2","Th2",3
"Cxcr5.2","Th2",3
"Sema4f","Th2",2
"Hn1","Th2",2
"Mycbp2.1","Th2",3
"Rnf213","Th2",3
"Mre11a","Th2",2
"Edg6","Th2",3
"Mll3.1","Th2",3
"Wbp7","Th2",3
"Suv420h1","Th2",3
"Abcf2.1","Th2",1
"Gtse1","Th2",2
"LOC626578","Th2",3
"Gm129","Th2",1
"Thap4","Th2",2
"Blmh","Th2",2
"Cdca8","Th2",2
"Coro1a.1","Th2",2
"Nusap1.1","Th2",2
"Ddit3.1","Th2",2
"Stip1","Th2",1
"Pld3","Th2",3
"Golga5","Th2",3
"Heatr1.1","Th2",3
"Nol8","Th2",3
"Gstp1","Th2",2
"Rapgef1.2","Th2",3
"Chd7","Th2",3
"Pla2g12a","Th2",1
"6030408C04Rik","Th2",2
"BC026590","Th2",3
"Foxk1.1","Th2",3
"Ppan","Th2",3
"Ch25h","Th2",3
"Prkcbp1","Th2",2
"Ide","Th2",1
"D10Bwg1379e","Th2",2
