"","c1","c2","c3","gene"
"Wipi2",2,2,2,"Wipi2"
"Ate1.1",2,2,2,"Ate1.1"
"Mrps31.1",4,4,4,"Mrps31.1"
"Slc44a2",1,1,1,"Slc44a2"
"Pcdhgb4",3,3,3,"Pcdhgb4"
"Slc2a8.1",1,1,1,"Slc2a8.1"
"Glt8d1.1",1,1,1,"Glt8d1.1"
"Farsb",4,4,4,"Farsb"
"Osbpl3",1,1,1,"Osbpl3"
"1190005I06Rik",3,3,3,"1190005I06Rik"
"Rsl1d1.1",5,5,5,"Rsl1d1.1"
"Tmem108",1,1,1,"Tmem108"
"Elmo1.4",2,2,2,"Elmo1.4"
"Commd1",3,3,3,"Commd1"
"Dok1.1",3,3,3,"Dok1.1"
"Slc35f2",4,4,4,"Slc35f2"
"Rhoq",4,4,4,"Rhoq"
"Glod4",1,1,1,"Glod4"
"Fnip1.1",1,1,1,"Fnip1.1"
"Prmt7.1",4,4,4,"Prmt7.1"
"Bcr",1,1,1,"Bcr"
"Cyp4f16.1",1,1,1,"Cyp4f16.1"
"Tsr1.1",1,1,1,"Tsr1.1"
"Gata1",1,1,1,"Gata1"
"Nenf",1,1,1,"Nenf"
"2700094K13Rik",3,3,3,"2700094K13Rik"
"Fktn",5,5,5,"Fktn"
"D11Wsu99e.1",2,2,2,"D11Wsu99e.1"
"Tyw1.1",4,4,4,"Tyw1.1"
"Mrpl47",4,4,4,"Mrpl47"
"0610011F06Rik",1,1,1,"0610011F06Rik"
"Arpc1a.1",1,1,1,"Arpc1a.1"
"Ipo13",5,5,5,"Ipo13"
"Psat1",3,3,3,"Psat1"
"Bmp7",1,1,1,"Bmp7"
"Pomt2",5,5,5,"Pomt2"
"Ddx25",3,3,3,"Ddx25"
"Bin3",2,2,2,"Bin3"
"Mfsd10",3,3,3,"Mfsd10"
"Epn2.2",3,3,3,"Epn2.2"
"Tnrc6c.1",2,2,2,"Tnrc6c.1"
"Ttll11",1,1,1,"Ttll11"
"Pwp2.1",5,5,5,"Pwp2.1"
"Shh",1,1,1,"Shh"
"D8Ertd82e",2,2,2,"D8Ertd82e"
"Nipbl.1",2,2,2,"Nipbl.1"
"Rapgef5",1,1,1,"Rapgef5"
"Adprh",3,3,3,"Adprh"
"Tuba1b",4,4,4,"Tuba1b"
"Armc6.1",5,5,5,"Armc6.1"
"Wars2",5,5,5,"Wars2"
"Cdv3",5,5,5,"Cdv3"
"Cnksr3",2,2,2,"Cnksr3"
"Chat",3,3,3,"Chat"
"Antxr1",3,3,3,"Antxr1"
"Adat1",5,5,5,"Adat1"
"Acrbp",2,2,2,"Acrbp"
"Gnai2",1,1,1,"Gnai2"
"Cog6",1,1,1,"Cog6"
"Ccnd3.1",1,1,1,"Ccnd3.1"
"C1qtnf6",1,1,1,"C1qtnf6"
"Gnas.2",1,1,1,"Gnas.2"
"Trip10",3,3,3,"Trip10"
"Gstm4",3,3,3,"Gstm4"
"LOC329575",1,1,1,"LOC329575"
"Amigo1",1,1,1,"Amigo1"
"Timm9",5,5,5,"Timm9"
"Syngr4",3,3,3,"Syngr4"
"Mcm4",3,3,3,"Mcm4"
"Tpmt",3,3,3,"Tpmt"
"Gtf2e2",3,3,3,"Gtf2e2"
"Pparg",1,1,1,"Pparg"
"Stab1",3,3,3,"Stab1"
"BC003885",5,5,5,"BC003885"
"Dhrs7",3,3,3,"Dhrs7"
"Tbc1d19",1,1,1,"Tbc1d19"
"Polr3g",5,5,5,"Polr3g"
"Asns.2",3,3,3,"Asns.2"
"St14",1,1,1,"St14"
"Cdc25c",1,1,1,"Cdc25c"
"Rrp15",5,5,5,"Rrp15"
"A130014H13Rik",2,2,2,"A130014H13Rik"
"Aars",3,3,3,"Aars"
"Cldn10.1",2,2,2,"Cldn10.1"
"Snap29",2,2,2,"Snap29"
"Igf2bp3",1,1,1,"Igf2bp3"
"Rdm1",1,1,1,"Rdm1"
"Mrpl34",4,4,4,"Mrpl34"
"Fgl2",1,1,1,"Fgl2"
"Rab22a.1",2,2,2,"Rab22a.1"
"Ddc",3,3,3,"Ddc"
"Aldh2",1,1,1,"Aldh2"
"Slc25a3",4,4,4,"Slc25a3"
"Xk",4,4,4,"Xk"
"Htatip2",1,1,1,"Htatip2"
"Zfp41",3,3,3,"Zfp41"
"C130026I21Rik",2,2,2,"C130026I21Rik"
"2410016F19Rik",5,5,5,"2410016F19Rik"
"Ppapdc2.1",5,5,5,"Ppapdc2.1"
"Cyp2d22",2,2,2,"Cyp2d22"
"Rbm4b",2,2,2,"Rbm4b"
"Nat5",4,4,4,"Nat5"
"Ndufc2",3,3,3,"Ndufc2"
"Pomp",4,4,4,"Pomp"
"4930573I19Rik",4,4,4,"4930573I19Rik"
"2010321M09Rik",5,5,5,"2010321M09Rik"
"Ankzf1",1,1,1,"Ankzf1"
"Hspa1a",1,1,1,"Hspa1a"
"Fhl2",3,3,3,"Fhl2"
"4930503L19Rik",1,1,1,"4930503L19Rik"
"Olfr571",1,1,1,"Olfr571"
"Ttc21b",4,4,4,"Ttc21b"
"Spast",3,3,3,"Spast"
"Ugt1a10",3,3,3,"Ugt1a10"
"Denr",5,5,5,"Denr"
"H2-T23",3,3,3,"H2-T23"
"Nhp2l1",4,4,4,"Nhp2l1"
"Timm17a",5,5,5,"Timm17a"
"Ddx6",2,2,2,"Ddx6"
"Tmem25",1,1,1,"Tmem25"
"Tec",1,1,1,"Tec"
"Ccdc95",4,4,4,"Ccdc95"
"Gstt3",3,3,3,"Gstt3"
"Krr1.1",5,5,5,"Krr1.1"
"Ppm1m.1",1,1,1,"Ppm1m.1"
"Chfr.2",1,1,1,"Chfr.2"
"Htf9c.1",5,5,5,"Htf9c.1"
"Mgll",1,1,1,"Mgll"
"Eef2.1",1,1,1,"Eef2.1"
"Ufc1",3,3,3,"Ufc1"
"Lgals9.1",3,3,3,"Lgals9.1"
"Ccdc109a.1",3,3,3,"Ccdc109a.1"
"Psmc3",4,4,4,"Psmc3"
"Rltpr",5,5,5,"Rltpr"
"Rdbp.1",3,3,3,"Rdbp.1"
"Nicn1",1,1,1,"Nicn1"
"Timd2",3,3,3,"Timd2"
"Abcg2",1,1,1,"Abcg2"
"Nhedc2",3,3,3,"Nhedc2"
"Ccdc41",4,4,4,"Ccdc41"
"Kdelc1",4,4,4,"Kdelc1"
"Ing3",2,2,2,"Ing3"
"Kif11",3,3,3,"Kif11"
"Psmb7",4,4,4,"Psmb7"
"Sap30bp",5,5,5,"Sap30bp"
"Actr3b",1,1,1,"Actr3b"
"Tbc1d1",1,1,1,"Tbc1d1"
"Smchd1.3",1,1,1,"Smchd1.3"
"Pstpip1",1,1,1,"Pstpip1"
"C330023M02Rik",5,5,5,"C330023M02Rik"
"Tnfrsf10b.3",4,4,4,"Tnfrsf10b.3"
"Tspan6",1,1,1,"Tspan6"
"Lasp1.1",1,1,1,"Lasp1.1"
"Ube3c",5,5,5,"Ube3c"
"Dus1l.1",4,4,4,"Dus1l.1"
"Acy1.1",4,4,4,"Acy1.1"
"Eif2b5.2",4,4,4,"Eif2b5.2"
"Apaf1.1",1,1,1,"Apaf1.1"
"Zfp369",1,1,1,"Zfp369"
"Phca",4,4,4,"Phca"
"Kbtbd2",2,2,2,"Kbtbd2"
"Cd81",1,1,1,"Cd81"
"Rbm19",5,5,5,"Rbm19"
"Krtcap3",2,2,2,"Krtcap3"
"Glrx5",4,4,4,"Glrx5"
"Rcl1.1",5,5,5,"Rcl1.1"
"Tnrc6c.2",2,2,2,"Tnrc6c.2"
"Prokr1.1",4,4,4,"Prokr1.1"
"Ahnak.2",1,1,1,"Ahnak.2"
"Nhlrc2",5,5,5,"Nhlrc2"
"Sri.1",1,1,1,"Sri.1"
"Noxo1.1",1,1,1,"Noxo1.1"
"Prpf38a.2",4,4,4,"Prpf38a.2"
"Alg6",3,3,3,"Alg6"
"Pqlc3",1,1,1,"Pqlc3"
"Psmb9",1,1,1,"Psmb9"
"Mboat1",1,1,1,"Mboat1"
"Pls3",1,1,1,"Pls3"
"Zfp64.2",4,4,4,"Zfp64.2"
"Rnf5",1,1,1,"Rnf5"
"Icos",1,1,1,"Icos"
"Slc26a6",5,5,5,"Slc26a6"
"Ckap2l",1,1,1,"Ckap2l"
"Nkx2-6",1,1,1,"Nkx2-6"
"5730449L18Rik",4,4,4,"5730449L18Rik"
"Arl3",3,3,3,"Arl3"
"2310016E02Rik",3,3,3,"2310016E02Rik"
"1810054D07Rik",3,3,3,"1810054D07Rik"
"Urm1",5,5,5,"Urm1"
"Gna-rs1.1",5,5,5,"Gna-rs1.1"
"4921505C17Rik.1",2,2,2,"4921505C17Rik.1"
"Rai14.1",3,3,3,"Rai14.1"
"Cd84",2,2,2,"Cd84"
"Zfp213",5,5,5,"Zfp213"
"Dexi",1,1,1,"Dexi"
"Slc39a4",3,3,3,"Slc39a4"
"H1fx.1",1,1,1,"H1fx.1"
"Csrp3",3,3,3,"Csrp3"
"2810452K22Rik",4,4,4,"2810452K22Rik"
"Uaca",3,3,3,"Uaca"
"Arfip2",4,4,4,"Arfip2"
"Supv3l1",4,4,4,"Supv3l1"
"Ubr5",5,5,5,"Ubr5"
"Tmem208",5,5,5,"Tmem208"
"Ipmk.2",4,4,4,"Ipmk.2"
"Polr2f",4,4,4,"Polr2f"
"Smap2.1",2,2,2,"Smap2.1"
"Mpp2",1,1,1,"Mpp2"
"Plod3",3,3,3,"Plod3"
"Armc8.2",5,5,5,"Armc8.2"
"Ubiad1",4,4,4,"Ubiad1"
"Acot7.1",4,4,4,"Acot7.1"
"Cdc25b",1,1,1,"Cdc25b"
"Ruvbl2",4,4,4,"Ruvbl2"
"Mettl6.1",4,4,4,"Mettl6.1"
"Aifm1.2",4,4,4,"Aifm1.2"
"Mdk.1",2,2,2,"Mdk.1"
"Lemd2",1,1,1,"Lemd2"
"Foxred1.1",4,4,4,"Foxred1.1"
"Ddx31.1",5,5,5,"Ddx31.1"
"Gypc",4,4,4,"Gypc"
"Mrpl10",3,3,3,"Mrpl10"
"Fastkd1",5,5,5,"Fastkd1"
"Nasp.1",4,4,4,"Nasp.1"
"BC031181",5,5,5,"BC031181"
"Gpx4",1,1,1,"Gpx4"
"Sertad3",1,1,1,"Sertad3"
"Rnf128.1",1,1,1,"Rnf128.1"
"Mia1",5,5,5,"Mia1"
"Rbak.1",2,2,2,"Rbak.1"
"Tfdp2",3,3,3,"Tfdp2"
"2810004N23Rik",4,4,4,"2810004N23Rik"
"Herc3",1,1,1,"Herc3"
"4930451C15Rik",3,3,3,"4930451C15Rik"
"Slc38a9.1",2,2,2,"Slc38a9.1"
"AK122209",5,5,5,"AK122209"
"Taf10",4,4,4,"Taf10"
"Mpp1",1,1,1,"Mpp1"
"Tbc1d2.1",1,1,1,"Tbc1d2.1"
"Frmd8",1,1,1,"Frmd8"
"Ppapdc2.2",2,2,2,"Ppapdc2.2"
"Dlst",4,4,4,"Dlst"
"Sobp.1",1,1,1,"Sobp.1"
"Bex4.1",4,4,4,"Bex4.1"
"Ppap2a.1",3,3,3,"Ppap2a.1"
"Ulbp1",1,1,1,"Ulbp1"
"Flot1",1,1,1,"Flot1"
"2310033P09Rik",5,5,5,"2310033P09Rik"
"Vps28",2,2,2,"Vps28"
"Gstt2",1,1,1,"Gstt2"
"Ube2c",1,1,1,"Ube2c"
"Zdhhc6",4,4,4,"Zdhhc6"
"Fcrl1",2,2,2,"Fcrl1"
"Fgfr1op2",1,1,1,"Fgfr1op2"
"Bbx",1,1,1,"Bbx"
"Ddx58",1,1,1,"Ddx58"
"BC025546",5,5,5,"BC025546"
"Golga1",2,2,2,"Golga1"
"Narg1",5,5,5,"Narg1"
"Zkscan17",1,1,1,"Zkscan17"
"Whsc1l1.1",1,1,1,"Whsc1l1.1"
"Zzef1.3",2,2,2,"Zzef1.3"
"Edem2.1",1,1,1,"Edem2.1"
"Ybx2.1",1,1,1,"Ybx2.1"
"2410002F23Rik.1",5,5,5,"2410002F23Rik.1"
"Tubgcp2",3,3,3,"Tubgcp2"
"Tmem1",2,2,2,"Tmem1"
"Repin1",1,1,1,"Repin1"
"Serpinf1",1,1,1,"Serpinf1"
"Cd1d1",2,2,2,"Cd1d1"
"Ypel5",1,1,1,"Ypel5"
"C85492.1",3,3,3,"C85492.1"
"March2",2,2,2,"March2"
"EG240327",1,1,1,"EG240327"
"Flot2.1",1,1,1,"Flot2.1"
"Fbxo2",1,1,1,"Fbxo2"
"Alad",3,3,3,"Alad"
"Eif2b1",4,4,4,"Eif2b1"
"Neto2",5,5,5,"Neto2"
"Yipf2",4,4,4,"Yipf2"
"BC024868",5,5,5,"BC024868"
"Cdkl3",3,3,3,"Cdkl3"
"Zc3hc1",4,4,4,"Zc3hc1"
"Ergic1",3,3,3,"Ergic1"
"Lrch1.1",5,5,5,"Lrch1.1"
"Jak3",1,1,1,"Jak3"
"Cwf19l1",4,4,4,"Cwf19l1"
"C1qbp",4,4,4,"C1qbp"
"Tle4",2,2,2,"Tle4"
"Try10",3,3,3,"Try10"
"Slc9a8.2",5,5,5,"Slc9a8.2"
"Myl4",1,1,1,"Myl4"
"Txnl4a.1",4,4,4,"Txnl4a.1"
"Ndufc1",3,3,3,"Ndufc1"
"Skap1.1",1,1,1,"Skap1.1"
"Ppp2r5e",1,1,1,"Ppp2r5e"
"Clcnkb",3,3,3,"Clcnkb"
"C630028N24Rik",2,2,2,"C630028N24Rik"
"Dlg3",1,1,1,"Dlg3"
"Nod1",2,2,2,"Nod1"
"Lsm1",5,5,5,"Lsm1"
"Zfp87.1",2,2,2,"Zfp87.1"
"Soat1",1,1,1,"Soat1"
"Yipf3.1",1,1,1,"Yipf3.1"
"Rfc2.2",3,3,3,"Rfc2.2"
"Tcirg1",1,1,1,"Tcirg1"
"Zfp692",1,1,1,"Zfp692"
"Ldb3.1",3,3,3,"Ldb3.1"
"Tuba1a",1,1,1,"Tuba1a"
"Apitd1",3,3,3,"Apitd1"
"Mef2c.1",3,3,3,"Mef2c.1"
"Etfdh.1",1,1,1,"Etfdh.1"
"Nedd9.1",2,2,2,"Nedd9.1"
"Idh3b",3,3,3,"Idh3b"
"Mrps23",4,4,4,"Mrps23"
"Odf2.1",1,1,1,"Odf2.1"
"Ascc2",3,3,3,"Ascc2"
"Hnrpab",4,4,4,"Hnrpab"
"Vhlh",1,1,1,"Vhlh"
"Midn.2",1,1,1,"Midn.2"
"Rnf208",1,1,1,"Rnf208"
"Mrpl51",4,4,4,"Mrpl51"
"Sdccag3.1",5,5,5,"Sdccag3.1"
"Taf5",3,3,3,"Taf5"
"Cdc2l1",5,5,5,"Cdc2l1"
"Ube2k",4,4,4,"Ube2k"
"Sgpp1",2,2,2,"Sgpp1"
"Rnf111",2,2,2,"Rnf111"
"Clspn",3,3,3,"Clspn"
"Bahd1",5,5,5,"Bahd1"
"9630031F12Rik",1,1,1,"9630031F12Rik"
"2610207I05Rik.1",2,2,2,"2610207I05Rik.1"
"Smyd2",4,4,4,"Smyd2"
"Pigt",5,5,5,"Pigt"
"EG245297.1",3,3,3,"EG245297.1"
"Noc2l",5,5,5,"Noc2l"
"Thoc1",5,5,5,"Thoc1"
"Tubb4",1,1,1,"Tubb4"
"Ccdc126",1,1,1,"Ccdc126"
"Il3ra",1,1,1,"Il3ra"
"Arrb1.3",1,1,1,"Arrb1.3"
"Ffar3.1",2,2,2,"Ffar3.1"
"Cdkl5",3,3,3,"Cdkl5"
"Anp32a.1",3,3,3,"Anp32a.1"
"Wisp1.1",3,3,3,"Wisp1.1"
"Gpatch3",5,5,5,"Gpatch3"
"Sqrdl",1,1,1,"Sqrdl"
"Tube1",1,1,1,"Tube1"
"P2rx7.2",2,2,2,"P2rx7.2"
"2900011O08Rik",1,1,1,"2900011O08Rik"
"Sema6b.1",1,1,1,"Sema6b.1"
"Rps2",4,4,4,"Rps2"
"Glt8d1.2",1,1,1,"Glt8d1.2"
"Pcyt1b.1",1,1,1,"Pcyt1b.1"
"Fxyd5",1,1,1,"Fxyd5"
"Efha1",1,1,1,"Efha1"
"Ccdc77",3,3,3,"Ccdc77"
"Il1a",5,5,5,"Il1a"
"Nras",2,2,2,"Nras"
"Hint3.1",3,3,3,"Hint3.1"
"Lbx2",1,1,1,"Lbx2"
"Gnaq.2",1,1,1,"Gnaq.2"
"She",1,1,1,"She"
"Ddx41",5,5,5,"Ddx41"
"Ctdsp2",1,1,1,"Ctdsp2"
"B430306N03Rik",2,2,2,"B430306N03Rik"
"Sfrs6",5,5,5,"Sfrs6"
"Dmwd.1",3,3,3,"Dmwd.1"
"Slc25a17",4,4,4,"Slc25a17"
"Klk4",1,1,1,"Klk4"
"Bcdin3d",3,3,3,"Bcdin3d"
"Prep",4,4,4,"Prep"
"Mtr",4,4,4,"Mtr"
"Rhog",1,1,1,"Rhog"
"Npff",5,5,5,"Npff"
"Trub1.3",5,5,5,"Trub1.3"
"Gtf3c5",4,4,4,"Gtf3c5"
"Slc25a29",5,5,5,"Slc25a29"
"Smpd1.2",1,1,1,"Smpd1.2"
"Itpr2",2,2,2,"Itpr2"
"Dclk2",1,1,1,"Dclk2"
"Syne1.2",1,1,1,"Syne1.2"
"Abca3",1,1,1,"Abca3"
"Abtb1",1,1,1,"Abtb1"
"Wwc2.1",2,2,2,"Wwc2.1"
"Rps27l",4,4,4,"Rps27l"
"9130206N08Rik",1,1,1,"9130206N08Rik"
"Car15",2,2,2,"Car15"
"Strbp",4,4,4,"Strbp"
"Mrps26",4,4,4,"Mrps26"
"Gfer",4,4,4,"Gfer"
"Pml",1,1,1,"Pml"
"Melk.1",3,3,3,"Melk.1"
"Gipc1.1",3,3,3,"Gipc1.1"
"Tcea3",1,1,1,"Tcea3"
"Tmem168",5,5,5,"Tmem168"
"Slc25a24.1",1,1,1,"Slc25a24.1"
"Alg2",4,4,4,"Alg2"
"Ccdc99",3,3,3,"Ccdc99"
"Ifi44",3,3,3,"Ifi44"
"9530096D07Rik.1",3,3,3,"9530096D07Rik.1"
"Mtch1",1,1,1,"Mtch1"
"Mrpl50",5,5,5,"Mrpl50"
"Tmem126a",4,4,4,"Tmem126a"
"Nsdhl.1",3,3,3,"Nsdhl.1"
"Slc25a3.1",4,4,4,"Slc25a3.1"
"Mll1.1",2,2,2,"Mll1.1"
"Papss1.1",1,1,1,"Papss1.1"
"Hspe1",4,4,4,"Hspe1"
"Gpr97.1",2,2,2,"Gpr97.1"
"Nrbf2",5,5,5,"Nrbf2"
"3000004C01Rik.1",1,1,1,"3000004C01Rik.1"
"Bsdc1",2,2,2,"Bsdc1"
"Prm1",1,1,1,"Prm1"
"Ndufb6",4,4,4,"Ndufb6"
"Dcps",3,3,3,"Dcps"
"BC057371.1",1,1,1,"BC057371.1"
"Mrpl40",4,4,4,"Mrpl40"
"Sssca1",5,5,5,"Sssca1"
"Yipf2.1",1,1,1,"Yipf2.1"
"Rtkn2.2",1,1,1,"Rtkn2.2"
"Gpx2",5,5,5,"Gpx2"
"Eftud1",4,4,4,"Eftud1"
"1700023B02Rik",1,1,1,"1700023B02Rik"
"Ss18",2,2,2,"Ss18"
"1110007L15Rik",4,4,4,"1110007L15Rik"
"Vps37c",5,5,5,"Vps37c"
"Mrpl18.1",3,3,3,"Mrpl18.1"
"Btg1",2,2,2,"Btg1"
"P4hb",1,1,1,"P4hb"
"Mboat5",4,4,4,"Mboat5"
"Psmd1",4,4,4,"Psmd1"
"Zscan12",1,1,1,"Zscan12"
"Golph3l",1,1,1,"Golph3l"
"Fbln1.1",1,1,1,"Fbln1.1"
"Gstcd",5,5,5,"Gstcd"
"Usp7",5,5,5,"Usp7"
"Wdr34",4,4,4,"Wdr34"
"Myst4",1,1,1,"Myst4"
"Mapk9",1,1,1,"Mapk9"
"Dnajc5b",1,1,1,"Dnajc5b"
"Casp3",3,3,3,"Casp3"
"Pfdn4.1",4,4,4,"Pfdn4.1"
"Tmem140",2,2,2,"Tmem140"
"EG433182",1,1,1,"EG433182"
"Clec11a",3,3,3,"Clec11a"
"Fbxl12",1,1,1,"Fbxl12"
"Fbxo30",1,1,1,"Fbxo30"
"Mbtps1",2,2,2,"Mbtps1"
"D11Wsu47e.1",5,5,5,"D11Wsu47e.1"
"Peci",1,1,1,"Peci"
"Rapgef6.1",2,2,2,"Rapgef6.1"
"Emr1.1",1,1,1,"Emr1.1"
"Apoa1bp.1",1,1,1,"Apoa1bp.1"
"Htatip2.1",1,1,1,"Htatip2.1"
"Setd8.1",1,1,1,"Setd8.1"
"Fbxo18.1",1,1,1,"Fbxo18.1"
"Tbc1d7.2",3,3,3,"Tbc1d7.2"
"Brd2.1",5,5,5,"Brd2.1"
"2610024G14Rik.1",5,5,5,"2610024G14Rik.1"
"Rgs3.2",3,3,3,"Rgs3.2"
"Rapgef6.2",2,2,2,"Rapgef6.2"
"Ddx26b",2,2,2,"Ddx26b"
"Tmed3",3,3,3,"Tmed3"
"0610007C21Rik.1",1,1,1,"0610007C21Rik.1"
"Tbc1d2b.1",2,2,2,"Tbc1d2b.1"
"Vps35",1,1,1,"Vps35"
"H2-T24",3,3,3,"H2-T24"
"Bcas3",2,2,2,"Bcas3"
"Mrpl15",5,5,5,"Mrpl15"
"Eif3f",1,1,1,"Eif3f"
"Flywch2",3,3,3,"Flywch2"
"Polg",2,2,2,"Polg"
"Gigyf1",2,2,2,"Gigyf1"
"Zc3hc1.2",4,4,4,"Zc3hc1.2"
"Arglu1",2,2,2,"Arglu1"
"Fgfr1op",3,3,3,"Fgfr1op"
"Cox7a2",4,4,4,"Cox7a2"
"Bhlhb8.1",3,3,3,"Bhlhb8.1"
"Akap1.3",4,4,4,"Akap1.3"
"Banf1.1",4,4,4,"Banf1.1"
"Ncapd3",1,1,1,"Ncapd3"
"H2-Q8",2,2,2,"H2-Q8"
"Pbrm1",2,2,2,"Pbrm1"
"Npal1",2,2,2,"Npal1"
"Adnp",2,2,2,"Adnp"
"Ltbp3",1,1,1,"Ltbp3"
"Ube2q1.2",5,5,5,"Ube2q1.2"
"Nampt.1",3,3,3,"Nampt.1"
"Anapc5.2",3,3,3,"Anapc5.2"
"Tsc22d1",1,1,1,"Tsc22d1"
"Gnpda1.1",3,3,3,"Gnpda1.1"
"Egln3",1,1,1,"Egln3"
"Necap2",2,2,2,"Necap2"
"Rnps1",5,5,5,"Rnps1"
"Stx7",1,1,1,"Stx7"
"Cct3",5,5,5,"Cct3"
"Dync1i2",1,1,1,"Dync1i2"
"N6amt2",4,4,4,"N6amt2"
"U2af2",5,5,5,"U2af2"
"Casp8.1",1,1,1,"Casp8.1"
"Psmb4",4,4,4,"Psmb4"
"Tmem183a",5,5,5,"Tmem183a"
"2610109H07Rik",1,1,1,"2610109H07Rik"
"Smn1",5,5,5,"Smn1"
"Slc30a4",1,1,1,"Slc30a4"
"Slc25a39",4,4,4,"Slc25a39"
"Net1.1",3,3,3,"Net1.1"
"Gripap1",5,5,5,"Gripap1"
"Lonrf3",1,1,1,"Lonrf3"
"Klk1",2,2,2,"Klk1"
"1700109H08Rik",2,2,2,"1700109H08Rik"
"1200016B10Rik.1",4,4,4,"1200016B10Rik.1"
"Prkab1",2,2,2,"Prkab1"
"Clec4a1",2,2,2,"Clec4a1"
"Epsti1",1,1,1,"Epsti1"
"Apaf1.2",1,1,1,"Apaf1.2"
"Samd3.1",1,1,1,"Samd3.1"
"Cox11",4,4,4,"Cox11"
"Nedd4.1",1,1,1,"Nedd4.1"
"Tspo",1,1,1,"Tspo"
"Nola3.1",5,5,5,"Nola3.1"
"Rtp4",1,1,1,"Rtp4"
"Tex2.1",1,1,1,"Tex2.1"
"Cad",4,4,4,"Cad"
"Bard1",3,3,3,"Bard1"
"1500012F01Rik.1",3,3,3,"1500012F01Rik.1"
"Ncdn.3",5,5,5,"Ncdn.3"
"1600012H06Rik.1",2,2,2,"1600012H06Rik.1"
"Prim2.1",3,3,3,"Prim2.1"
"D830050J10Rik",2,2,2,"D830050J10Rik"
"D14Ertd668e.1",1,1,1,"D14Ertd668e.1"
"Cyb5",1,1,1,"Cyb5"
"D15Mgi27",5,5,5,"D15Mgi27"
"Specc1l.1",2,2,2,"Specc1l.1"
"Asnsd1.1",3,3,3,"Asnsd1.1"
"Psmb7.1",4,4,4,"Psmb7.1"
"Deadc1",4,4,4,"Deadc1"
"Eif4g2.1",5,5,5,"Eif4g2.1"
"Foxred1.2",3,3,3,"Foxred1.2"
"Pmm1",4,4,4,"Pmm1"
"Phkg2",2,2,2,"Phkg2"
"Cdkn1b",2,2,2,"Cdkn1b"
"Tsen34",3,3,3,"Tsen34"
"ORF61",5,5,5,"ORF61"
"Chst3",2,2,2,"Chst3"
"1700027J05Rik",5,5,5,"1700027J05Rik"
"Mdga2.2",2,2,2,"Mdga2.2"
"Snx20",1,1,1,"Snx20"
"Hyal2",4,4,4,"Hyal2"
"Smo.1",3,3,3,"Smo.1"
"Slpi",1,1,1,"Slpi"
"Scye1",4,4,4,"Scye1"
"Birc5.1",3,3,3,"Birc5.1"
"Cd97.1",2,2,2,"Cd97.1"
"Sept11",4,4,4,"Sept11"
"Mpp6",4,4,4,"Mpp6"
"E4f1",2,2,2,"E4f1"
"2510012J08Rik",5,5,5,"2510012J08Rik"
"Cd86.2",1,1,1,"Cd86.2"
"Dlk1",1,1,1,"Dlk1"
"Mtdh",4,4,4,"Mtdh"
"Insig2.1",1,1,1,"Insig2.1"
"Ubac1.2",3,3,3,"Ubac1.2"
"1200003I07Rik.1",2,2,2,"1200003I07Rik.1"
"Ifng",3,3,3,"Ifng"
"Rps6ka5.1",1,1,1,"Rps6ka5.1"
"1700025G04Rik",1,1,1,"1700025G04Rik"
"Bcl9.1",2,2,2,"Bcl9.1"
"Asb2",1,1,1,"Asb2"
"Mid1.1",2,2,2,"Mid1.1"
"Itpkb",2,2,2,"Itpkb"
"Ciapin1.1",4,4,4,"Ciapin1.1"
"Eif1a",5,5,5,"Eif1a"
"Snx12",4,4,4,"Snx12"
"Serf1",3,3,3,"Serf1"
"Siglecg",2,2,2,"Siglecg"
"Htra2",3,3,3,"Htra2"
"EG633640",5,5,5,"EG633640"
"1810049H13Rik",3,3,3,"1810049H13Rik"
"Rhobtb1",3,3,3,"Rhobtb1"
"Coq5",4,4,4,"Coq5"
"Plekha1",2,2,2,"Plekha1"
"Morn2",3,3,3,"Morn2"
"2410001C21Rik",1,1,1,"2410001C21Rik"
"Slc25a36.1",1,1,1,"Slc25a36.1"
"Snx9",3,3,3,"Snx9"
"Psmb8",1,1,1,"Psmb8"
"Kif20b",1,1,1,"Kif20b"
"Ube2e2",3,3,3,"Ube2e2"
"Gm166.1",1,1,1,"Gm166.1"
"Wdr32.1",4,4,4,"Wdr32.1"
"Nudc.1",4,4,4,"Nudc.1"
"Pbk",3,3,3,"Pbk"
"5830405N20Rik",2,2,2,"5830405N20Rik"
"Pfkfb4",1,1,1,"Pfkfb4"
"Pdia5",3,3,3,"Pdia5"
"Stc2",1,1,1,"Stc2"
"Afg3l1.2",4,4,4,"Afg3l1.2"
"Psmc3ip",4,4,4,"Psmc3ip"
"5133400G04Rik.2",3,3,3,"5133400G04Rik.2"
"Rars2.2",4,4,4,"Rars2.2"
"Lta",1,1,1,"Lta"
"Pfkp.1",3,3,3,"Pfkp.1"
"Pik3r2.1",1,1,1,"Pik3r2.1"
"Nat5.1",4,4,4,"Nat5.1"
"Sfxn1",3,3,3,"Sfxn1"
"Pnpla2",1,1,1,"Pnpla2"
"4930534B04Rik",3,3,3,"4930534B04Rik"
"Atg2b.1",5,5,5,"Atg2b.1"
"Mars",4,4,4,"Mars"
"Med9",4,4,4,"Med9"
"Mterfd2.1",3,3,3,"Mterfd2.1"
"Akap10",5,5,5,"Akap10"
"8430426H19Rik.1",1,1,1,"8430426H19Rik.1"
"Psme3",5,5,5,"Psme3"
