"","c1","c2","c3","gene"
"Gm1673.1",1,1,1,"Gm1673.1"
"Tmem158",5,5,5,"Tmem158"
"Fem1b",3,3,3,"Fem1b"
"Gtpbp4",6,6,6,"Gtpbp4"
"Unc13a",3,3,3,"Unc13a"
"Ift81.1",1,1,1,"Ift81.1"
"Mbnl1.1",2,2,2,"Mbnl1.1"
"Ncapd2.2",1,1,1,"Ncapd2.2"
"Pxmp2",3,3,3,"Pxmp2"
"Wbscr16",4,4,4,"Wbscr16"
"Setd6",6,6,6,"Setd6"
"Heatr1.3",6,6,6,"Heatr1.3"
"Tnp2",1,1,1,"Tnp2"
"Shmt2.1",4,4,4,"Shmt2.1"
"Lrrc59.5",4,4,4,"Lrrc59.5"
"Mark3",2,2,2,"Mark3"
"Cugbp1.3",4,4,4,"Cugbp1.3"
"Unc93b1.1",1,1,1,"Unc93b1.1"
"Unc84b",2,2,2,"Unc84b"
"Tk1.2",3,3,3,"Tk1.2"
"D030070L09Rik.3",4,4,4,"D030070L09Rik.3"
"Arl2",3,3,3,"Arl2"
"Htra2.1",3,3,3,"Htra2.1"
"Nans",4,4,4,"Nans"
"Bmp2k.2",5,5,5,"Bmp2k.2"
"Csgalnact1",1,1,1,"Csgalnact1"
"BC057371.2",5,5,5,"BC057371.2"
"Rhov",1,1,1,"Rhov"
"Setd1b",2,2,2,"Setd1b"
"Bag1",4,4,4,"Bag1"
"Cuzd1",1,1,1,"Cuzd1"
"Prpf38b",2,2,2,"Prpf38b"
"Dus2l",4,4,4,"Dus2l"
"Elovl6.1",5,5,5,"Elovl6.1"
"Sp3",2,2,2,"Sp3"
"Ube1l",2,2,2,"Ube1l"
"Wdr31.2",3,3,3,"Wdr31.2"
"Harbi1",5,5,5,"Harbi1"
"Foxj2",2,2,2,"Foxj2"
"Appl2",5,5,5,"Appl2"
"Sparc.2",1,1,1,"Sparc.2"
"Taz",2,2,2,"Taz"
"Ccrl2",3,3,3,"Ccrl2"
"Mid1ip1",3,3,3,"Mid1ip1"
"Tmsb10.2",5,5,5,"Tmsb10.2"
"Lrrfip1.1",2,2,2,"Lrrfip1.1"
"Gimap5.1",2,2,2,"Gimap5.1"
"Gal3st2.1",2,2,2,"Gal3st2.1"
"Spire1.2",4,4,4,"Spire1.2"
"Slc35f3",2,2,2,"Slc35f3"
"Arhgap27",2,2,2,"Arhgap27"
"Rgs12.1",1,1,1,"Rgs12.1"
"Sec11c",1,1,1,"Sec11c"
"Spata2L",2,2,2,"Spata2L"
"1500019G21Rik",4,4,4,"1500019G21Rik"
"Sfrs2.1",6,6,6,"Sfrs2.1"
"Gemin7.1",6,6,6,"Gemin7.1"
"Epas1",1,1,1,"Epas1"
"Trim59",5,5,5,"Trim59"
"C330023M02Rik.1",6,6,6,"C330023M02Rik.1"
"Cyp20a1",4,4,4,"Cyp20a1"
"Pdss1",4,4,4,"Pdss1"
"Mbtps1.1",2,2,2,"Mbtps1.1"
"Atp6v1h",6,6,6,"Atp6v1h"
"Gale",3,3,3,"Gale"
"Smg7",6,6,6,"Smg7"
"Armcx6.1",1,1,1,"Armcx6.1"
"Mt1",1,1,1,"Mt1"
"Nusap1.2",1,1,1,"Nusap1.2"
"Rars2.3",4,4,4,"Rars2.3"
"Pold1",3,3,3,"Pold1"
"D5Ertd135e",4,4,4,"D5Ertd135e"
"Pml.2",1,1,1,"Pml.2"
"Slc2a9.1",5,5,5,"Slc2a9.1"
"Edem2.3",5,5,5,"Edem2.3"
"Grap2",5,5,5,"Grap2"
"Hist1h4a",5,5,5,"Hist1h4a"
"Arhgap15.2",5,5,5,"Arhgap15.2"
"Mtmr9",4,4,4,"Mtmr9"
"Mtg1",4,4,4,"Mtg1"
"Fryl.1",2,2,2,"Fryl.1"
"Dtd1.1",4,4,4,"Dtd1.1"
"Fchsd2",5,5,5,"Fchsd2"
"Hspa2.1",1,1,1,"Hspa2.1"
"Tmem63a",2,2,2,"Tmem63a"
"Arhgap12",1,1,1,"Arhgap12"
"Pigu",4,4,4,"Pigu"
"Bcl11b.1",5,5,5,"Bcl11b.1"
"Ercc2.1",1,1,1,"Ercc2.1"
"Pknox1.1",6,6,6,"Pknox1.1"
"BC057552",1,1,1,"BC057552"
"Trp53inp1.1",2,2,2,"Trp53inp1.1"
"Eif2s2",4,4,4,"Eif2s2"
"Rpl38.1",4,4,4,"Rpl38.1"
"Cul7",3,3,3,"Cul7"
"Gphn.1",4,4,4,"Gphn.1"
"Asprv1",5,5,5,"Asprv1"
"Gpbp1l1",5,5,5,"Gpbp1l1"
"Tgm4",2,2,2,"Tgm4"
"Agtrap",5,5,5,"Agtrap"
"Dlgap4.3",2,2,2,"Dlgap4.3"
"Ccdc50",3,3,3,"Ccdc50"
"4631427C17Rik",1,1,1,"4631427C17Rik"
"Eif2c3.2",6,6,6,"Eif2c3.2"
"Als2cr4.2",3,3,3,"Als2cr4.2"
"Zfp821.2",1,1,1,"Zfp821.2"
"Tmem85.1",4,4,4,"Tmem85.1"
"Paox.2",3,3,3,"Paox.2"
"Sftpd",2,2,2,"Sftpd"
"Ccdc25",4,4,4,"Ccdc25"
"Atp5sl",2,2,2,"Atp5sl"
"Fut10.2",3,3,3,"Fut10.2"
"Sh3bgrl2",2,2,2,"Sh3bgrl2"
"Trim44.1",4,4,4,"Trim44.1"
"Alox5ap",5,5,5,"Alox5ap"
"Taf6.1",3,3,3,"Taf6.1"
"Lamp2",1,1,1,"Lamp2"
"C730027P07Rik",1,1,1,"C730027P07Rik"
"1110037F02Rik.1",5,5,5,"1110037F02Rik.1"
"Gstk1",1,1,1,"Gstk1"
"Mcm4.1",3,3,3,"Mcm4.1"
"Ifit2.1",3,3,3,"Ifit2.1"
"Gnb4.1",5,5,5,"Gnb4.1"
"Tiam1",1,1,1,"Tiam1"
"Trex1",3,3,3,"Trex1"
"Nol3.3",1,1,1,"Nol3.3"
"Ttk",1,1,1,"Ttk"
"Gale.1",3,3,3,"Gale.1"
"Unc119b.1",1,1,1,"Unc119b.1"
"Vav1",2,2,2,"Vav1"
"Ttll4",6,6,6,"Ttll4"
"Gde1",3,3,3,"Gde1"
"Dtwd1",4,4,4,"Dtwd1"
"Iqgap3.1",3,3,3,"Iqgap3.1"
"1110007L15Rik.1",4,4,4,"1110007L15Rik.1"
"0610037D15Rik",1,1,1,"0610037D15Rik"
"Casp4.2",1,1,1,"Casp4.2"
"Nagk.2",1,1,1,"Nagk.2"
"Bccip.3",6,6,6,"Bccip.3"
"Naca",4,4,4,"Naca"
"Cnot7.1",6,6,6,"Cnot7.1"
"Wdr75.1",6,6,6,"Wdr75.1"
"Dctn2.1",1,1,1,"Dctn2.1"
"Dync1h1",2,2,2,"Dync1h1"
"Ikzf5.1",1,1,1,"Ikzf5.1"
"Ep300.1",2,2,2,"Ep300.1"
"Kremen2",1,1,1,"Kremen2"
"Nfatc2.4",3,3,3,"Nfatc2.4"
"Fahd2a.2",1,1,1,"Fahd2a.2"
"Hmgb2",3,3,3,"Hmgb2"
"Metap1",6,6,6,"Metap1"
"Slc39a7",6,6,6,"Slc39a7"
"Atp6v1g2",1,1,1,"Atp6v1g2"
"5630401D24Rik.2",4,4,4,"5630401D24Rik.2"
"Ela1",1,1,1,"Ela1"
"Rpl30",6,6,6,"Rpl30"
"Psmd7",4,4,4,"Psmd7"
"1110020P15Rik.1",4,4,4,"1110020P15Rik.1"
"Cfdp1",4,4,4,"Cfdp1"
"Prr13",1,1,1,"Prr13"
"0610010F05Rik.1",4,4,4,"0610010F05Rik.1"
"Rps27a",4,4,4,"Rps27a"
"Nxf2",1,1,1,"Nxf2"
"F730047E07Rik.1",3,3,3,"F730047E07Rik.1"
"Fdps",3,3,3,"Fdps"
"Ift52",1,1,1,"Ift52"
"Evi2a",3,3,3,"Evi2a"
"Prf1",2,2,2,"Prf1"
"Acbd4.1",1,1,1,"Acbd4.1"
"Parp2",3,3,3,"Parp2"
"Tcn2",5,5,5,"Tcn2"
"Ankzf1.1",1,1,1,"Ankzf1.1"
"2610021K21Rik.1",3,3,3,"2610021K21Rik.1"
"Cnnm3",2,2,2,"Cnnm3"
"Mgll.1",1,1,1,"Mgll.1"
"Insig1.3",3,3,3,"Insig1.3"
"Ap1s1.1",3,3,3,"Ap1s1.1"
"Adarb1.1",4,4,4,"Adarb1.1"
"Mthfd2",3,3,3,"Mthfd2"
"Niban",3,3,3,"Niban"
"Acot11.1",1,1,1,"Acot11.1"
"Mettl1.2",6,6,6,"Mettl1.2"
"Tspan4.1",4,4,4,"Tspan4.1"
"B3gnt3",1,1,1,"B3gnt3"
"Pdcd4.3",2,2,2,"Pdcd4.3"
"Tnrc6b.1",2,2,2,"Tnrc6b.1"
"Fxyd5.2",5,5,5,"Fxyd5.2"
"Ddef2.4",3,3,3,"Ddef2.4"
"Zdhhc24",3,3,3,"Zdhhc24"
"1200015F23Rik.1",4,4,4,"1200015F23Rik.1"
"Atg7",6,6,6,"Atg7"
"St3gal2",1,1,1,"St3gal2"
"Aco2.1",5,5,5,"Aco2.1"
"Ddx5.1",2,2,2,"Ddx5.1"
"Farp2",6,6,6,"Farp2"
"1700025K23Rik",1,1,1,"1700025K23Rik"
"Prps1",4,4,4,"Prps1"
"Atcay",3,3,3,"Atcay"
"Rpl13a",3,3,3,"Rpl13a"
"Epc1.2",2,2,2,"Epc1.2"
"Sccpdh",1,1,1,"Sccpdh"
"Neu3",3,3,3,"Neu3"
"Ccnyl1",4,4,4,"Ccnyl1"
"Zfp330.1",2,2,2,"Zfp330.1"
"Ypel5.1",5,5,5,"Ypel5.1"
"Ddah2",1,1,1,"Ddah2"
"Tbc1d9b.1",5,5,5,"Tbc1d9b.1"
"Nudt8",3,3,3,"Nudt8"
"Evi2b",3,3,3,"Evi2b"
"Qars.1",3,3,3,"Qars.1"
"Rai12.1",6,6,6,"Rai12.1"
"Xdh",5,5,5,"Xdh"
"Ets1",5,5,5,"Ets1"
"Ccdc131.1",5,5,5,"Ccdc131.1"
"Pofut1.1",3,3,3,"Pofut1.1"
"2210012G02Rik.1",5,5,5,"2210012G02Rik.1"
"Ccdc95.1",4,4,4,"Ccdc95.1"
"Dst.6",1,1,1,"Dst.6"
"Grtp1",1,1,1,"Grtp1"
"Atp6v0d1.2",1,1,1,"Atp6v0d1.2"
"Clec4n",2,2,2,"Clec4n"
"Sla.2",5,5,5,"Sla.2"
"Rpl27a.1",1,1,1,"Rpl27a.1"
"Gm962",3,3,3,"Gm962"
"Sgol2",1,1,1,"Sgol2"
"Lpl",6,6,6,"Lpl"
"Trim11",2,2,2,"Trim11"
"Exdl2.2",2,2,2,"Exdl2.2"
"Zdhhc3.1",6,6,6,"Zdhhc3.1"
"Fkhl18",5,5,5,"Fkhl18"
"Pps.1",2,2,2,"Pps.1"
"Rrp9",6,6,6,"Rrp9"
"Pi4k2b.1",3,3,3,"Pi4k2b.1"
"St3gal1",1,1,1,"St3gal1"
"Ang",5,5,5,"Ang"
"Flcn.1",2,2,2,"Flcn.1"
"AI597479",4,4,4,"AI597479"
"Lsm10",1,1,1,"Lsm10"
"Ccdc50.1",3,3,3,"Ccdc50.1"
"Cyp2b13",1,1,1,"Cyp2b13"
"Igfbp7.1",3,3,3,"Igfbp7.1"
"Hbp1",2,2,2,"Hbp1"
"Sell",2,2,2,"Sell"
"1110012M11Rik",1,1,1,"1110012M11Rik"
"Hrsp12.1",3,3,3,"Hrsp12.1"
"Gpatch4",4,4,4,"Gpatch4"
"Lgals9.2",3,3,3,"Lgals9.2"
"Rbms2.3",6,6,6,"Rbms2.3"
"Piga",1,1,1,"Piga"
"Zmym1.2",4,4,4,"Zmym1.2"
"Fiz1",6,6,6,"Fiz1"
"Tprgl",2,2,2,"Tprgl"
"Trim25.1",5,5,5,"Trim25.1"
"3110057O12Rik.1",1,1,1,"3110057O12Rik.1"
"Gats.2",1,1,1,"Gats.2"
"Tmpo.2",3,3,3,"Tmpo.2"
"Gstcd.2",4,4,4,"Gstcd.2"
"Cdkn2a.2",1,1,1,"Cdkn2a.2"
"Fryl.2",2,2,2,"Fryl.2"
"Gpbp1.1",6,6,6,"Gpbp1.1"
"Tcp1",4,4,4,"Tcp1"
"Sod1",1,1,1,"Sod1"
"Cmtm4",3,3,3,"Cmtm4"
"Cnot4.2",2,2,2,"Cnot4.2"
"4632417N05Rik",1,1,1,"4632417N05Rik"
"Ptprv",1,1,1,"Ptprv"
"Tbc1d2b.2",2,2,2,"Tbc1d2b.2"
"Arhgap17.1",2,2,2,"Arhgap17.1"
"Traf3.1",6,6,6,"Traf3.1"
"Hist1h2bh",5,5,5,"Hist1h2bh"
"Lig3.1",6,6,6,"Lig3.1"
"Med27",4,4,4,"Med27"
"Psmd8.1",4,4,4,"Psmd8.1"
"Rad51l3.3",3,3,3,"Rad51l3.3"
"Nudt7.1",3,3,3,"Nudt7.1"
"Calr3.1",4,4,4,"Calr3.1"
"Tnfrsf13b",1,1,1,"Tnfrsf13b"
"Fes",3,3,3,"Fes"
"St3gal1.1",1,1,1,"St3gal1.1"
"Eif5.1",6,6,6,"Eif5.1"
"Enpp4",2,2,2,"Enpp4"
"Ica1",3,3,3,"Ica1"
"Tle4.2",2,2,2,"Tle4.2"
"4930547N16Rik",3,3,3,"4930547N16Rik"
"Hist1h2ai.1",3,3,3,"Hist1h2ai.1"
"Pus3",6,6,6,"Pus3"
"Tra2a",6,6,6,"Tra2a"
"Ebna1bp2",6,6,6,"Ebna1bp2"
"Nicn1.1",1,1,1,"Nicn1.1"
"Klhl6.1",2,2,2,"Klhl6.1"
"Gps1.3",4,4,4,"Gps1.3"
"Rps24.1",3,3,3,"Rps24.1"
"Galnt2.2",6,6,6,"Galnt2.2"
"Krr1.2",6,6,6,"Krr1.2"
"Nek9.1",5,5,5,"Nek9.1"
"Dcps.1",3,3,3,"Dcps.1"
"9430020K01Rik",1,1,1,"9430020K01Rik"
"Notch3",1,1,1,"Notch3"
"Surf1.1",1,1,1,"Surf1.1"
"Cct7",4,4,4,"Cct7"
"Jmjd1a.1",1,1,1,"Jmjd1a.1"
"Nr2c2ap.1",6,6,6,"Nr2c2ap.1"
"Dcxr.1",1,1,1,"Dcxr.1"
"Oas1b",5,5,5,"Oas1b"
"Usp25",5,5,5,"Usp25"
"Rnmtl1",4,4,4,"Rnmtl1"
"Pprc1",6,6,6,"Pprc1"
"Eftud2.2",4,4,4,"Eftud2.2"
"Insl5",5,5,5,"Insl5"
"1200003I07Rik.3",2,2,2,"1200003I07Rik.3"
"Ganc.1",5,5,5,"Ganc.1"
"Kdelr3",1,1,1,"Kdelr3"
"Crnkl1",6,6,6,"Crnkl1"
"Slc25a44",6,6,6,"Slc25a44"
"Mib1",6,6,6,"Mib1"
"Orc2l.1",4,4,4,"Orc2l.1"
"Mboat2.1",1,1,1,"Mboat2.1"
"Gm867",5,5,5,"Gm867"
"Rps27a.1",4,4,4,"Rps27a.1"
"Supt5h",2,2,2,"Supt5h"
"Aldoc",1,1,1,"Aldoc"
"Ms4a4b",2,2,2,"Ms4a4b"
"Spag1.1",6,6,6,"Spag1.1"
"D930014E17Rik",5,5,5,"D930014E17Rik"
"Bag4.1",4,4,4,"Bag4.1"
"Sirt3",1,1,1,"Sirt3"
"Xlr4c.2",6,6,6,"Xlr4c.2"
"Trspap1",4,4,4,"Trspap1"
"Sall1.1",4,4,4,"Sall1.1"
"Ncoa2.1",2,2,2,"Ncoa2.1"
"Ly6c1",5,5,5,"Ly6c1"
"Wdr18.1",4,4,4,"Wdr18.1"
"D4Wsu114e",1,1,1,"D4Wsu114e"
"Bcdo2",3,3,3,"Bcdo2"
"Lcmt1.2",3,3,3,"Lcmt1.2"
"Zdhhc13.1",4,4,4,"Zdhhc13.1"
"4831426I19Rik.2",1,1,1,"4831426I19Rik.2"
"Oaz2",1,1,1,"Oaz2"
"Cdk8.1",4,4,4,"Cdk8.1"
"Rac1",5,5,5,"Rac1"
"Ctla4",1,1,1,"Ctla4"
"Ccdc43",4,4,4,"Ccdc43"
"Sez6l2.1",6,6,6,"Sez6l2.1"
"Cyc1",4,4,4,"Cyc1"
"Gldc",5,5,5,"Gldc"
"Rsad2",3,3,3,"Rsad2"
"Sepsecs.1",4,4,4,"Sepsecs.1"
"2610027C15Rik.1",1,1,1,"2610027C15Rik.1"
"Mrpl20",4,4,4,"Mrpl20"
"Sfrs11.1",6,6,6,"Sfrs11.1"
"Slc12a3.2",4,4,4,"Slc12a3.2"
"March8",3,3,3,"March8"
"Zbtb9.1",2,2,2,"Zbtb9.1"
"Rrm2",3,3,3,"Rrm2"
"Wdr78",5,5,5,"Wdr78"
"Mrpl3.1",6,6,6,"Mrpl3.1"
"Prlr.2",1,1,1,"Prlr.2"
"Cpsf3l",4,4,4,"Cpsf3l"
"Rsc1a1",6,6,6,"Rsc1a1"
"6030446N20Rik.1",3,3,3,"6030446N20Rik.1"
"Cep72",3,3,3,"Cep72"
"Zdhhc6.2",4,4,4,"Zdhhc6.2"
"Rps15",2,2,2,"Rps15"
"Pacsin1.2",6,6,6,"Pacsin1.2"
"Tmem55b",1,1,1,"Tmem55b"
"Wars2.2",6,6,6,"Wars2.2"
"B2m.1",2,2,2,"B2m.1"
"D10Wsu52e",4,4,4,"D10Wsu52e"
"Tbp.1",4,4,4,"Tbp.1"
"Tsen2",4,4,4,"Tsen2"
"Gga2",4,4,4,"Gga2"
"Eif2b4",4,4,4,"Eif2b4"
"5730409G15Rik.1",6,6,6,"5730409G15Rik.1"
"Rexo1.1",6,6,6,"Rexo1.1"
"Mbd4",1,1,1,"Mbd4"
"Aes",5,5,5,"Aes"
"Chst12",1,1,1,"Chst12"
"Usp39.3",4,4,4,"Usp39.3"
"Zfp709.3",3,3,3,"Zfp709.3"
"Nudt14",5,5,5,"Nudt14"
"Pecam1.1",2,2,2,"Pecam1.1"
"C1qtnf4",1,1,1,"C1qtnf4"
"Spic.1",2,2,2,"Spic.1"
"Arrb1.4",5,5,5,"Arrb1.4"
"Inppl1.1",1,1,1,"Inppl1.1"
"Unc45a",6,6,6,"Unc45a"
"Gpsm2.1",1,1,1,"Gpsm2.1"
"LOC625360",5,5,5,"LOC625360"
"Camk2b",2,2,2,"Camk2b"
"Adfp",1,1,1,"Adfp"
"Hspd1.1",4,4,4,"Hspd1.1"
"Dgkq.2",2,2,2,"Dgkq.2"
"Rps25",5,5,5,"Rps25"
"Rnaseh1",6,6,6,"Rnaseh1"
"2900011O08Rik.1",2,2,2,"2900011O08Rik.1"
"E2f3",3,3,3,"E2f3"
"Mtap9.3",3,3,3,"Mtap9.3"
"Naca.1",4,4,4,"Naca.1"
"Trio",2,2,2,"Trio"
"Trim21",2,2,2,"Trim21"
"Lbh",2,2,2,"Lbh"
"Rad50.2",3,3,3,"Rad50.2"
"Dnajc5",2,2,2,"Dnajc5"
"Car11",5,5,5,"Car11"
"Vmn2r43",2,2,2,"Vmn2r43"
"Fbxo3.2",1,1,1,"Fbxo3.2"
"Mtap6.2",5,5,5,"Mtap6.2"
"BC034076",1,1,1,"BC034076"
"Rffl.2",4,4,4,"Rffl.2"
"Hspb1",1,1,1,"Hspb1"
"Clcn3.2",1,1,1,"Clcn3.2"
"Ak1",1,1,1,"Ak1"
"Manba.1",1,1,1,"Manba.1"
"Rassf1.1",1,1,1,"Rassf1.1"
"1700037H04Rik",3,3,3,"1700037H04Rik"
"Rab21",3,3,3,"Rab21"
"Lca5.2",1,1,1,"Lca5.2"
"Gbp1",3,3,3,"Gbp1"
"Col18a1.2",1,1,1,"Col18a1.2"
"Ccdc124.1",6,6,6,"Ccdc124.1"
"Gabarapl1",3,3,3,"Gabarapl1"
"Pgk1",1,1,1,"Pgk1"
"Tbc1d2.4",1,1,1,"Tbc1d2.4"
"Pdk3",3,3,3,"Pdk3"
"Vapb.2",3,3,3,"Vapb.2"
"Prkaca.1",1,1,1,"Prkaca.1"
"LOC547323.1",2,2,2,"LOC547323.1"
"Entpd4.1",1,1,1,"Entpd4.1"
"Napsa.2",2,2,2,"Napsa.2"
"Gimap4.1",2,2,2,"Gimap4.1"
"Terf2.1",6,6,6,"Terf2.1"
"Zbtb8os.1",4,4,4,"Zbtb8os.1"
"Hist1h3h.1",5,5,5,"Hist1h3h.1"
"Elof1",3,3,3,"Elof1"
"Tes.2",5,5,5,"Tes.2"
"Pelp1",4,4,4,"Pelp1"
"2310047M10Rik.1",1,1,1,"2310047M10Rik.1"
"Klrg1",2,2,2,"Klrg1"
"Itgae.3",2,2,2,"Itgae.3"
"Rnaset2b",2,2,2,"Rnaset2b"
"Spsb1",5,5,5,"Spsb1"
"Vamp3.1",3,3,3,"Vamp3.1"
"AI842396",1,1,1,"AI842396"
"Rai12.2",6,6,6,"Rai12.2"
"5730596K20Rik.3",6,6,6,"5730596K20Rik.3"
"Mboat2.2",1,1,1,"Mboat2.2"
"Pgam1.1",3,3,3,"Pgam1.1"
"Slc25a1",3,3,3,"Slc25a1"
"Ensa.2",1,1,1,"Ensa.2"
"Lrpprc.1",4,4,4,"Lrpprc.1"
"Fut4",1,1,1,"Fut4"
"Parl",6,6,6,"Parl"
"Cd72",2,2,2,"Cd72"
"Spcs3.1",3,3,3,"Spcs3.1"
"Hist1h2be.1",5,5,5,"Hist1h2be.1"
"Bid",6,6,6,"Bid"
"Slc7a6",6,6,6,"Slc7a6"
"Trat1.1",2,2,2,"Trat1.1"
"Gde1.1",3,3,3,"Gde1.1"
"Zcchc17",4,4,4,"Zcchc17"
"Snrpb.1",4,4,4,"Snrpb.1"
"Pard6a.1",3,3,3,"Pard6a.1"
"Sord",5,5,5,"Sord"
"Eea1.2",3,3,3,"Eea1.2"
"Cd151",5,5,5,"Cd151"
"Hoxa7",2,2,2,"Hoxa7"
"BC087945",4,4,4,"BC087945"
"Mrps31.3",4,4,4,"Mrps31.3"
"Alas1",3,3,3,"Alas1"
"Zfp36l1.2",6,6,6,"Zfp36l1.2"
"Inpp5f.2",6,6,6,"Inpp5f.2"
"Pfn2.1",1,1,1,"Pfn2.1"
"Pld4",2,2,2,"Pld4"
"Vdac3",3,3,3,"Vdac3"
"Hps6",5,5,5,"Hps6"
"Dppa4.2",1,1,1,"Dppa4.2"
"Dhx58",5,5,5,"Dhx58"
"Ogfrl1.1",5,5,5,"Ogfrl1.1"
"Eif5.2",6,6,6,"Eif5.2"
"Lta.1",1,1,1,"Lta.1"
"Slc39a3.1",2,2,2,"Slc39a3.1"
"S100a11",5,5,5,"S100a11"
"Prkcz.2",2,2,2,"Prkcz.2"
"Apbb1",1,1,1,"Apbb1"
"Afmid.3",1,1,1,"Afmid.3"
"Lyz",2,2,2,"Lyz"
"Retsat",3,3,3,"Retsat"
"Gngt2",1,1,1,"Gngt2"
"Rcc1",4,4,4,"Rcc1"
"Gipc1.2",3,3,3,"Gipc1.2"
"S100a4",2,2,2,"S100a4"
"Med8",4,4,4,"Med8"
"Aatf",6,6,6,"Aatf"
"Whsc2",4,4,4,"Whsc2"
"Cnot10",6,6,6,"Cnot10"
"Uck2.1",4,4,4,"Uck2.1"
"0610031J06Rik.2",5,5,5,"0610031J06Rik.2"
"Dnajc2.1",4,4,4,"Dnajc2.1"
"Tmbim4",1,1,1,"Tmbim4"
"Prr14",2,2,2,"Prr14"
"Acads.1",1,1,1,"Acads.1"
"Rnase4",5,5,5,"Rnase4"
"Oit3.1",1,1,1,"Oit3.1"
"Aqp9",5,5,5,"Aqp9"
"Ascc2.3",3,3,3,"Ascc2.3"
"Pgk1.1",3,3,3,"Pgk1.1"
"Rasal1",6,6,6,"Rasal1"
"Dph3.2",4,4,4,"Dph3.2"
"Cox4nb.1",4,4,4,"Cox4nb.1"
"Ube1c",4,4,4,"Ube1c"
"Wdr77.1",6,6,6,"Wdr77.1"
"Eif4e2.1",4,4,4,"Eif4e2.1"
"Mutyh.1",3,3,3,"Mutyh.1"
"Ptbp1.3",6,6,6,"Ptbp1.3"
"Ampd2.1",6,6,6,"Ampd2.1"
"Tbl1xr1.1",5,5,5,"Tbl1xr1.1"
"D2Ertd750e.2",1,1,1,"D2Ertd750e.2"
"Slco4a1.1",3,3,3,"Slco4a1.1"
"Smg5.1",6,6,6,"Smg5.1"
"Alkbh5",3,3,3,"Alkbh5"
"Numb.1",2,2,2,"Numb.1"
"Nucb1.1",1,1,1,"Nucb1.1"
"Mef2c.2",3,3,3,"Mef2c.2"
"Cfl1",2,2,2,"Cfl1"
"Phf20l1",2,2,2,"Phf20l1"
"Scd2",1,1,1,"Scd2"
"Fvt1",5,5,5,"Fvt1"
"Atp5o.2",3,3,3,"Atp5o.2"
"Parp1",4,4,4,"Parp1"
"2610028A01Rik",6,6,6,"2610028A01Rik"
"Nsdhl.3",3,3,3,"Nsdhl.3"
"Tmbim1",3,3,3,"Tmbim1"
"Hist1h2af.1",3,3,3,"Hist1h2af.1"
"Tcp1.1",3,3,3,"Tcp1.1"
"Rlf.1",1,1,1,"Rlf.1"
"Synj2bp.1",3,3,3,"Synj2bp.1"
"Spire2",4,4,4,"Spire2"
"Nfic.1",5,5,5,"Nfic.1"
"Plaa",4,4,4,"Plaa"
"Alg1",6,6,6,"Alg1"
"Chchd8",3,3,3,"Chchd8"
"Spryd4",6,6,6,"Spryd4"
"Plac8",5,5,5,"Plac8"
"Rasgrp1.1",5,5,5,"Rasgrp1.1"
"Mmp11",1,1,1,"Mmp11"
"Acvrl1",5,5,5,"Acvrl1"
"Fah",5,5,5,"Fah"
"Vegfa.2",1,1,1,"Vegfa.2"
"Bat1a.1",6,6,6,"Bat1a.1"
"Arhgdig.1",4,4,4,"Arhgdig.1"
"Acadl.1",1,1,1,"Acadl.1"
"Esd.3",3,3,3,"Esd.3"
"Cited2",5,5,5,"Cited2"
"Tmed10.1",1,1,1,"Tmed10.1"
"March2.1",2,2,2,"March2.1"
"Mett11d1",2,2,2,"Mett11d1"
"Jdp2",1,1,1,"Jdp2"
"Epas1.1",1,1,1,"Epas1.1"
"Gcs1",4,4,4,"Gcs1"
"Lcn4",2,2,2,"Lcn4"
"P4ha1",5,5,5,"P4ha1"
"Plekhg3",5,5,5,"Plekhg3"
"Wbp11",4,4,4,"Wbp11"
"Ccr4",3,3,3,"Ccr4"
"Sirt6.1",3,3,3,"Sirt6.1"
"Slc25a5",4,4,4,"Slc25a5"
"Tap1",5,5,5,"Tap1"
"Crocc",1,1,1,"Crocc"
"Pira3.1",2,2,2,"Pira3.1"
"Myo1c.1",1,1,1,"Myo1c.1"
"Folr4.1",1,1,1,"Folr4.1"
"2610204K14Rik",5,5,5,"2610204K14Rik"
"Hsp90aa1.2",4,4,4,"Hsp90aa1.2"
"Fahd2a.3",1,1,1,"Fahd2a.3"
"Gtpbp8.1",3,3,3,"Gtpbp8.1"
"Rab6.2",5,5,5,"Rab6.2"
"Mre11a.1",3,3,3,"Mre11a.1"
"Car14",3,3,3,"Car14"
"Lrp8.2",3,3,3,"Lrp8.2"
"Mrpl11",4,4,4,"Mrpl11"
"Ctnnb1.2",5,5,5,"Ctnnb1.2"
"Cova1",1,1,1,"Cova1"
"AA673488.1",6,6,6,"AA673488.1"
"Ophn1",5,5,5,"Ophn1"
"Odf2.2",3,3,3,"Odf2.2"
"Gcap14.2",1,1,1,"Gcap14.2"
"Plekhg3.1",5,5,5,"Plekhg3.1"
"Ccdc58",3,3,3,"Ccdc58"
"6720460F02Rik",1,1,1,"6720460F02Rik"
"Ndufs8",4,4,4,"Ndufs8"
"Ahnak.3",1,1,1,"Ahnak.3"
"Slc39a4.1",3,3,3,"Slc39a4.1"
"Man2b1.1",2,2,2,"Man2b1.1"
"Rras",1,1,1,"Rras"
"Sema4b",2,2,2,"Sema4b"
"Ptpre.1",2,2,2,"Ptpre.1"
"Nedd8",4,4,4,"Nedd8"
"Cd93",5,5,5,"Cd93"
