"","c1","c2","c3","gene"
"2310037I24Rik.1",6,6,6,"2310037I24Rik.1"
"Rbm13.1",4,4,4,"Rbm13.1"
"5430435G22Rik",2,2,2,"5430435G22Rik"
"1110002N22Rik",4,4,4,"1110002N22Rik"
"Zfp316.1",1,1,1,"Zfp316.1"
"Zfp707",2,2,2,"Zfp707"
"Surf2",6,6,6,"Surf2"
"Sh2b1.1",1,1,1,"Sh2b1.1"
"1500031L02Rik",1,1,1,"1500031L02Rik"
"Il17ra",2,2,2,"Il17ra"
"Caskin2",3,3,3,"Caskin2"
"8430415E04Rik",1,1,1,"8430415E04Rik"
"Lass5",2,2,2,"Lass5"
"Mtx1",4,4,4,"Mtx1"
"Zfp367",3,3,3,"Zfp367"
"Ddx39",6,6,6,"Ddx39"
"Psmg2.1",4,4,4,"Psmg2.1"
"Prickle4",4,4,4,"Prickle4"
"1810021J13Rik",1,1,1,"1810021J13Rik"
"Ovgp1.1",2,2,2,"Ovgp1.1"
"Plekhg2",2,2,2,"Plekhg2"
"Cpa2",3,3,3,"Cpa2"
"Xkr5",3,3,3,"Xkr5"
"Tmed4.1",1,1,1,"Tmed4.1"
"Ttc14",2,2,2,"Ttc14"
"Klc4",5,5,5,"Klc4"
"Itm2b.2",2,2,2,"Itm2b.2"
"Rhbdl2",2,2,2,"Rhbdl2"
"Klf2",2,2,2,"Klf2"
"Galnt2.1",6,6,6,"Galnt2.1"
"Krt16",3,3,3,"Krt16"
"Ggn",1,1,1,"Ggn"
"9930104L06Rik",2,2,2,"9930104L06Rik"
"Fmnl3.1",2,2,2,"Fmnl3.1"
"Cops5.1",4,4,4,"Cops5.1"
"Mtmr11.1",5,5,5,"Mtmr11.1"
"Rps21",2,2,2,"Rps21"
"Wdr18",6,6,6,"Wdr18"
"Tuba3b",3,3,3,"Tuba3b"
"Tgfb1i1",2,2,2,"Tgfb1i1"
"Mlf1",3,3,3,"Mlf1"
"Uhrf1bp1.1",4,4,4,"Uhrf1bp1.1"
"EG436332",2,2,2,"EG436332"
"Tmem159",5,5,5,"Tmem159"
"Dhdh.1",1,1,1,"Dhdh.1"
"0610009D07Rik",4,4,4,"0610009D07Rik"
"Utp11l",4,4,4,"Utp11l"
"2410066E13Rik",2,2,2,"2410066E13Rik"
"Pqbp1",4,4,4,"Pqbp1"
"Tm6sf1",1,1,1,"Tm6sf1"
"Ankrd39",2,2,2,"Ankrd39"
"Pkd2",1,1,1,"Pkd2"
"Odz4",2,2,2,"Odz4"
"Prpf19",6,6,6,"Prpf19"
"Vezt.1",6,6,6,"Vezt.1"
"Surf1",1,1,1,"Surf1"
"Oas2",5,5,5,"Oas2"
"Traf2",2,2,2,"Traf2"
"Irf9",5,5,5,"Irf9"
"Psmb7.2",4,4,4,"Psmb7.2"
"Dpp4",5,5,5,"Dpp4"
"Mtfmt.1",6,6,6,"Mtfmt.1"
"Jmjd1a",5,5,5,"Jmjd1a"
"Rpl29.1",5,5,5,"Rpl29.1"
"1500010J02Rik",3,3,3,"1500010J02Rik"
"Lig1.1",3,3,3,"Lig1.1"
"Pdxdc1",6,6,6,"Pdxdc1"
"Oas1d.1",5,5,5,"Oas1d.1"
"Adprhl1",5,5,5,"Adprhl1"
"Nol3.1",1,1,1,"Nol3.1"
"Gprasp1.1",2,2,2,"Gprasp1.1"
"Tmpo.1",3,3,3,"Tmpo.1"
"1700113I22Rik",1,1,1,"1700113I22Rik"
"Gm614",2,2,2,"Gm614"
"Rhoc.1",1,1,1,"Rhoc.1"
"Zranb1",2,2,2,"Zranb1"
"Zfp313",5,5,5,"Zfp313"
"Ddit4l",1,1,1,"Ddit4l"
"Bptf.1",1,1,1,"Bptf.1"
"Rnf170.1",3,3,3,"Rnf170.1"
"2310061F22Rik",6,6,6,"2310061F22Rik"
"Suv420h2",1,1,1,"Suv420h2"
"Vps36",4,4,4,"Vps36"
"Gtf2h2",6,6,6,"Gtf2h2"
"Cstb",3,3,3,"Cstb"
"2010110K16Rik",1,1,1,"2010110K16Rik"
"Tcf3",1,1,1,"Tcf3"
"Zfp119.1",3,3,3,"Zfp119.1"
"Parp6",2,2,2,"Parp6"
"Zfp770",4,4,4,"Zfp770"
"Setd4.1",6,6,6,"Setd4.1"
"Dph2",6,6,6,"Dph2"
"Myom1.1",1,1,1,"Myom1.1"
"Rab24.2",5,5,5,"Rab24.2"
"Stc1",5,5,5,"Stc1"
"Nelf.1",1,1,1,"Nelf.1"
"Adat1.1",6,6,6,"Adat1.1"
"Tfdp2.1",3,3,3,"Tfdp2.1"
"Smyd4",1,1,1,"Smyd4"
"Lif",3,3,3,"Lif"
"Zbtb9",2,2,2,"Zbtb9"
"Gls2",3,3,3,"Gls2"
"Tapt1",2,2,2,"Tapt1"
"Btg4",3,3,3,"Btg4"
"Dhrsx.1",6,6,6,"Dhrsx.1"
"Kdelc1.1",4,4,4,"Kdelc1.1"
"H2-Q5",2,2,2,"H2-Q5"
"Trim36.2",2,2,2,"Trim36.2"
"Zfp661",6,6,6,"Zfp661"
"Rbm45",6,6,6,"Rbm45"
"Psmg3",4,4,4,"Psmg3"
"Acd.1",1,1,1,"Acd.1"
"Dctn3.1",3,3,3,"Dctn3.1"
"Trnt1",6,6,6,"Trnt1"
"Psmd12.1",4,4,4,"Psmd12.1"
"Tspan3",3,3,3,"Tspan3"
"Creb1.3",4,4,4,"Creb1.3"
"Kbtbd8.1",6,6,6,"Kbtbd8.1"
"Hspa9.1",6,6,6,"Hspa9.1"
"Hist1h2ak",3,3,3,"Hist1h2ak"
"Cdkn1a.1",1,1,1,"Cdkn1a.1"
"Tdpoz1",2,2,2,"Tdpoz1"
"Vps11",2,2,2,"Vps11"
"Ung.2",4,4,4,"Ung.2"
"Fbxw8",3,3,3,"Fbxw8"
"2310046K01Rik",2,2,2,"2310046K01Rik"
"Glb1",1,1,1,"Glb1"
"Myo9b",2,2,2,"Myo9b"
"Paox",3,3,3,"Paox"
"Rab11fip5",3,3,3,"Rab11fip5"
"Cntd1.1",1,1,1,"Cntd1.1"
"D19Wsu162e",2,2,2,"D19Wsu162e"
"Dmxl1.1",2,2,2,"Dmxl1.1"
"Cxcl10",3,3,3,"Cxcl10"
"Ctps",6,6,6,"Ctps"
"Dcxr",1,1,1,"Dcxr"
"Mast2",3,3,3,"Mast2"
"Dnajc11.2",4,4,4,"Dnajc11.2"
"Mdn1.1",6,6,6,"Mdn1.1"
"Asna1",4,4,4,"Asna1"
"Adar.2",3,3,3,"Adar.2"
"6330548G22Rik",4,4,4,"6330548G22Rik"
"A130010J15Rik",4,4,4,"A130010J15Rik"
"Atxn1l",2,2,2,"Atxn1l"
"Blk.1",2,2,2,"Blk.1"
"H2afz",3,3,3,"H2afz"
"Mtap7",1,1,1,"Mtap7"
"Ap1gbp1",2,2,2,"Ap1gbp1"
"Irf5",3,3,3,"Irf5"
"Coq5.1",4,4,4,"Coq5.1"
"Pip4k2a",2,2,2,"Pip4k2a"
"Atg9b",3,3,3,"Atg9b"
"Tpx2",1,1,1,"Tpx2"
"Zranb3",3,3,3,"Zranb3"
"Idi1",4,4,4,"Idi1"
"Lman1",4,4,4,"Lman1"
"Zfp446.1",3,3,3,"Zfp446.1"
"Xpo7",4,4,4,"Xpo7"
"Mapk8ip1.1",1,1,1,"Mapk8ip1.1"
"Nrap",5,5,5,"Nrap"
"Bad",1,1,1,"Bad"
"Pygb",1,1,1,"Pygb"
"Sh3bgrl",5,5,5,"Sh3bgrl"
"Dhx37",6,6,6,"Dhx37"
"Bcl7c",3,3,3,"Bcl7c"
"Acsm3.2",2,2,2,"Acsm3.2"
"Scarf2",3,3,3,"Scarf2"
"Dnalc1.1",1,1,1,"Dnalc1.1"
"4632433K11Rik",2,2,2,"4632433K11Rik"
"Psmb2",4,4,4,"Psmb2"
"Tax1bp3.1",1,1,1,"Tax1bp3.1"
"D17H6S56E-5",3,3,3,"D17H6S56E-5"
"Sac3d1",4,4,4,"Sac3d1"
"Nlgn2",1,1,1,"Nlgn2"
"Car13",3,3,3,"Car13"
"D10Ertd322e",4,4,4,"D10Ertd322e"
"Mcph1.1",4,4,4,"Mcph1.1"
"Nme2.1",4,4,4,"Nme2.1"
"Cdkl2.1",3,3,3,"Cdkl2.1"
"Cndp2",3,3,3,"Cndp2"
"Gng2",1,1,1,"Gng2"
"Ctnnb1.1",1,1,1,"Ctnnb1.1"
"Ms4a6d.1",5,5,5,"Ms4a6d.1"
"Cchcr1",3,3,3,"Cchcr1"
"Zbtb39",6,6,6,"Zbtb39"
"Sdhb.1",4,4,4,"Sdhb.1"
"Hsd17b11.1",2,2,2,"Hsd17b11.1"
"Xylt1",2,2,2,"Xylt1"
"Pqlc3.1",1,1,1,"Pqlc3.1"
"Tnfrsf18",1,1,1,"Tnfrsf18"
"Kif18a",1,1,1,"Kif18a"
"Mrpl2",4,4,4,"Mrpl2"
"Pscd1",2,2,2,"Pscd1"
"Maf1",2,2,2,"Maf1"
"5730577I03Rik",6,6,6,"5730577I03Rik"
"Sbsn",1,1,1,"Sbsn"
"5730469M10Rik",1,1,1,"5730469M10Rik"
"Bcl2a1d",6,6,6,"Bcl2a1d"
"Txndc9",6,6,6,"Txndc9"
"Fahd2a",1,1,1,"Fahd2a"
"Serac1",2,2,2,"Serac1"
"Tdrd7",3,3,3,"Tdrd7"
"C330027C09Rik.1",3,3,3,"C330027C09Rik.1"
"Smpd4.1",4,4,4,"Smpd4.1"
"Cenph",3,3,3,"Cenph"
"Unc119b",1,1,1,"Unc119b"
"Abhd14b",1,1,1,"Abhd14b"
"Vdr.1",1,1,1,"Vdr.1"
"Dbp",1,1,1,"Dbp"
"Acbd4",1,1,1,"Acbd4"
"Dctd",4,4,4,"Dctd"
"Eef1d",3,3,3,"Eef1d"
"3300002I08Rik",1,1,1,"3300002I08Rik"
"Fbxo32.2",2,2,2,"Fbxo32.2"
"Gmppa.1",1,1,1,"Gmppa.1"
"Hddc2",3,3,3,"Hddc2"
"4930535B03Rik",5,5,5,"4930535B03Rik"
"Nup50.1",3,3,3,"Nup50.1"
"Nfs1.1",4,4,4,"Nfs1.1"
"Lars",4,4,4,"Lars"
"Pkmyt1",3,3,3,"Pkmyt1"
"Gatc",4,4,4,"Gatc"
"Zdhhc7",2,2,2,"Zdhhc7"
"Ube2t",3,3,3,"Ube2t"
"Lgtn",3,3,3,"Lgtn"
"Kifc1",1,1,1,"Kifc1"
"Samhd1",5,5,5,"Samhd1"
"Sv2a",2,2,2,"Sv2a"
"Ldha",3,3,3,"Ldha"
"Trpm2",3,3,3,"Trpm2"
"Prickle1",5,5,5,"Prickle1"
"Rab2a",2,2,2,"Rab2a"
"Hdac5.1",5,5,5,"Hdac5.1"
"Txndc13.1",5,5,5,"Txndc13.1"
"Ttc17",2,2,2,"Ttc17"
"Zfp259",6,6,6,"Zfp259"
"Ube1x",4,4,4,"Ube1x"
"Enpp1",1,1,1,"Enpp1"
"Rhot1",6,6,6,"Rhot1"
"Hs3st3b1.1",2,2,2,"Hs3st3b1.1"
"Psmb5",4,4,4,"Psmb5"
"Prkcdbp",1,1,1,"Prkcdbp"
"Kbtbd7.2",2,2,2,"Kbtbd7.2"
"Gpr34",5,5,5,"Gpr34"
"Ppie.1",4,4,4,"Ppie.1"
"Blk.2",2,2,2,"Blk.2"
"Mx1",3,3,3,"Mx1"
"Top1mt",4,4,4,"Top1mt"
"Mrps11",4,4,4,"Mrps11"
"Slc25a15",4,4,4,"Slc25a15"
"Tmco6",1,1,1,"Tmco6"
"Mcm6.1",3,3,3,"Mcm6.1"
"Gatad1",4,4,4,"Gatad1"
"Atp5g2",1,1,1,"Atp5g2"
"Egln3.1",1,1,1,"Egln3.1"
"Rnasen",6,6,6,"Rnasen"
"Tnfsf10",1,1,1,"Tnfsf10"
"Rad51l3.2",3,3,3,"Rad51l3.2"
"5330431N19Rik.1",1,1,1,"5330431N19Rik.1"
"Oas1a",5,5,5,"Oas1a"
"Adcy9",5,5,5,"Adcy9"
"Paics",4,4,4,"Paics"
"Itsn2",2,2,2,"Itsn2"
"Pex10",6,6,6,"Pex10"
"Sdf2",5,5,5,"Sdf2"
"Magoh",4,4,4,"Magoh"
"Cst7",1,1,1,"Cst7"
"Cdca5",3,3,3,"Cdca5"
"Rab34.1",1,1,1,"Rab34.1"
"EG665378",2,2,2,"EG665378"
"Wdr4.2",4,4,4,"Wdr4.2"
"Slc19a2",1,1,1,"Slc19a2"
"Klhl22.1",5,5,5,"Klhl22.1"
"1700109H08Rik.1",1,1,1,"1700109H08Rik.1"
"Stra13.2",3,3,3,"Stra13.2"
"Pygl.1",5,5,5,"Pygl.1"
"Srm",4,4,4,"Srm"
"Myg1",4,4,4,"Myg1"
"Rpl27a",1,1,1,"Rpl27a"
"Kars",4,4,4,"Kars"
"Usp39",4,4,4,"Usp39"
"Pkp4",3,3,3,"Pkp4"
"Gnptab",6,6,6,"Gnptab"
"Bcl2l14.1",3,3,3,"Bcl2l14.1"
"Gtf3c2.1",6,6,6,"Gtf3c2.1"
"Fbxo3.1",5,5,5,"Fbxo3.1"
"Anks3",2,2,2,"Anks3"
"Gna15",1,1,1,"Gna15"
"Kif3a",1,1,1,"Kif3a"
"Zfp821.1",1,1,1,"Zfp821.1"
"Tk2",2,2,2,"Tk2"
"Snx25.1",3,3,3,"Snx25.1"
"Sdf2l1",3,3,3,"Sdf2l1"
"Zkscan14",5,5,5,"Zkscan14"
"Polr2d.1",4,4,4,"Polr2d.1"
"Slc22a5.1",2,2,2,"Slc22a5.1"
"Eif2s3x",4,4,4,"Eif2s3x"
"Eftud2.1",4,4,4,"Eftud2.1"
"9530077C05Rik",1,1,1,"9530077C05Rik"
"Pigc",2,2,2,"Pigc"
"Abcb8.1",4,4,4,"Abcb8.1"
"Peli1",2,2,2,"Peli1"
"2310016C08Rik",1,1,1,"2310016C08Rik"
"Cox7a1",3,3,3,"Cox7a1"
"Bola1",4,4,4,"Bola1"
"Exdl2.1",2,2,2,"Exdl2.1"
"Ccdc28b",1,1,1,"Ccdc28b"
"Cd74",2,2,2,"Cd74"
"Pde1b",2,2,2,"Pde1b"
"2810474O19Rik",2,2,2,"2810474O19Rik"
"Psmb7.3",4,4,4,"Psmb7.3"
"OTTMUSG00000005491",5,5,5,"OTTMUSG00000005491"
"Chek2",3,3,3,"Chek2"
"Mia3.2",2,2,2,"Mia3.2"
"M6prbp1",1,1,1,"M6prbp1"
"Cdv3.1",6,6,6,"Cdv3.1"
"2210012G02Rik",3,3,3,"2210012G02Rik"
"Ccrn4l",5,5,5,"Ccrn4l"
"Ostf1",5,5,5,"Ostf1"
"H3f3a",2,2,2,"H3f3a"
"Wdr20a",6,6,6,"Wdr20a"
"Serbp1.2",6,6,6,"Serbp1.2"
"Tmem176a.1",1,1,1,"Tmem176a.1"
"Mbd3",4,4,4,"Mbd3"
"Ap1gbp1.1",2,2,2,"Ap1gbp1.1"
"Frg1",1,1,1,"Frg1"
"Tmem138",3,3,3,"Tmem138"
"Dgcr6.1",3,3,3,"Dgcr6.1"
"Coro1c",3,3,3,"Coro1c"
"Smtn.1",1,1,1,"Smtn.1"
"Tmem110",5,5,5,"Tmem110"
"Hes6",1,1,1,"Hes6"
"2810453I06Rik",4,4,4,"2810453I06Rik"
"Prrc1",1,1,1,"Prrc1"
"Ifrd2",6,6,6,"Ifrd2"
"Qrsl1",6,6,6,"Qrsl1"
"Hist1h4k",5,5,5,"Hist1h4k"
"6820408C15Rik",3,3,3,"6820408C15Rik"
"Rapsn",3,3,3,"Rapsn"
"Rbbp5",3,3,3,"Rbbp5"
"Ppm1g",4,4,4,"Ppm1g"
"Tatdn2",6,6,6,"Tatdn2"
"Egln1.1",1,1,1,"Egln1.1"
"Anxa4",1,1,1,"Anxa4"
"Gadd45gip1.1",6,6,6,"Gadd45gip1.1"
"Eif2c3",6,6,6,"Eif2c3"
"Clns1a.1",6,6,6,"Clns1a.1"
"Actr3b.1",5,5,5,"Actr3b.1"
"Pex26",5,5,5,"Pex26"
"Kif14.1",1,1,1,"Kif14.1"
"Bnip3l",1,1,1,"Bnip3l"
"Mtch1.1",1,1,1,"Mtch1.1"
"Lars.1",4,4,4,"Lars.1"
"D030070L09Rik.1",6,6,6,"D030070L09Rik.1"
"1500001M20Rik.1",4,4,4,"1500001M20Rik.1"
"Dscr3",1,1,1,"Dscr3"
"Fastkd5",6,6,6,"Fastkd5"
"Rbm28.2",6,6,6,"Rbm28.2"
"Med28",3,3,3,"Med28"
"Ndc80",3,3,3,"Ndc80"
"BC046404.1",1,1,1,"BC046404.1"
"Tcp11",2,2,2,"Tcp11"
"Hist1h4k.1",5,5,5,"Hist1h4k.1"
"Wdr60",3,3,3,"Wdr60"
"Scly",5,5,5,"Scly"
"Crtc3",2,2,2,"Crtc3"
"Dapk2",5,5,5,"Dapk2"
"Mina.1",4,4,4,"Mina.1"
"A130010J15Rik.1",2,2,2,"A130010J15Rik.1"
"Nasp.2",4,4,4,"Nasp.2"
"Edem2.2",1,1,1,"Edem2.2"
"Capg.1",5,5,5,"Capg.1"
"Fbxo36",1,1,1,"Fbxo36"
"Gmip.1",2,2,2,"Gmip.1"
"Fbxl15",4,4,4,"Fbxl15"
"Magoh.1",6,6,6,"Magoh.1"
"Nup37",4,4,4,"Nup37"
"Ift74.1",3,3,3,"Ift74.1"
"Tmem97",4,4,4,"Tmem97"
"Prosc",2,2,2,"Prosc"
"Tlk1",2,2,2,"Tlk1"
"4921505C17Rik.2",2,2,2,"4921505C17Rik.2"
"Gps2",2,2,2,"Gps2"
"Rab11b",2,2,2,"Rab11b"
"Mrpl13.1",4,4,4,"Mrpl13.1"
"Ccdc88a",3,3,3,"Ccdc88a"
"Tgfb1i1.1",2,2,2,"Tgfb1i1.1"
"Prickle3.1",5,5,5,"Prickle3.1"
"Map2k6.1",1,1,1,"Map2k6.1"
"Imp4",6,6,6,"Imp4"
"Clic4.1",3,3,3,"Clic4.1"
"Slc12a2.2",4,4,4,"Slc12a2.2"
"Zfp715",6,6,6,"Zfp715"
"Lcmt1.1",3,3,3,"Lcmt1.1"
"Sirt7",2,2,2,"Sirt7"
"Sp1",5,5,5,"Sp1"
"Cdc45l",3,3,3,"Cdc45l"
"Cdr2",6,6,6,"Cdr2"
"Smarca2.2",2,2,2,"Smarca2.2"
"Banf1.2",4,4,4,"Banf1.2"
"Srrm2.1",2,2,2,"Srrm2.1"
"Chka.1",2,2,2,"Chka.1"
"Gorasp2",4,4,4,"Gorasp2"
"Il18",3,3,3,"Il18"
"Bccip.1",4,4,4,"Bccip.1"
"Tmem70.1",4,4,4,"Tmem70.1"
"Il8ra",5,5,5,"Il8ra"
"Il12rb1",3,3,3,"Il12rb1"
"Rer1.1",4,4,4,"Rer1.1"
"Nosip.1",1,1,1,"Nosip.1"
"Napg.1",2,2,2,"Napg.1"
"Dctn4",1,1,1,"Dctn4"
"6330503K22Rik.1",3,3,3,"6330503K22Rik.1"
"Degs1",5,5,5,"Degs1"
"Sgk3.3",4,4,4,"Sgk3.3"
"Npal3",1,1,1,"Npal3"
"Rcc2",4,4,4,"Rcc2"
"Hist3h2bb",5,5,5,"Hist3h2bb"
"Thoc4.1",4,4,4,"Thoc4.1"
"Rab9.1",5,5,5,"Rab9.1"
"5230400G24Rik.1",5,5,5,"5230400G24Rik.1"
"D930028F11Rik",1,1,1,"D930028F11Rik"
"Tmed4.2",1,1,1,"Tmed4.2"
"Csf1",3,3,3,"Csf1"
"Trafd1",5,5,5,"Trafd1"
"Mmp17",1,1,1,"Mmp17"
"Cdc25a",4,4,4,"Cdc25a"
"Smpdl3b",3,3,3,"Smpdl3b"
"Etf1",6,6,6,"Etf1"
"E130309D02Rik.1",6,6,6,"E130309D02Rik.1"
"Centa1.2",3,3,3,"Centa1.2"
"Tmem109",3,3,3,"Tmem109"
"Acbd6",3,3,3,"Acbd6"
"Cox4nb",4,4,4,"Cox4nb"
"Cap1",2,2,2,"Cap1"
"Nfx1",1,1,1,"Nfx1"
"Orc1l",3,3,3,"Orc1l"
"Matk.2",5,5,5,"Matk.2"
"Usp39.1",4,4,4,"Usp39.1"
"Gucy1b3",5,5,5,"Gucy1b3"
"Gucy1a3.1",5,5,5,"Gucy1a3.1"
"Pno1",6,6,6,"Pno1"
"Gm561",4,4,4,"Gm561"
"Dhrs7.1",3,3,3,"Dhrs7.1"
"Spata6",1,1,1,"Spata6"
"Tk1.1",3,3,3,"Tk1.1"
"Hspa1b",1,1,1,"Hspa1b"
"Zmym3.1",1,1,1,"Zmym3.1"
"Pik3cg",1,1,1,"Pik3cg"
"Xbp1",1,1,1,"Xbp1"
"Slc24a6",5,5,5,"Slc24a6"
"Mrto4",6,6,6,"Mrto4"
"Crls1.1",4,4,4,"Crls1.1"
"Echs1",3,3,3,"Echs1"
"Snx10",5,5,5,"Snx10"
"Ccdc28b.1",1,1,1,"Ccdc28b.1"
"Tmem176b",1,1,1,"Tmem176b"
"Ssrp1",4,4,4,"Ssrp1"
"Car9",1,1,1,"Car9"
"Amfr.1",6,6,6,"Amfr.1"
"Repin1.1",1,1,1,"Repin1.1"
"Git2",2,2,2,"Git2"
"Adrb2",2,2,2,"Adrb2"
"Dph1",6,6,6,"Dph1"
"H2-DMb2",2,2,2,"H2-DMb2"
"Tmem85",4,4,4,"Tmem85"
"H2-Ea",2,2,2,"H2-Ea"
"Ttll3",2,2,2,"Ttll3"
"Hist2h4",5,5,5,"Hist2h4"
"Slc10a7.2",1,1,1,"Slc10a7.2"
"Elmo1.6",2,2,2,"Elmo1.6"
"Lca5.1",1,1,1,"Lca5.1"
"Atpif1",3,3,3,"Atpif1"
"Foxp3.1",2,2,2,"Foxp3.1"
"Abcf3.1",6,6,6,"Abcf3.1"
"Fen1",3,3,3,"Fen1"
"Trim2.1",2,2,2,"Trim2.1"
"Spcs2",5,5,5,"Spcs2"
"Tada2l.1",4,4,4,"Tada2l.1"
"Zmym5",2,2,2,"Zmym5"
"Vcp",4,4,4,"Vcp"
"Sfrs14",2,2,2,"Sfrs14"
"Anxa2",5,5,5,"Anxa2"
"Elf2.3",5,5,5,"Elf2.3"
"Ng23",5,5,5,"Ng23"
"B930006L02Rik",1,1,1,"B930006L02Rik"
"Arhgef2.1",4,4,4,"Arhgef2.1"
"Nt5dc2",3,3,3,"Nt5dc2"
"Dbi",3,3,3,"Dbi"
"Cep70",1,1,1,"Cep70"
"Ptpn14.2",2,2,2,"Ptpn14.2"
"Hdac6",3,3,3,"Hdac6"
"Cbx3",3,3,3,"Cbx3"
"Rpp30",4,4,4,"Rpp30"
"C530028I08Rik",1,1,1,"C530028I08Rik"
"Ociad2",3,3,3,"Ociad2"
"Mmp14",2,2,2,"Mmp14"
"Snapc3.2",3,3,3,"Snapc3.2"
"Tspan31",3,3,3,"Tspan31"
"Avpi1",3,3,3,"Avpi1"
"Med30",4,4,4,"Med30"
"BC088983",3,3,3,"BC088983"
"Zbtb32.1",3,3,3,"Zbtb32.1"
"Pmf1",3,3,3,"Pmf1"
"Srpr",4,4,4,"Srpr"
"Echdc3",3,3,3,"Echdc3"
"Gcnt1.2",5,5,5,"Gcnt1.2"
"Lxn",3,3,3,"Lxn"
"Chd8",2,2,2,"Chd8"
"Uspl1.1",6,6,6,"Uspl1.1"
"Ncf1",3,3,3,"Ncf1"
"Mrps11.1",4,4,4,"Mrps11.1"
"Lrrc59.4",1,1,1,"Lrrc59.4"
"Slc7a14.1",1,1,1,"Slc7a14.1"
"Ydjc",4,4,4,"Ydjc"
"l7Rn6",3,3,3,"l7Rn6"
"Crkrs.1",2,2,2,"Crkrs.1"
"Sp6.1",2,2,2,"Sp6.1"
"Upp1.1",5,5,5,"Upp1.1"
"Tial1.1",5,5,5,"Tial1.1"
"Tgoln1.1",5,5,5,"Tgoln1.1"
"Tmem43",5,5,5,"Tmem43"
"Thoc6",4,4,4,"Thoc6"
"Hist1h2ad",3,3,3,"Hist1h2ad"
"Bcl2a1c",6,6,6,"Bcl2a1c"
"Slfn1",5,5,5,"Slfn1"
"Uqcrc1",4,4,4,"Uqcrc1"
"Rtn3",3,3,3,"Rtn3"
"Ppif",6,6,6,"Ppif"
"Mark2.1",2,2,2,"Mark2.1"
"Dbr1",4,4,4,"Dbr1"
"Atg9a",1,1,1,"Atg9a"
"Rab11b.1",2,2,2,"Rab11b.1"
"Crebbp.1",2,2,2,"Crebbp.1"
"Kctd6",2,2,2,"Kctd6"
"Ms4a6b",5,5,5,"Ms4a6b"
"Isoc1",3,3,3,"Isoc1"
"Gls2.1",3,3,3,"Gls2.1"
"Rnf181",1,1,1,"Rnf181"
"Rbak.2",6,6,6,"Rbak.2"
"Ecsit",4,4,4,"Ecsit"
"2700097O09Rik",3,3,3,"2700097O09Rik"
"Tex9.1",3,3,3,"Tex9.1"
"Cep170.1",1,1,1,"Cep170.1"
"Pak4",1,1,1,"Pak4"
"Rnf145",2,2,2,"Rnf145"
"Nt5e",5,5,5,"Nt5e"
"Exod1",1,1,1,"Exod1"
"Tsc22d2",6,6,6,"Tsc22d2"
"Adar.3",3,3,3,"Adar.3"
"Ccng1.1",1,1,1,"Ccng1.1"
"Pus1",4,4,4,"Pus1"
"Cdc42se1.1",6,6,6,"Cdc42se1.1"
"Cep55",1,1,1,"Cep55"
"Drg1.2",4,4,4,"Drg1.2"
"Clpb",6,6,6,"Clpb"
"Phf1.1",2,2,2,"Phf1.1"
"Med4",6,6,6,"Med4"
"Polq.1",3,3,3,"Polq.1"
"Tmsb10.1",5,5,5,"Tmsb10.1"
"Leprel2",1,1,1,"Leprel2"
"Afg3l2",1,1,1,"Afg3l2"
"Tm4sf5",3,3,3,"Tm4sf5"
"Mgst3",1,1,1,"Mgst3"
"Sytl2",2,2,2,"Sytl2"
"Pkp2.1",1,1,1,"Pkp2.1"
"Tpt1",2,2,2,"Tpt1"
"C76566.2",1,1,1,"C76566.2"
"Rdh10",1,1,1,"Rdh10"
"Pdzk1ip1",3,3,3,"Pdzk1ip1"
"Vrk3",2,2,2,"Vrk3"
"Ivns1abp.2",6,6,6,"Ivns1abp.2"
"Myst2",1,1,1,"Myst2"
"Polr1e",6,6,6,"Polr1e"
"Gm561.1",4,4,4,"Gm561.1"
"Slc15a4",3,3,3,"Slc15a4"
"Gltscr2",1,1,1,"Gltscr2"
"St8sia4.1",5,5,5,"St8sia4.1"
"Pkm2",3,3,3,"Pkm2"
"Cnot4.1",5,5,5,"Cnot4.1"
"Uqcc",4,4,4,"Uqcc"
"Cdc42ep2",1,1,1,"Cdc42ep2"
"Klhl25",4,4,4,"Klhl25"
"Ndufa4",4,4,4,"Ndufa4"
"Trerf1",1,1,1,"Trerf1"
"Mrpl49.1",4,4,4,"Mrpl49.1"
"BC038925",4,4,4,"BC038925"
"Dph1.1",6,6,6,"Dph1.1"
"C8g",1,1,1,"C8g"
"Exosc6.1",4,4,4,"Exosc6.1"
"Spcs3",1,1,1,"Spcs3"
"Rnf6",2,2,2,"Rnf6"
"H2-K1",2,2,2,"H2-K1"
"Il12rb1.1",3,3,3,"Il12rb1.1"
"Mrps27",4,4,4,"Mrps27"
"Oxa1l",1,1,1,"Oxa1l"
"Trafd1.1",5,5,5,"Trafd1.1"
"2510003E04Rik",5,5,5,"2510003E04Rik"
"1600002K03Rik.1",4,4,4,"1600002K03Rik.1"
"Il10rb",5,5,5,"Il10rb"
"Mrpl47.1",4,4,4,"Mrpl47.1"
"Tle4.1",2,2,2,"Tle4.1"
"Tctex1d1.1",5,5,5,"Tctex1d1.1"
"0610031J06Rik.1",5,5,5,"0610031J06Rik.1"
"Slc4a1ap",6,6,6,"Slc4a1ap"
"Slc4a2",6,6,6,"Slc4a2"
"Ubfd1.1",4,4,4,"Ubfd1.1"
"Ttc9c.1",3,3,3,"Ttc9c.1"
