"gene","Th1","Th2","category","model"
"Stat1",0.567673865449437,0.378527298328384,"Superpos","Th1/2"
"Stat2",0.376599286590486,0.416183051520778,"Ind","Th1/2"
"Stau2",0.191675829055158,0.670286944440505,"Ind","Th1/2"
"Stc1",0.141704279769721,0.521162642261938,"Th2like","Th1/2"
"Stra6",0.644131371099009,0.342835335999851,"Th2like","Th1/2"
"Suhw2",-0.125351581349894,1.04467068681764,"Th2like","Th1/2"
"Syce2",0.320789294938633,0.737119355743886,"Th2like","Th1/2"
"Syngr1.1",0.562485150132683,0.602048926055702,"Th2like","Th1/2"
"Syngr1.2",0.27284453770602,0.868135430581772,"Th2like","Th1/2"
"Sypl",0.153202808445391,0.81842225965331,"Th2like","Th1/2"
"Sypl.1",0.417878449019296,0.819046463731472,"Th2like","Th1/2"
"Sytl2",0.486098721779252,0.506244330692509,"Superpos","Th1/2"
"Tacc1",0.298769874409101,0.770010232670747,"Th2like","Th1/2"
"Tal2",-0.0224821276979928,0.495504946242435,"Ind","Th1/2"
"Tap1",0.274403841464317,0.529272203885951,"Ind","Th1/2"
"Tap2",-0.0457918964696115,0.82428126037478,"Th2like","Th1/2"
"Tapbpl.2",0.618119070358092,0.362918155706828,"Ind","Th1/2"
"Tarbp2.1",0.0628993574913236,0.712980919250995,"Th2like","Th1/2"
"Taz",0.39734476991944,0.651257778643461,"Ind","Th1/2"
"Tbc1d1",-0.231032827672507,1.0138670052492,"Th2like","Th1/2"
"Tbc1d2.4",0.049200112908042,0.904680260610039,"Th2like","Th1/2"
"Tbc1d7.1",0.371672354401045,0.655227969894349,"Th2like","Th1/2"
"Tdrd7",0.293968894242547,0.596667386169405,"Superpos","Th1/2"
"Tec",0.258819601062441,0.67265610073324,"Th2like","Th1/2"
"Tgfbr1.1",0.0772817187750581,0.977548220475504,"Th2like","Th1/2"
"Tgm1",-0.197458074419062,1.21619556417027,"Th2like","Th1/2"
"Tgtp",0.960463003287136,0.56285269775336,"Ind","Th1/2"
"Tha1",0.619117428827025,0.152898455343698,"Th1like","Th1/2"
"Thex1",0.223233076301373,0.784999432557974,"Th2like","Th1/2"
"Thrap2",0.248626609778809,0.679316998218608,"Ind","Th1/2"
"Tiam1",-0.293285327708897,0.896491566041921,"Th2like","Th1/2"
"Timd2",-0.88239867872362,0.557899176464354,"Th2like","Th1/2"
"Tirap",0.301760507684482,0.625729633402742,"Ind","Th1/2"
"Tirap.1",0.554353904244654,0.549028598847543,"Th2like","Th1/2"
"Tle6",0.200753885920701,1.06092407366699,"Th2like","Th1/2"
"Tlk1",0.131134030564703,0.836102649698273,"Th2like","Th1/2"
"Tlr7",-0.104341418170126,0.788652555911254,"Th2like","Th1/2"
"Tm4sf5",0.402290778708877,0.402393126351682,"Ind","Th1/2"
"Tm6sf1",0.351454742327748,0.815339407698132,"Th2like","Th1/2"
"Tmco3",-0.42447913159771,0.843627364391029,"Th2like","Th1/2"
"Tmco3.1",0.560382368802897,0.459280409687441,"Superpos","Th1/2"
"Tmed10",0.486296257970436,0.541399195474612,"Ind","Th1/2"
"Tmem108",0.223845907580156,1.13715946401045,"Th2like","Th1/2"
"Tmem121",1.29203068566189,0.141008202098596,"Th1like","Th1/2"
"Tmem127",0.29945471922972,0.912102042385547,"Th2like","Th1/2"
"Tmem159",0.0940962712620598,0.800006623195737,"Ind","Th1/2"
"Tmem159.1",0.373398066188288,-0.380339044229405,"Ind","Th1/2"
"Tmem176b",0.766858504490842,0.646923964293609,"Superpos","Th1/2"
"Tmem38b",-0.113047165648801,0.945349807476881,"Th2like","Th1/2"
"Tmem38b.1",-0.169485010196241,0.930746987130055,"Th2like","Th1/2"
"Tmem42",0.743653268970216,0.304585821204921,"Ind","Th1/2"
"Tmem45a.2",0.292176797506826,0.446296049810174,"Th2like","Th1/2"
"Tmem53.2",0.170058724244668,0.561143653461,"Th2like","Th1/2"
"Tmem65",0.322745281072921,0.814670616195882,"Th2like","Th1/2"
"Tmem70.1",0.198998027376721,0.890294334537064,"Th2like","Th1/2"
"Tmem71",0.124194251022757,1.00270618002341,"Th2like","Th1/2"
"Tnfrsf8.1",0.677685943115789,0.938659484023277,"Th2like","Th1/2"
"Tnfsf13b",0.862354638512871,0.292912589568287,"Superpos","Th1/2"
"Tox",0.328347398590756,0.803024040555101,"Superpos","Th1/2"
"Tpcn2",1.11836342052648,0.151212215747045,"Ind","Th1/2"
"Trafd1",0.384027887675118,0.379473473664246,"Th1like","Th1/2"
"Trafd1.1",0.306643650642933,0.574325623283002,"Ind","Th1/2"
"Trafd1.2",0.297946092690301,0.613934418215595,"Superpos","Th1/2"
"Trak2",1.79150789154147,-0.476463101176865,"Ind","Th1/2"
"Trex1.1",0.0385037846688514,1.09274055302162,"Th2like","Th1/2"
"Trim21",0.00959129319174591,0.808614917532569,"Th2like","Th1/2"
"Trim25",0.380290450858307,-0.23041145431373,"Th1like","Th1/2"
"Trim26",0.388709022173061,0.693053634679892,"Th2like","Th1/2"
"Trim34",0.161101197616925,0.813339440849779,"Th2like","Th1/2"
"Trim34.1",0.135548126025875,0.786318295880759,"Th2like","Th1/2"
"Trip10",0.447231665634439,0.473206498595534,"Th2like","Th1/2"
"Trp53bp2",0.803937426895642,0.56276734149303,"Superpos","Th1/2"
"Trp53i11.1",0.390052653697267,0.731602628722572,"Ind","Th1/2"
"Tspan6",0.584837846532295,0.44405709452925,"Th2like","Th1/2"
"Tspan6.1",0.361865709048929,0.562553947939511,"Superpos","Th1/2"
"Ttc17",0.0747399585476297,0.841131109676407,"Th2like","Th1/2"
"Ttc27",0.740749134717711,0.419426986977512,"Ind","Th1/2"
"Tube1",0.167567987177644,0.846917829781608,"Th2like","Th1/2"
"Txnip",0.60326253570953,0.450903926268536,"Superpos","Th1/2"
"Txnip.1",0.615664905547791,0.451199645314614,"Superpos","Th1/2"
"Ube1l",0.0203073544257586,0.800362302519641,"Th2like","Th1/2"
"Ube2f.1",0.744375665654065,0.298230117189107,"Th1like","Th1/2"
"Ube2f.2",0.555544845926091,-0.036691887250513,"Ind","Th1/2"
"Ube2l6",0.163841931543594,0.633409451988826,"Ind","Th1/2"
"Ube2q2.2",0.465732930059741,0.710277520901267,"Th2like","Th1/2"
"Ubl7",0.608886967025419,0.468805829605392,"Th2like","Th1/2"
"Unc119",-0.0923222245895088,0.836725428983018,"Ind","Th1/2"
"Unc119.1",0.169940788633472,0.617697584360847,"Ind","Th1/2"
"Unc45a.1",0.272539056357412,0.656293502169427,"Th2like","Th1/2"
"Upp1",0.600691778221239,-0.132614700881049,"Ind","Th1/2"
"Upp1.2",0.530450474230225,-0.409203026193012,"Ind","Th1/2"
"Usp18",0.23230285247786,0.545778314334768,"Ind","Th1/2"
"Usp18.1",0.286685630003596,0.924481290319591,"Ind","Th1/2"
"Vegfb",0.190755879592239,0.796112605133092,"Th2like","Th1/2"
"Vezf1",0.302570666017309,0.589063236355311,"Superpos","Th1/2"
"Wdr54",0.167804923437353,0.669240325373354,"Th2like","Th1/2"
"Wdr78",0.352837073653165,0.716986311834245,"Ind","Th1/2"
"Wipi2",0.2601055179309,0.764872147224643,"Ind","Th1/2"
"Xdh",0.562353951354583,0.487728874994902,"Superpos","Th1/2"
"Xpo6",-0.113418192759479,1.25992633757205,"Ind","Th1/2"
"Ypel5",0.320935158265106,0.788378969523408,"Th2like","Th1/2"
"Zbp1.1",-0.0796374824029869,0.324352480860012,"Ind","Th1/2"
"Zbtb2",-0.233538759321489,1.24198271959869,"Th2like","Th1/2"
"Zbtb32",0.20126968489518,1.1729146266341,"Th2like","Th1/2"
"Zbtb32.1",0.318576169376306,0.720856076677257,"Superpos","Th1/2"
"Zc3h12d",0.277147569818961,0.661430560110415,"Ind","Th1/2"
"Zcchc18.1",0.836892500632251,0.14762846882437,"Th1like","Th1/2"
"Zcchc6.1",0.455546549554125,0.534387946713286,"Th2like","Th1/2"
"Zdhhc6.2",0.395373650299786,0.486236152994549,"Ind","Th1/2"
"Zfp219",0.0803858498754501,0.835825646057198,"Th2like","Th1/2"
"Zfp518b",0.35022916873291,0.848350520707104,"Th2like","Th1/2"
"Zfp597",0.522183403508782,0.574013690607542,"Th2like","Th1/2"
"Zfp608.2",-0.249708262542864,0.886780963021193,"Ind","Th1/2"
"Zfp768",0.499190510219484,0.483289355795519,"Th2like","Th1/2"
"Zfyve21",0.625037402404774,0.576551378000987,"Ind","Th1/2"
"Zhx1.1",-0.536136825171645,1.11268560610016,"Th2like","Th1/2"
"Zmym3.1",0.103290603411542,0.865312575501751,"Th2like","Th1/2"
"Zmynd11",0.015821234697444,0.953342612069199,"Th2like","Th1/2"
"Znfx1",0.14002986135301,0.782748910641134,"Th2like","Th1/2"
"Zscan12",0.332229421884602,0.848902706350937,"Th2like","Th1/2"
"Zxdc.1",0.0926108191191938,0.846076021473777,"Th2like","Th1/2"
"Zzz3.1",0.402782213965139,0.639350069748256,"Superpos","Th1/2"
